"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","surplus_hillary","surplus_hillary2"
"1647","Pondera","Montana",738,1799,1224,1583,969,1666,257,237,0,1,3,2,0.697973536,0.620951453,1.008219265,1,1,2,6219,6153,24.5,19.6,51.3,82.3,0.3,0.3,1.8,3.1,87,20.5,477,17.4,69.1,22256,41277,17.5,1622.86,3.8,3.832123535,10,2,1,0,0,0,1,0,1,0,6211,2.415070037,0.74656782,0.68,86,2.659682653,0.41,0.19,0.133589,103418,41601
"1648","PowderRiver","Montana",127,884,207,797,170,833,24,34,-1,0.167636099,0.268217759,0.268217759,0.20002888,0.177995162,0.288967363,0.164253327,0.226793686,0.485292074,1783,1743,17.4,23.6,49.4,95.9,0.1,0.2,2,0,93.1,19.9,136,13.7,69.9,28528,46250,9.2,3297.3,0.5,0.540745458,1,0,2,0,0,0,0,0,1,0,1778,2.249718785,0.78277439,0.54,29,3.13593826,NA,NA,0.131946,103722,41571
"1649","Powell","Montana",551,2029,1021,1679,884,1798,205,251,0,2,0,2,3,3,0,2,4,0,6909,7027,15.6,18.5,38.1,92.3,1.1,0.5,2.3,0.4,90.3,17.8,907,14.9,71.5,19736,40802,15.3,2326.39,3,2.969837388,5,1,0,0,0,0,1,1,1,0,6906,1.303214596,0.762912088,0.61,76,1.26271331,0.52,0.2,0.131888,103001,41535
"1650","Prairie","Montana",100,556,211,503,167,518,48,44,-1,0.108931847,0.174290955,0.174290955,0.130100246,0.115596449,0.187774284,0.106831565,0.147287962,0.32853106,1148,1179,18.3,30,49.2,94.8,0.3,0.9,2.1,1.7,86.8,16.9,162,16.9,86.9,20644,38036,21.5,1736.74,0.7,0.661008556,2,1,0,0,0,0,0,0,0,0,1140,2.631578947,0.797052154,0.67,25,4.462953144,NA,NA,0.131595,104023,41585
"1651","Ravalli","Montana",6223,14810,8332,12922,6466,12817,1866,2169,0,5,9,5,8,1,5,9,9,12,41030,40212,20.3,23.1,50.3,95.7,0.5,0.7,3.3,2.1,92.1,24.5,4460,26.1,72.9,22872,38688,16.8,2390.82,16.8,17.16147598,28,4,4,0,0,0,1,6,3,0,40953,1.123238835,0.741363773,0.69,324,0.449404401,0.42,-0.11,0.122729,95892,41278
"1652","Richland","Montana",671,3908,1196,3158,992,3479,218,158,0,0,0,2,0,2,1,3,4,5,11576,9746,24.7,13,47.7,94.6,0.5,0.5,4.8,1.5,90.2,17.7,759,17.3,69.1,32036,58112,14.2,2084.14,4.7,5.554329364,15,4,2,0,0,0,1,1,1,0,11573,2.073792448,0.728755096,0.68,100,1.380010686,1.47,0.41,0.120703,101242,41641
"1653","Roosevelt","Montana",1560,1797,2527,1455,2044,1503,317,399,0,11,9,9,1,1,1,2,6,2,11332,10425,32,10.5,49.7,38.1,0.3,0.4,2.5,0.8,83.9,13.7,504,13.6,58.9,16888,36920,26.6,2354.79,4.4,4.812318721,5,2,2,0,0,0,0,0,1,0,11340,0.881834215,0.59159014,0.61,76,-0.565995166,-0.45,0.05,0.115582,104242,41499
"1654","Rosebud","Montana",987,2253,1898,1739,1478,2035,250,363,0,5,3,2,0,0,1,3,2,2,9326,9233,29.2,13.6,49.6,59.7,0.3,0.5,4.1,1.4,89.1,22.3,786,14.1,68.5,22229,48789,17.3,5010.4,1.8,1.861328437,10,3,0,0,0,3,1,0,1,0,9335,1.928227102,0.689027968,0.63,94,1.350333036,-0.66,0.13,0.115438,103213,41468
"1655","Sanders","Montana",1218,4286,1964,3556,1716,3971,405,593,0,2,4,2,2,2,1,7,4,3,11364,11413,18.2,26,48.9,91.8,0.3,0.5,2.5,2.1,87.2,16.7,1537,22,76.6,19188,32881,22,2760.52,4.1,4.11661571,8,1,1,0,1,0,0,0,2,0,11329,1.147497573,0.707723675,0.58,119,0.818961794,0.83,0.27,0.111356,101411,41393
"1656","Sheridan","Montana",477,1241,953,987,661,1203,171,154,-1,0.344266236,0.550825978,0.550825978,0.412249093,0.365778472,0.593438447,1,2,0,3696,3384,20.9,20.8,49.1,95,0.4,0.4,2.2,1.3,90.7,23.4,299,12.2,74.4,31378,48667,11.8,1677.08,2,2.203830467,9,2,0,0,0,0,1,1,1,0,3679,3.805381897,0.770891643,0.61,68,4.834630369,1.17,0.36,0.101856,103715,41598
"1657","SilverBow","Montana",8619,6376,11651,4806,10782,5374,4103,3523,0,8,8,9,5,9,10,11,19,12,34680,34200,20.5,17.3,49.3,94.4,0.5,0.7,4.2,1.9,90.9,22.2,3172,15.6,65.5,23562,38659,19.1,718.48,47.6,48.26856697,13,3,3,0,0,7,1,6,2,0,34730,1.007774259,0.708439033,0.76,281,0.216222872,NA,NA,0.100255,106722,42161
"1658","Stillwater","Montana",908,3661,1512,2989,1209,3237,291,307,0,1,1,0,0,0,0,3,1,0,9290,9117,21.6,20.1,49,96.3,0.3,0.4,3.3,1,92.5,22.1,1144,28.1,79.9,28868,57906,7.8,1795.35,5.1,5.174478514,9,1,1,0,0,2,0,0,1,0,9287,1.507483579,0.793452582,0.62,100,1.527692321,0.97,0.28,0.091157,101726,41565
"1659","SweetGrass","Montana",402,1595,552,1433,473,1584,107,132,-1,0.343409163,0.549454661,0.549454661,0.408726273,0.364668718,0.591961044,2,1,4,3665,3651,22.2,23.5,50.5,96.8,0.1,0.5,2,1.5,91.7,27.1,304,18.7,73,22743,45938,13.5,1855.21,2,1.975517596,5,1,1,0,0,0,0,1,1,0,3666,2.454991817,0.77489019,0.58,36,2.151629563,NA,NA,0.087433,103286,41556
"1660","Teton","Montana",808,2170,1291,1873,1073,2091,374,460,-1,0.580844426,0.929351081,0.929351081,0.692695903,0.617064377,1.001246645,1,2,0,6064,6073,23,22,50.9,96,0.1,0.2,1.4,1.6,90.4,24.5,607,20.4,75.9,22799,43327,15.1,2272.38,2.7,2.668567757,12,1,1,0,0,0,0,2,2,0,6046,2.977174992,0.821893788,0.71,96,3.815697748,0.83,0.08,0.085357,103117,41495
"1661","Toole","Montana",402,1497,736,1321,582,1440,129,107,-1,0.483922048,0.774275277,0.774275277,0,1,2,1,1,5,5150,5324,19.9,15.6,43.6,91,0.8,0.6,3,3.6,88.1,14.6,722,16.3,63.5,23162,46972,16.3,1915.65,2.8,2.688382533,5,1,1,0,0,0,1,0,0,0,5135,1.557935735,0.760492041,0.6,57,1.501547725,0.61,0.09,0.081759,103384,41603
"1662","Treasure","Montana",59,351,154,310,114,317,34,43,-1,0.071335622,0.114136996,0.114136996,0.085075441,0.075827325,0.122966752,0.069859533,0.096615876,0.192337981,692,718,17.6,27,48,94.9,0.1,0.4,2.7,1.4,86.4,21.3,80,21,70.2,23948,37105,11.3,977.4,0.7,0.708000818,0,0,0,0,0,0,0,0,0,0,696,0,0.781786942,0.61,14,1.745328414,NA,NA,0.081702,104187,41572
"1663","Valley","Montana",886,2698,1616,2099,1386,2337,344,338,0,1,2,1,0.841544939,0.748490969,1.215965512,0,1,2,7640,7369,22.7,20.8,49.5,87.1,0.4,0.7,2.2,1,91,17.1,718,17.5,69,25685,47181,13.5,4925.82,1.5,1.551010796,11,2,2,0,0,1,1,0,1,0,7624,2.360965373,0.805636743,0.52,103,2.853293983,0.49,0.22,0.076058,102667,41587
"1664","Wheatland","Montana",179,702,286,632,272,690,48,52,-1,0.201333689,0.322133902,0.322133902,0.23996077,0.213853724,0.347054515,0.197043321,0.272483104,0.588409691,2102,2168,23.1,23.9,50.2,95.4,0.4,0.6,1.7,0,80.4,19.2,223,13.2,71.5,17336,31867,11.2,1423.2,1.5,1.476953345,1,2,0,0,0,0,0,0,1,0,2096,1.908396947,0.753799392,0.62,32,2.501401857,NA,NA,0.058847,103956,41577
"1665","Wibaux","Montana",55,463,146,379,25,421,36,16,-1,0.098103465,0.156965545,0.156965545,0.117334971,0.104017427,0.169108562,0.096349384,0.132534477,0.30379395,1121,1017,21.3,24.6,48.9,97.7,0.1,0.4,2.5,0.4,84,19.6,82,16.9,70.9,27492,41875,13.3,889.27,1.1,1.260584524,1,0,0,0,0,0,0,0,0,0,1125,0.888888889,0.743169399,0.62,15,1.208304287,NA,NA,0.056908,104071,41601
"1666","Yellowstone","Montana",22171,40920,31740,36225,26275,40421,7958,7184,0,19,29,37,15,25,22,18,32,40,155634,147972,23.6,15.3,50.9,91.3,0.8,0.8,5.2,1.7,92.3,28.7,13513,19,68.8,27761,51342,12.3,2633.29,56.2,59.10249156,107,23,7,1,2,14,4,29,9,2,155588,1.272591717,0.719821318,0.79,917,0.110231268,0.4,0.02,0.041415,85730,42355
"1667","Adams","Nebraska",3302,9287,4624,8163,3991,8235,781,792,0,5,1,3,2,0,0,6,2,1,31457,31364,23.4,16.5,49.9,95.1,1,1.7,8.8,4.7,90.7,20.4,2511,14.8,69.8,25571,49440,12.8,563.27,55.7,55.84710707,30,6,2,0,0,2,1,6,2,0,31419,1.559565868,0.679138079,0.84,249,0.534197685,0.56,0.13,0.71441,98494,41570
"1668","Antelope","Nebraska",383,2732,754,2367,571,2585,82,133,-1,0.366399017,0.504086116,0.335865765,0.37366831,0.382768268,0.386431572,0,2,1,6398,6685,23.4,22.4,50.5,98.5,0.3,0.4,3,1.5,90.8,16.7,587,17.2,75.2,25186,43518,11,857.22,7.8,7.463661604,14,3,0,0,0,0,1,0,3,0,6403,3.279712635,0.696701875,0.71,60,2.446286223,1.12,0.52,0.624784,102130,41530
"1669","Arthur","Nebraska",17,244,39,217,30,227,1,10,-1,0.024060213,0.03310167,0.022055195,0.024496579,0.024950587,0.025375685,0.071449224,0.059475054,0.062586612,453,460,28,21.2,51.9,96.7,0.2,0.2,5.1,0,94.5,31.7,31,20.7,61.6,17656,40568,6.9,715.36,0.6,0.633247596,0,0,0,0,0,0,0,0,0,0,454,0,0.779761905,0.65,6,0.529958021,NA,NA,0.612887,104252,41572
"1670","Banner","Nebraska",19,357,61,341,55,339,5,2,-1,0.040160858,0.055252689,0.03681412,0.041143213,0.041815214,0.042356618,0.120002496,0.099675496,0.106490654,764,690,19,29.6,49.5,96.5,2.6,0,4.1,4.7,91.3,15.8,66,25.3,63.6,25814,36875,15.4,746.11,0.9,1.023977698,1,0,0,0,0,0,0,0,0,0,748,1.336898396,0.761111111,0.61,6,0.769499046,NA,NA,0.59568,104141,41584
"1671","Blaine","Nebraska",30,276,43,266,29,268,9,4,-1,0.027217261,0.037445087,0.024949155,0.027892018,0.028341897,0.028705341,0.081352706,0.067558966,0.064588316,504,478,23.4,21.8,48,98.8,0.2,0,0.2,1.2,99,16,46,22.4,58.2,19141,42917,17.7,710.87,0.7,0.708990392,0,0,0,0,0,0,0,0,0,0,501,0,0.769035533,0.52,7,0.66209422,NA,NA,0.569087,104233,41586
"1672","Boone","Nebraska",414,2299,742,2042,615,2136,130,160,-1,0.304308433,0.418662848,0.278949396,0.310409817,0.317965684,0.320946238,0.905372967,0.757939137,0.711539054,5353,5505,23,21.6,49.8,98.3,0.4,0.3,1.7,1.1,93.1,13.8,514,17.2,77,25590,45246,9.7,686.55,8,7.796955793,4,4,1,0,0,0,0,0,1,0,5351,1.868809568,0.716547497,0.76,51,1.271192639,1.62,0.54,0.563845,102594,41551
"1673","BoxButte","Nebraska",965,3617,1844,2888,1634,2795,194,252,0,1,1,4,1,2,1,2,1,2,11340,11308,25.3,16.1,49.9,92.5,0.7,0.5,11.9,1.7,90.4,17.6,998,11.6,65.9,25046,46373,23.9,1075.29,10.5,10.54599224,13,6,2,0,0,4,1,1,0,0,11334,2.382212811,0.625914594,0.68,81,0.975122758,NA,NA,0.559992,101827,41523
"1674","Boyd","Nebraska",128,983,250,839,186,852,35,42,-1,0.11641501,0.160161976,0.10671376,0.118814667,0.121699771,0.122779902,0.34654699,0.290097403,0.264491824,2033,2099,21,28.7,51.1,97.2,0.1,0.9,2,0.2,91.6,16.1,219,17.1,83.2,23157,41279,10.5,539.94,3.9,3.765233174,3,0,0,0,0,0,0,0,0,0,2027,1.480019734,0.714,0.55,34,2.237836068,NA,NA,0.559616,103624,41574
"1675","Brown","Nebraska",153,1385,311,1208,223,1298,23,32,-1,0.173191281,0.238273893,0.158758674,0.176691165,0.181160959,0.182660367,0.515355494,0.431835849,0.395002926,2941,3145,20.1,24.3,50.8,98.1,0.2,0.2,1.2,0.9,91.2,21.8,343,13.4,69.5,21843,33647,15.6,1221.33,2.6,2.40803059,4,1,0,0,0,0,0,0,1,0,2941,2.040122407,0.718908923,0.63,39,2.125484968,NA,NA,0.552126,103247,41572
"1676","Buffalo","Nebraska",4763,14569,5768,12920,5266,13378,686,708,0,3,3,2,2,4,1,1,9,8,48224,46102,23.3,12.9,50.3,95.4,1.1,1.6,8.6,4.1,92.3,31.6,2989,15,64.8,24830,50963,13.6,968.11,47.6,49.8125213,45,11,8,0,0,2,1,5,4,1,48348,1.59262017,0.701413428,0.81,275,0.279111224,0.91,0.15,0.549508,94673,41559
"1677","Burt","Nebraska",930,2367,1406,1895,1280,2016,207,155,0,0,1,0,0.386168529,0.396044606,0.39948031,0,0.944056929,1,6573,6858,22.4,23.9,50.5,95.7,0.5,0.3,2.7,0.6,91.9,18.3,659,23.6,76.6,25203,46817,9.7,491.58,14,13.37117051,13,0,1,1,0,0,0,2,2,0,6590,2.883156297,0.682921894,0.86,73,2.275993046,0.91,0.41,0.547292,103042,41633
