county,state,clinton,trump
Porter,IN,"33,676","38,832"
Posey,IN,"3,521","8,404"
Pulaski,IN,"1,327","3,854"
Putnam,IN,"3,356","10,637"
Randolph,IN,"2,446","7,517"
Ripley,IN,"2,471","9,806"
Rush,IN,"1,525","5,292"
St. Joseph,IN,"52,252","52,021"
Scott,IN,"2,642","6,074"
Shelby,IN,"4,247","12,718"
Spencer,IN,"2,861","6,572"
Starke,IN,"2,489","6,367"
Steuben,IN,"3,744","10,133"
Sullivan,IN,"2,113","6,138"
Switzerland,IN,930,"2,558"
Tippecanoe,IN,"27,282","30,768"
Tipton,IN,"1,587","5,589"
Union,IN,715,"2,445"
Vanderburgh,IN,"28,530","40,496"
Vermillion,IN,"2,081","4,513"
Vigo,IN,"15,931","21,937"
Wabash,IN,"3,018","9,821"
Warren,IN,839,"2,898"
Warrick,IN,"9,086","19,113"
Washington,IN,"2,636","8,209"
Wayne,IN,"8,322","16,028"
Wells,IN,"2,586","10,005"
White,IN,"2,590","6,893"
Whitley,IN,"3,379","11,358"
Indiana,T,"1,033,126","1,557,286"
,,,
Adair,IA,"1,133","2,461"
Adams,IA,565,"1,395"
Allamakee,IA,"2,421","4,093"
Appanoose,IA,"1,814","4,033"
Audubon,IA,"1,080","2,136"
Benton,IA,"4,678","8,232"
Black Hawk,IA,"32,233","27,476"
Boone,IA,"5,541","7,484"
Bremer,IA,"5,356","7,208"
Buchanan,IA,"3,970","5,510"
Buena Vista,IA,"2,856","4,903"
Butler,IA,"2,157","4,921"
Calhoun,IA,"1,398","3,468"
Carroll,IA,"3,309","6,638"
Cass,IA,"1,951","4,761"
Cedar,IA,"3,599","5,295"
Cerro Gordo,IA,"9,862","11,621"
Cherokee,IA,"1,679","4,192"
Chickasaw,IA,"2,266","3,742"
Clarke,IA,"1,465","2,713"
Clay,IA,"2,249","5,877"
Clayton,IA,"3,237","5,317"
Clinton,IA,"10,095","11,276"
Crawford,IA,"1,991","4,617"
Dallas,IA,"15,701","19,339"
Davis,IA,977,"2,723"
Decatur,IA,"1,201","2,296"
Delaware,IA,"2,957","5,694"
Des Moines,IA,"8,212","9,529"
Dickinson,IA,"3,056","6,753"
Dubuque,IA,"22,850","23,460"
Emmet,IA,"1,357","3,124"
Fayette,IA,"3,689","5,620"
Floyd,IA,"3,179","4,375"
Franklin,IA,"1,493","3,163"
Fremont,IA,963,"2,407"
Greene,IA,"1,691","2,820"
Grundy,IA,"1,856","4,527"
Guthrie,IA,"1,732","3,628"
Hamilton,IA,"2,726","4,463"
Hancock,IA,"1,587","3,977"
Hardin,IA,"2,787","5,254"
Harrison,IA,"2,131","4,902"
Henry,IA,"2,904","5,779"
Howard,IA,"1,677","2,611"
Humboldt,IA,"1,252","3,568"
Ida,IA,792,"2,655"
Iowa,IA,"3,084","5,205"
Jackson,IA,"3,837","5,824"
Jasper,IA,"7,109","10,560"
Jefferson,IA,"3,710","3,748"
Johnson,IA,"50,200","21,044"
Jones,IA,"3,787","5,720"
Keokuk,IA,"1,342","3,390"
Kossuth,IA,"2,543","5,653"
Lee,IA,"6,215","8,803"
Linn,IA,"58,935","48,390"
Louisa,IA,"1,648","3,069"
Lucas,IA,"1,239","2,877"
Lyon,IA,920,"5,192"
Madison,IA,"2,678","5,360"
Mahaska,IA,"2,619","7,432"
Marion,IA,"5,482","10,962"
Marshall,IA,"7,652","9,146"
Mills,IA,"2,090","5,067"
Mitchell,IA,"1,888","3,190"
Monona,IA,"1,247","3,120"
Monroe,IA,"1,056","2,638"
Montgomery,IA,"1,314","3,436"
Muscatine,IA,"8,368","9,584"
O'Brien,IA,"1,315","5,752"
Osceola,IA,552,"2,531"
Page,IA,"1,807","4,893"
Palo Alto,IA,"1,398","3,081"
Plymouth,IA,"2,885","9,680"
Pocahontas,IA,963,"2,702"
Polk,IA,"119,804","93,492"
Pottawattamie,IA,"15,355","24,447"
Poweshiek,IA,"4,304","4,946"
Ringgold,IA,753,"1,824"
Sac,IA,"1,270","3,703"
Scott,IA,"40,440","39,149"
Shelby,IA,"1,662","4,362"
Sioux,IA,"2,300","14,785"
Story,IA,"25,709","19,458"
Tama,IA,"3,196","4,971"
Taylor,IA,758,"2,111"
Union,IA,"1,922","3,525"
Van Buren,IA,845,"2,527"
Wapello,IA,"5,594","8,715"
Warren,IA,"10,411","14,814"
Washington,IA,"3,943","6,173"
Wayne,IA,719,"2,069"
Webster,IA,"6,305","10,056"
Winnebago,IA,"1,931","3,447"
Winneshiek,IA,"5,254","5,344"
Woodbury,IA,"16,210","24,727"
Worth,IA,"1,530","2,453"
Wright,IA,"1,896","3,800"
Iowa,T,"653,669","800,983"
,,,
Allen,KS,"1,433","3,651"
Anderson,KS,672,"2,435"
Atchison,KS,"1,989","4,049"
Barber,KS,286,"1,850"
Barton,KS,"1,839","7,888"
Bourbon,KS,"1,336","4,424"
Brown,KS,863,"2,906"
Butler,KS,"6,573","19,073"
Chase,KS,316,969
Chautauqua,KS,197,"1,236"
Cherokee,KS,"2,005","6,182"
Cheyenne,KS,181,"1,173"
Clark,KS,120,825
Clay,KS,677,"2,891"
Cloud,KS,761,"2,919"
Coffey,KS,727,"3,050"
Comanche,KS,102,715
Cowley,KS,"3,551","8,270"
Crawford,KS,"5,199","8,624"
Decatur,KS,178,"1,210"
Dickinson,KS,"1,609","6,029"
Doniphan,KS,587,"2,606"
Douglas,KS,"31,195","14,688"
Edwards,KS,212,"1,037"
Elk,KS,160,"1,048"
Ellis,KS,"2,742","8,466"
Ellsworth,KS,521,"1,969"
Finney,KS,"3,195","6,350"
Ford,KS,"2,149","5,114"
Franklin,KS,"2,892","7,185"
Geary,KS,"2,722","4,274"
Gove,KS,149,"1,140"
Graham,KS,188,"1,025"
Grant,KS,441,"1,804"
Gray,KS,263,"1,698"
Greeley,KS,83,534
Greenwood,KS,485,"2,160"
Hamilton,KS,121,705
Harper,KS,393,"1,996"
Harvey,KS,"5,068","8,668"
Haskell,KS,245,"1,040"
Hodgeman,KS,124,855
Jackson,KS,"1,512","3,939"
Jefferson,KS,"2,518","5,213"
Jewell,KS,180,"1,223"
Johnson,KS,"129,852","137,490"
Kearny,KS,174,"1,075"
Kingman,KS,599,"2,530"
Kiowa,KS,114,900
Labette,KS,"2,291","5,335"
Lane,KS,106,718
Leavenworth,KS,"10,209","17,638"
Lincoln,KS,215,"1,179"
Linn,KS,736,"3,484"
Logan,KS,149,"1,132"
Lyon,KS,"4,649","6,552"
McPherson,KS,"3,226","8,549"
Marion,KS,"1,204","4,003"
Marshall,KS,"1,072","3,307"
Meade,KS,210,"1,415"
Miami,KS,"3,991","10,003"
Mitchell,KS,477,"2,308"
Montgomery,KS,"2,637","8,679"
Morris,KS,601,"1,820"
Morton,KS,147,995
Nemaha,KS,725,"4,124"
Neosho,KS,"1,501","4,431"
Ness,KS,162,"1,228"
Norton,KS,281,"1,840"
Osage,KS,"1,753","4,826"
Osborne,KS,233,"1,460"
Ottawa,KS,424,"2,283"
Pawnee,KS,579,"1,904"
Phillips,KS,300,"2,233"
Pottawatomie,KS,"2,225","7,612"
Pratt,KS,771,"2,838"
Rawlins,KS,163,"1,220"
Reno,KS,"6,837","15,513"
Republic,KS,375,"2,024"
Rice,KS,695,"2,837"
Riley,KS,"9,341","10,107"
Rooks,KS,275,"2,031"
Rush,KS,233,"1,197"
Russell,KS,461,"2,574"
Saline,KS,"6,317","13,828"
Scott,KS,236,"1,865"
Sedgwick,KS,"69,627","104,353"
Seward,KS,"1,628","3,159"
Shawnee,KS,"33,926","35,934"
Sheridan,KS,127,"1,197"
Sherman,KS,347,"2,089"
Smith,KS,297,"1,661"
Stafford,KS,304,"1,490"
Stanton,KS,115,492
Stevens,KS,220,"1,599"
Sumner,KS,"2,076","6,984"
Thomas,KS,473,"2,908"
Trego,KS,198,"1,227"
Wabaunsee,KS,776,"2,372"
Wallace,KS,46,721
Washington,KS,387,"2,194"
Wichita,KS,140,769
Wilson,KS,594,"2,788"
Woodson,KS,273,"1,082"
Wyandotte,KS,"30,146","15,806"
Kansas,T,"427,005","671,018"
,,,
Adair,KY,"1,323","6,637"
Allen,KY,"1,349","6,466"
Anderson,KY,"2,634","8,242"
Ballard,KY,816,"3,161"
Barren,KY,"4,275","13,483"
Bath,KY,"1,361","3,082"
Bell,KY,"1,720","7,764"
Boone,KY,"15,026","39,082"
Bourbon,KY,"2,791","5,569"
Boyd,KY,"6,021","13,591"
Boyle,KY,"4,281","8,040"
Bracken,KY,705,"2,711"
Breathitt,KY,"1,537","3,991"
Breckinridge,KY,"1,960","6,484"
Bullitt,KY,"8,255","26,210"
Butler,KY,947,"4,428"
Caldwell,KY,"1,260","4,507"
Calloway,KY,"4,749","10,367"
Campbell,KY,"14,658","25,050"
Carlisle,KY,432,"2,094"
Carroll,KY,"1,106","2,588"
Carter,KY,"2,276","7,587"
Casey,KY,767,"5,482"
Christian,KY,"7,188","14,108"
Clark,KY,"4,706","10,710"
Clay,KY,752,"5,861"
Clinton,KY,547,"3,809"
Crittenden,KY,617,"3,290"
Cumberland,KY,459,"2,502"
Daviess,KY,"14,163","28,907"
Edmonson,KY,979,"4,135"
Elliott,KY,740,"2,000"
Estill,KY,"1,108","4,236"
Fayette,KY,"69,778","56,894"
Fleming,KY,"1,348","4,722"
Floyd,KY,"4,015","11,993"
Franklin,KY,"10,717","11,819"
Fulton,KY,774,"1,549"
Gallatin,KY,749,"2,443"
Garrard,KY,"1,453","5,904"
Grant,KY,"1,910","7,268"
Graves,KY,"3,308","12,671"
Grayson,KY,"1,959","8,219"
Green,KY,832,"4,372"
Greenup,KY,"4,146","11,546"
Hancock,KY,"1,244","2,788"
Hardin,KY,"13,944","26,971"
Harlan,KY,"1,372","9,129"
Harrison,KY,"2,031","5,435"
Hart,KY,"1,730","5,320"
Henderson,KY,"6,707","12,159"
Henry,KY,"1,828","4,944"
Hickman,KY,449,"1,657"
Hopkins,KY,"4,310","15,277"
Jackson,KY,482,"4,889"
Jefferson,KY,"190,836","143,768"
Jessamine,KY,"6,144","15,474"
Johnson,KY,"1,250","8,043"
Kenton,KY,"24,214","42,958"
Knott,KY,"1,245","4,357"
Knox,KY,"1,761","9,885"
Larue,KY,"1,278","4,799"
Laurel,KY,"3,440","20,592"
Lawrence,KY,"1,045","4,816"
Lee,KY,444,"2,151"
Leslie,KY,400,"4,015"
Letcher,KY,"1,542","7,293"
Lewis,KY,785,"4,363"
Lincoln,KY,"1,865","7,338"
Livingston,KY,887,"3,570"
Logan,KY,"2,755","7,778"
Lyon,KY,"1,045","2,789"
McCracken,KY,"9,134","20,774"
McCreary,KY,664,"5,012"
McLean,KY,988,"3,381"
Madison,KY,"11,793","23,431"
Magoffin,KY,"1,172","3,824"
Marion,KY,"2,679","5,122"
Marshall,KY,"3,672","12,322"
Martin,KY,363,"3,503"
Mason,KY,"1,970","4,944"
Meade,KY,"3,026","8,660"
Menifee,KY,700,"2,010"
Mercer,KY,"2,395","7,740"
Metcalfe,KY,976,"3,491"
Monroe,KY,601,"4,278"
Montgomery,KY,"3,158","7,856"
Morgan,KY,"1,006","3,628"
Muhlenberg,KY,"3,272","9,393"
Nelson,KY,"6,434","13,431"
Nicholas,KY,787,"1,957"
Ohio,KY,"2,080","7,942"
Oldham,KY,"10,268","20,469"
Owen,KY,"1,062","3,745"
Owsley,KY,256,"1,474"
Pendleton,KY,"1,164","4,604"
Perry,KY,"2,136","8,158"
Pike,KY,"4,280","19,747"
Powell,KY,"1,272","3,513"
Pulaski,KY,"4,208","22,902"
Robertson,KY,222,759
Rockcastle,KY,915,"5,609"
Rowan,KY,"3,295","5,174"
Russell,KY,"1,093","6,863"
Scott,KY,"7,715","15,052"
Shelby,KY,"6,276","13,196"
Simpson,KY,"2,144","5,077"
Spencer,KY,"1,921","7,196"
Taylor,KY,"2,553","8,320"
Todd,KY,"1,042","3,612"
Trigg,KY,"1,587","4,931"
Trimble,KY,879,"2,771"
Union,KY,"1,331","4,701"
Warren,KY,"16,966","28,673"
Washington,KY,"1,420","4,013"
Wayne,KY,"1,431","6,371"
Webster,KY,"1,240","4,397"
Whitley,KY,"2,067","11,312"
Wolfe,KY,753,"1,804"
Woodford,KY,"4,958","7,697"
Kentucky,T,"628,854","1,202,971"
,,,
Acadia,LA,"5,638","21,162"
Allen,LA,"2,106","6,867"
Ascension,LA,"16,476","36,143"
Assumption,LA,"3,931","6,714"
Avoyelles,LA,"5,035","11,165"
Beauregard,LA,"2,393","12,238"
Bienville,LA,"3,129","3,756"
Bossier,LA,"12,641","35,474"
Caddo,LA,"53,483","49,006"
Calcasieu,LA,"26,296","54,191"
Caldwell,LA,788,"3,822"
Cameron,LA,323,"3,256"
Catahoula,LA,"1,322","3,479"
Claiborne,LA,"2,717","3,585"
Concordia,LA,"3,272","5,477"
De Soto,LA,"5,165","8,068"
East Baton Rouge,LA,"102,828","84,660"
East Carroll,LA,"1,838","1,059"
East Feliciana,LA,"4,235","5,569"
Evangeline,LA,"4,208","10,360"
Franklin,LA,"2,506","6,514"
Grant,LA,"1,181","7,408"
Iberia,LA,"10,698","20,903"
Iberville,LA,"8,324","7,320"
Jackson,LA,"2,139","5,169"
Jefferson,LA,"73,670","100,398"
Jefferson Davis,LA,"3,080","10,775"
Lafayette,LA,"32,726","68,195"
Lafourche,LA,"8,423","31,959"
La Salle,LA,605,"5,836"
Lincoln,LA,"7,107","10,761"
Livingston,LA,"6,950","48,824"
Madison,LA,"2,744","1,927"
Morehouse,LA,"5,155","6,502"
Natchitoches,LA,"7,144","8,968"
Orleans,LA,"133,996","24,292"
Ouachita,LA,"24,428","41,734"
Plaquemines,LA,"3,347","6,900"
Pointe Coupee,LA,"4,764","6,789"
Rapides,LA,"18,322","36,816"
Red River,LA,"1,938","2,391"
Richland,LA,"3,157","6,287"
Sabine,LA,"1,703","7,879"
St. Bernard,LA,"4,960","10,237"
St. Charles,LA,"8,559","16,621"
St. Helena,LA,"3,353","2,497"
St. James,LA,"6,418","5,456"
St. John the Baptist,LA,"12,661","7,569"
St. Landry,LA,"17,209","21,971"
St. Martin,LA,"8,266","16,873"
St. Mary,LA,"8,050","14,359"
St. Tammany,LA,"27,717","90,915"
Tangipahoa,LA,"16,878","33,959"
Tensas,LA,"1,332","1,182"
Terrebonne,LA,"10,665","31,902"
Union,LA,"2,691","7,972"
Vermilion,LA,"4,857","20,063"
Vernon,LA,"2,665","13,471"
Washington,LA,"5,692","12,556"
Webster,LA,"6,260","11,542"
West Baton Rouge,LA,"5,383","6,927"
West Carroll,LA,715,"3,970"
West Feliciana,LA,"2,248","3,390"
Winn,LA,"1,644","4,608"
Louisiana,T,"780,154","1,178,638"
,,,
Androscoggin,ME,"23,009","28,227"
Aroostook,ME,"13,386","19,419"
Cumberland,ME,"102,981","57,709"
Franklin,ME,"7,016","7,918"
Hancock,ME,"16,117","13,705"
Kennebec,ME,"29,302","31,675"
Knox,ME,"12,443","9,148"
Lincoln,ME,"10,241","9,727"
Oxford,ME,"12,172","16,210"
Penobscot,ME,"32,838","41,622"
Piscataquis,ME,"3,098","5,406"
Sagadahoc,ME,"10,664","9,304"
Somerset,ME,"9,092","15,001"
Waldo,ME,"10,440","10,378"
Washington,ME,"6,075","9,093"
York,ME,"55,844","50,403"
Overseas,ME,"3,017",648
Maine,T,"357,735","335,593"
,,,
Allegany,MD,"7,875","21,270"
Anne Arundel,MD,"128,419","122,403"
Baltimore,MD,"202,673","25,205"
Baltimore,MD,"218,412","149,477"
Calvert,MD,"18,225","26,176"
Caroline,MD,"4,009","9,368"
Carroll,MD,"26,567","58,215"
Cecil,MD,"13,650","28,868"
Charles,MD,"49,341","25,614"
Dorchester,MD,"6,245","8,413"
Frederick,MD,"56,522","59,522"
Garrett,MD,"2,567","10,776"
Harford,MD,"47,077","77,860"
Howard,MD,"102,597","47,484"
Kent,MD,"4,575","4,876"
Montgomery,MD,"357,837","92,704"
Prince George's,MD,"344,049","32,811"
Queen Anne's,MD,"7,973","16,993"
St. Mary's,MD,"17,534","28,663"
Somerset,MD,"4,196","5,341"
Talbot,MD,"8,653","10,724"
Washington,MD,"21,129","40,998"
Wicomico,MD,"18,050","22,198"
Worcester,MD,"9,753","17,210"
Maryland,T,"1,677,928","943,169"
,,,
Barnstable,MA,"72,430","54,099"
Berkshire,MA,"43,714","16,839"
Bristol,MA,"129,540","105,443"
Dukes,MA,"8,400","2,477"
Essex,MA,"222,310","136,316"
Franklin,MA,"24,478","10,364"
Hampden,MA,"112,590","78,685"
Hampshire,MA,"55,367","21,790"
Middlesex,MA,"520,360","219,793"
Nantucket,MA,"4,146","1,892"
Norfolk,MA,"221,819","119,723"
Plymouth,MA,"135,513","115,369"
Suffolk,MA,"245,751","50,421"
Worcester,MA,"198,778","157,682"
Massachusetts,T,"1,995,196","1,090,893"
,,,
Alcona,MI,"1,732","4,201"
Alger,MI,"1,663","2,585"
Allegan,MI,"18,050","34,183"
Alpena,MI,"4,877","9,090"
Antrim,MI,"4,448","8,469"
Arenac,MI,"2,384","4,950"
Baraga,MI,"1,156","2,158"
Barry,MI,"9,114","19,202"
Bay,MI,"21,642","28,328"
Benzie,MI,"4,108","5,539"
Berrien,MI,"29,495","38,647"
Branch,MI,"5,061","11,786"
Calhoun,MI,"24,157","31,494"
Cass,MI,"7,270","14,243"
Charlevoix,MI,"5,137","8,674"
Cheboygan,MI,"4,302","8,683"
Chippewa,MI,"5,379","9,122"
Clare,MI,"4,249","8,505"
Clinton,MI,"16,492","21,636"
Crawford,MI,"2,110","4,354"
Delta,MI,"6,436","11,121"
Dickinson,MI,"3,923","8,580"
Eaton,MI,"24,938","27,609"
Emmet,MI,"6,972","10,616"
Genesee,MI,"102,751","84,175"
Gladwin,MI,"3,794","8,124"
Gogebic,MI,"2,925","4,018"
Grand Traverse,MI,"20,965","27,413"
Gratiot,MI,"5,666","9,880"
Hillsdale,MI,"4,799","14,095"
Houghton,MI,"6,018","8,475"
Huron,MI,"4,579","10,692"
Ingham,MI,"79,110","43,868"
Ionia,MI,"8,352","16,635"
Iosco,MI,"4,345","8,345"
Iron,MI,"2,004","3,675"
Isabella,MI,"11,404","12,338"
Jackson,MI,"25,795","39,793"
Kalamazoo,MI,"67,148","51,034"
Kalkaska,MI,"2,280","6,116"
Kent,MI,"138,683","148,180"
Keweenaw,MI,527,814
Lake,MI,"1,939","3,159"
Lapeer,MI,"12,734","30,037"
Leelanau,MI,"6,774","7,239"
Lenawee,MI,"16,750","26,430"
Livingston,MI,"34,384","65,680"
Luce,MI,681,"1,756"
Mackinac,MI,"2,085","3,744"
Macomb,MI,"176,317","224,665"
Manistee,MI,"4,979","6,915"
Marquette,MI,"16,042","14,646"
Mason,MI,"5,281","8,505"
Mecosta,MI,"5,827","10,305"
Menominee,MI,"3,539","6,702"
Midland,MI,"15,635","23,846"
Missaukee,MI,"1,565","5,386"
Monroe,MI,"26,863","43,261"
Montcalm,MI,"7,874","16,907"
Montmorency,MI,"1,287","3,498"
Muskegon,MI,"37,304","36,127"
Newaygo,MI,"6,212","15,173"
Oakland,MI,"343,070","289,203"
Oceana,MI,"3,973","7,228"
Ogemaw,MI,"3,030","6,827"
Ontonagon,MI,"1,176","2,066"
Osceola,MI,"2,705","7,336"
Oscoda,MI,"1,044","2,843"
Otsego,MI,"3,556","8,266"
Ottawa,MI,"44,973","88,467"
Presque Isle,MI,"2,400","4,488"
Roscommon,MI,"4,287","8,141"
Saginaw,MI,"44,396","45,469"
St. Clair,MI,"24,553","49,051"
St. Joseph,MI,"7,526","14,884"
Sanilac,MI,"4,873","13,446"
Schoolcraft,MI,"1,369","2,556"
Shiawassee,MI,"12,546","19,230"
Tuscola,MI,"7,429","17,102"
Van Buren,MI,"13,258","17,890"
Washtenaw,MI,"128,483","50,631"
Wayne,MI,"519,444","228,993"
Wexford,MI,"4,436","10,000"
Michigan,T,"2,268,839","2,279,543"
,,,
Aitkin,MN,"3,134","5,516"
Anoka,MN,"75,500","93,339"
Becker,MN,"5,208","10,880"
Beltrami,MN,"8,688","10,783"
Benton,MN,"5,640","12,872"
Big Stone,MN,921,"1,608"
Blue Earth,MN,"14,428","15,667"
Brown,MN,"3,763","8,708"
Carlton,MN,"8,460","8,160"
Carver,MN,"21,508","29,056"
Cass,MN,"4,949","9,982"
Chippewa,MN,"1,978","3,764"
Chisago,MN,"9,278","18,441"
Clay,MN,"12,971","13,543"
Clearwater,MN,"1,100","2,925"
Cook,MN,"1,912","1,156"
Cottonwood,MN,"1,678","3,679"
Crow Wing,MN,"10,982","22,287"
Dakota,MN,"110,592","99,864"
Dodge,MN,"3,102","6,527"
Douglas,MN,"6,227","13,966"
Faribault,MN,"2,153","4,659"
Fillmore,MN,"3,872","6,271"
Freeborn,MN,"6,041","8,808"
Goodhue,MN,"9,446","14,041"
Grant,MN,"1,105","2,063"
Hennepin,MN,"429,288","191,770"
Houston,MN,"4,145","5,616"
Hubbard,MN,"3,423","7,261"
Isanti,MN,"5,657","13,635"
Itasca,MN,"9,015","12,920"
Jackson,MN,"1,492","3,609"
Kanabec,MN,"2,327","5,230"
Kandiyohi,MN,"7,266","12,785"
Kittson,MN,823,"1,349"
Koochiching,MN,"2,306","3,569"
Lac Qui Parle,MN,"1,305","2,293"
Lake,MN,"3,077","2,932"
Lake of the Woods,MN,553,"1,540"
Le Sueur,MN,"4,623","9,182"
Lincoln,MN,860,"1,931"
Lyon,MN,"3,825","7,256"
McLeod,MN,"4,978","12,155"
Mahnomen,MN,930,991
Marshall,MN,"1,225","3,208"
Martin,MN,"2,733","7,062"
Meeker,MN,"3,191","8,104"
Mille Lacs,MN,"3,710","8,340"
Morrison,MN,"3,637","12,925"
Mower,MN,"7,437","8,823"
Murray,MN,"1,295","2,974"
Nicollet,MN,"7,886","8,437"
Nobles,MN,"2,733","5,299"
Norman,MN,"1,264","1,699"
Olmsted,MN,"36,268","35,668"
Otter Tail,MN,"9,340","20,939"
Pennington,MN,"2,147","4,000"
Pine,MN,"4,580","8,191"
Pipestone,MN,"1,127","3,338"
Polk,MN,"4,712","8,979"
Pope,MN,"2,106","3,793"
Ramsey,MN,"177,738","70,894"
Red Lake,MN,540,"1,141"
Redwood,MN,"1,887","5,137"
Renville,MN,"2,117","4,890"
Rice,MN,"14,437","15,429"
Rock,MN,"1,373","3,091"
Roseau,MN,"1,856","5,451"
St. Louis,MN,"57,771","44,630"
Scott,MN,"28,502","39,948"
Sherburne,MN,"13,293","31,053"
Sibley,MN,"1,954","5,193"
Stearns,MN,"25,576","47,617"
Steele,MN,"6,241","11,198"
Stevens,MN,"2,116","2,799"
Swift,MN,"1,686","2,963"
Todd,MN,"2,783","8,485"
Traverse,MN,630,"1,049"
Wabasha,MN,"3,866","6,989"
Wadena,MN,"1,684","4,837"
Waseca,MN,"2,838","5,967"
Washington,MN,"67,086","64,428"
Watonwan,MN,"1,814","2,768"
Wilkin,MN,893,"2,129"
Winona,MN,"11,366","12,122"
Wright,MN,"20,334","43,274"
Yellow Medicine,MN,"1,524","3,382"
Minnesota,T,"1,367,825","1,323,232"
,,,
Adams,MS,"7,757","5,874"
Alcorn,MS,"2,684","11,819"
Amite,MS,"2,697","4,289"
Attala,MS,"3,242","4,897"
Benton,MS,"1,719","2,251"
Bolivar,MS,"9,046","4,590"
Calhoun,MS,"1,910","4,390"
Carroll,MS,"1,680","3,799"
Chickasaw,MS,"3,649","4,127"
Choctaw,MS,"1,218","2,788"
Claiborne,MS,"3,708",540
Clarke,MS,"2,585","5,137"
Clay,MS,"5,722","4,150"
Coahoma,MS,"6,378","2,426"
Copiah,MS,"6,741","6,103"
Covington,MS,"3,276","5,435"
DeSoto,MS,"20,591","43,089"
Forrest,MS,"11,716","15,461"
Franklin,MS,"1,502","2,721"
George,MS,"1,027","8,696"
Greene,MS,974,"4,335"
Grenada,MS,"4,424","5,970"
Hancock,MS,"3,344","13,811"
Harrison,MS,"21,169","40,354"
Hinds,MS,"67,594","25,275"
Holmes,MS,"6,689","1,309"
Humphreys,MS,"3,071","1,151"
Issaquena,MS,395,298
Itawamba,MS,"1,117","8,470"
Jackson,MS,"14,657","33,629"
Jasper,MS,"4,368","4,038"
Jefferson,MS,"3,337",490
Jefferson Davis,MS,"3,720","2,466"
Jones,MS,"7,791","20,133"
Kemper,MS,"2,827","1,778"
Lafayette,MS,"7,969","10,872"
Lamar,MS,"5,190","18,751"
Lauderdale,MS,"11,269","17,741"
Lawrence,MS,"2,195","4,091"
Leake,MS,"3,584","4,782"
Lee,MS,"10,029","22,220"
Leflore,MS,"7,787","3,212"
Lincoln,MS,"4,458","10,550"
Lowndes,MS,"11,819","13,271"
Madison,MS,"20,343","28,265"
Marion,MS,"3,677","7,836"
Marshall,MS,"8,023","6,587"
Monroe,MS,"5,524","10,167"
Montgomery,MS,"2,115","2,818"
Neshoba,MS,"2,715","7,679"
Newton,MS,"2,756","6,548"
Noxubee,MS,"4,347","1,200"
Oktibbeha,MS,"8,859","8,576"
Panola,MS,"7,431","7,449"
Pearl River,MS,"3,604","17,782"
Perry,MS,"1,220","4,135"
Pike,MS,"8,043","8,009"
Pontotoc,MS,"2,386","10,336"
Prentiss,MS,"2,067","7,648"
Quitman,MS,"2,312","1,001"
Rankin,MS,"14,110","47,178"
Scott,MS,"4,268","6,122"
Sharkey,MS,"1,479",692
Simpson,MS,"3,874","7,393"
Smith,MS,"1,617","5,928"
Stone,MS,"1,573","5,306"
Sunflower,MS,"6,725","2,794"
Tallahatchie,MS,"3,337","2,462"
Tate,MS,"3,926","7,495"
Tippah,MS,"1,842","7,240"
Tishomingo,MS,999,"7,166"
Tunica,MS,"2,667",853
Union,MS,"2,012","9,235"
Walthall,MS,"2,790","4,056"
Warren,MS,"9,284","9,767"
Washington,MS,"11,380","5,244"
Wayne,MS,"3,524","5,990"
Webster,MS,"1,019","3,976"
Wilkinson,MS,"2,857","1,318"
Winston,MS,"3,850","4,910"
Yalobusha,MS,"2,582","3,376"
Yazoo,MS,"5,369","4,598"
Mississippi,T,"485,131","700,714"
,,,
Adair,MO,"3,500","6,030"
Andrew,MO,"2,045","6,665"
Atchison,MO,541,"2,060"
Audrain,MO,"2,570","6,981"
Barry,MO,"2,710","11,428"
Barton,MO,795,"4,959"
Bates,MO,"1,618","6,001"
Benton,MO,"2,025","7,213"
Bollinger,MO,705,"4,827"
Boone,MO,"41,125","36,200"
Buchanan,MO,"12,013","21,320"
Butler,MO,"3,036","13,650"
Caldwell,MO,838,"3,232"
Callaway,MO,"4,989","13,057"
Camden,MO,"4,768","16,944"
Cape Girardeau,MO,"8,492","27,017"
Carroll,MO,745,"3,480"
Carter,MO,436,"2,324"
Cass,MO,"14,846","33,098"
Cedar,MO,"1,011","5,021"
Chariton,MO,888,"2,950"
Christian,MO,"8,508","30,946"
Clark,MO,724,"2,458"
Clay,MO,"45,304","57,476"
Clinton,MO,"2,572","7,067"
Cole,MO,"10,913","24,616"
Cooper,MO,"1,932","5,624"
Crawford,MO,"1,824","7,724"
Dade,MO,637,"3,184"
Dallas,MO,"1,272","5,895"
Daviess,MO,730,"2,767"
DeKalb,MO,824,"3,540"
Dent,MO,978,"5,600"
Douglas,MO,984,"5,486"
Dunklin,MO,"2,360","8,026"
Franklin,MO,"12,341","35,430"
Gasconade,MO,"1,520","5,670"
Gentry,MO,605,"2,304"
Greene,MO,"42,728","78,035"
Grundy,MO,780,"3,462"
Harrison,MO,574,"2,965"
Henry,MO,"2,357","7,075"
Hickory,MO,"1,016","3,542"
Holt,MO,347,"1,926"
Howard,MO,"1,283","3,277"
Howell,MO,"2,881","13,893"
Iron,MO,933,"3,173"
Jackson,MO,"168,972","116,211"
Jasper,MO,"10,572","35,070"
Jefferson,MO,"31,568","69,036"
Johnson,MO,"5,930","13,719"
Knox,MO,379,"1,416"
