county,state,clinton,trump
Laclede,MO,"2,553","12,881"
Lafayette,MO,"4,053","10,988"
Lawrence,MO,"2,901","13,089"
Lewis,MO,934,"3,344"
Lincoln,MO,"5,575","18,159"
Linn,MO,"1,240","4,088"
Livingston,MO,"1,265","4,879"
McDonald,MO,"1,329","6,599"
Macon,MO,"1,548","5,798"
Madison,MO,"1,005","4,102"
Maries,MO,794,"3,561"
Marion,MO,"2,994","9,419"
Mercer,MO,216,"1,486"
Miller,MO,"1,750","9,285"
Mississippi,MO,"1,458","3,600"
Moniteau,MO,"1,237","5,347"
Monroe,MO,853,"3,159"
Montgomery,MO,"1,119","4,127"
Morgan,MO,"1,768","6,760"
New Madrid,MO,"1,933","5,270"
Newton,MO,"4,990","20,553"
Nodaway,MO,"2,529","6,380"
Oregon,MO,865,"3,671"
Osage,MO,998,"5,856"
Ozark,MO,724,"3,639"
Pemiscot,MO,"1,947","3,964"
Perry,MO,"1,520","6,908"
Pettis,MO,"4,324","12,810"
Phelps,MO,"4,766","12,709"
Pike,MO,"1,806","5,274"
Platte,MO,"20,057","25,933"
Polk,MO,"2,631","10,438"
Pulaski,MO,"2,922","9,876"
Putnam,MO,353,"1,936"
Ralls,MO,"1,138","3,969"
Randolph,MO,"2,283","7,529"
Ray,MO,"3,090","7,104"
Reynolds,MO,540,"2,406"
Ripley,MO,830,"4,522"
St. Charles,MO,"68,626","121,650"
St. Clair,MO,936,"3,501"
St. Francois,MO,"6,250","17,468"
St. Louis,MO,"286,704","202,434"
Ste. Genevieve,MO,"2,542","5,496"
Saline,MO,"2,789","5,977"
Schuyler,MO,354,"1,505"
Scotland,MO,365,"1,525"
Scott,MO,"3,575","13,168"
Shannon,MO,776,"2,966"
Shelby,MO,606,"2,524"
Stoddard,MO,"1,876","11,079"
Stone,MO,"2,887","13,158"
Sullivan,MO,526,"1,884"
Taney,MO,"4,373","18,276"
Texas,MO,"1,728","8,875"
Vernon,MO,"1,707","6,533"
Warren,MO,"3,915","11,111"
Washington,MO,"1,926","7,048"
Wayne,MO,948,"4,658"
Webster,MO,"3,177","12,840"
Worth,MO,195,808
Wright,MO,"1,170","6,707"
St. Louis,MO,"104,235","20,832"
Missouri,T,"1,071,068","1,594,511"
,,,
Beaverhead,MT,"1,143","3,353"
Big Horn,MT,"2,094","1,853"
Blaine,MT,"1,202","1,268"
Broadwater,MT,573,"2,348"
Carbon,MT,"1,828","3,748"
Carter,MT,70,678
Cascade,MT,"12,175","19,632"
Chouteau,MT,732,"1,679"
Custer,MT,"1,176","3,657"
Daniels,MT,168,730
Dawson,MT,787,"3,320"
Deer Lodge,MT,"2,058","1,763"
Fallon,MT,154,"1,279"
Fergus,MT,"1,202","4,269"
Flathead,MT,"13,293","30,240"
Gallatin,MT,"24,246","23,802"
Garfield,MT,34,653
Glacier,MT,"3,121","1,620"
Golden Valley,MT,71,365
Granite,MT,472,"1,192"
Hill,MT,"2,371","3,478"
Jefferson,MT,"1,998","4,177"
Judith Basin,MT,235,872
Lake,MT,"4,776","7,530"
Lewis and Clark,MT,"14,478","16,895"
Liberty,MT,206,698
Lincoln,MT,"2,041","6,729"
McCone,MT,154,862
Madison,MT,"1,180","3,297"
Meagher,MT,193,729
Mineral,MT,519,"1,330"
Missoula,MT,"31,543","22,250"
Musselshell,MT,332,"1,967"
Park,MT,"3,595","4,980"
Petroleum,MT,30,278
Phillips,MT,318,"1,723"
Pondera,MT,738,"1,799"
Powder River,MT,127,884
Powell,MT,551,"2,029"
Prairie,MT,100,556
Ravalli,MT,"6,223","14,810"
Richland,MT,671,"3,908"
Roosevelt,MT,"1,560","1,797"
Rosebud,MT,987,"2,253"
Sanders,MT,"1,218","4,286"
Sheridan,MT,477,"1,241"
Silver Bow,MT,"8,619","6,376"
Stillwater,MT,908,"3,661"
Sweet Grass,MT,402,"1,595"
Teton,MT,808,"2,170"
Toole,MT,402,"1,497"
Treasure,MT,59,351
Valley,MT,886,"2,698"
Wheatland,MT,179,702
Wibaux,MT,55,463
Yellowstone,MT,"22,171","40,920"
Montana,T,"177,709","279,240"
,,,
Adams,NE,"3,302","9,287"
Antelope,NE,383,"2,732"
Arthur,NE,17,244
Banner,NE,19,357
Blaine,NE,30,276
Boone,NE,414,"2,299"
Box Butte,NE,965,"3,617"
Boyd,NE,128,983
Brown,NE,153,"1,385"
Buffalo,NE,"4,763","14,569"
Burt,NE,930,"2,367"
Butler,NE,691,"3,079"
Cass,NE,"3,484","8,452"
Cedar,NE,571,"3,532"
Chase,NE,171,"1,648"
Cherry,NE,317,"2,623"
Cheyenne,NE,711,"3,665"
Clay,NE,477,"2,422"
Colfax,NE,859,"2,171"
Cuming,NE,719,"3,122"
Custer,NE,641,"4,695"
Dakota,NE,"2,314","3,616"
Dawes,NE,801,"2,632"
Dawson,NE,"2,136","5,984"
Deuel,NE,120,809
Dixon,NE,556,"2,041"
Dodge,NE,"4,544","9,933"
Douglas,NE,"113,798","108,077"
Dundy,NE,89,823
Fillmore,NE,613,"2,130"
Franklin,NE,250,"1,347"
Frontier,NE,161,"1,110"
Furnas,NE,304,"1,921"
Gage,NE,"2,935","6,380"
Garden,NE,153,869
Garfield,NE,121,821
Gosper,NE,166,794
Grant,NE,20,367
Greeley,NE,210,912
Hall,NE,"6,282","14,408"
Hamilton,NE,878,"3,783"
Harlan,NE,254,"1,496"
Hayes,NE,30,472
Hitchcock,NE,161,"1,232"
Holt,NE,531,"4,354"
Hooker,NE,40,355
Howard,NE,544,"2,284"
Jefferson,NE,837,"2,399"
Johnson,NE,563,"1,355"
Kearney,NE,550,"2,531"
Keith,NE,571,"3,235"
Keya Paha,NE,40,460
Kimball,NE,230,"1,330"
Knox,NE,720,"3,188"
Lancaster,NE,"61,898","61,588"
Lincoln,NE,"2,913","12,164"
Logan,NE,32,400
Loup,NE,48,323
McPherson,NE,14,257
Madison,NE,"2,711","10,628"
Merrick,NE,602,"2,926"
Morrill,NE,284,"1,802"
Nance,NE,281,"1,261"
Nemaha,NE,785,"2,116"
Nuckolls,NE,353,"1,726"
Otoe,NE,"2,025","4,860"
Pawnee,NE,279,974
Perkins,NE,161,"1,217"
Phelps,NE,572,"3,849"
Pierce,NE,382,"3,052"
Platte,NE,"2,646","10,965"
Polk,NE,413,"2,028"
Red Willow,NE,645,"4,258"
Richardson,NE,818,"2,769"
Rock,NE,70,687
Saline,NE,"1,733","3,004"
Sarpy,NE,"28,033","45,143"
Saunders,NE,"2,523","7,555"
Scotts Bluff,NE,"3,207","10,076"
Seward,NE,"1,875","5,454"
Sheridan,NE,287,"2,211"
Sherman,NE,340,"1,150"
Sioux,NE,81,616
Stanton,NE,417,"2,187"
Thayer,NE,499,"2,051"
Thomas,NE,30,344
Thurston,NE,919,"1,043"
Valley,NE,339,"1,780"
Washington,NE,"2,623","7,424"
Wayne,NE,835,"2,693"
Webster,NE,306,"1,330"
Wheeler,NE,62,377
York,NE,"1,186","4,700"
Nebraska,T,"284,494","495,961"
,,,
Carson City,NV,"9,610","13,125"
Churchill,NV,"2,210","7,830"
Clark,NV,"402,227","320,057"
Douglas,NV,"8,454","17,415"
Elko,NV,"3,401","13,551"
Esmeralda,NV,65,329
Eureka,NV,74,723
Humboldt,NV,"1,386","4,521"
Lander,NV,403,"1,828"
Lincoln,NV,285,"1,671"
Lyon,NV,"6,146","16,005"
Mineral,NV,637,"1,179"
Nye,NV,"5,094","13,324"
Pershing,NV,430,"1,403"
Storey,NV,752,"1,616"
Washoe,NV,"97,379","94,758"
White Pine,NV,707,"2,723"
Nevada,T,"539,260","512,058"
,,,
Belknap,NH,"13,517","19,315"
Carroll,NH,"12,987","14,635"
Cheshire,NH,"22,064","16,876"
Coos,NH,"6,563","7,952"
Grafton,NH,"28,510","19,010"
Hillsborough,NH,"99,589","100,013"
Merrimack,NH,"40,198","37,674"
Rockingham,NH,"79,994","90,447"
Strafford,NH,"34,894","29,072"
Sullivan,NH,"10,210","10,796"
New Hampshire,T,"348,526","345,790"
,,,
Atlantic,NJ,"60,924","52,690"
Bergen,NJ,"231,211","175,529"
Burlington,NJ,"121,725","89,272"
Camden,NJ,"146,717","72,631"
Cape May,NJ,"18,750","28,446"
Cumberland,NJ,"27,771","24,453"
Essex,NJ,"240,837","63,176"
Gloucester,NJ,"66,870","67,544"
Hudson,NJ,"163,917","49,043"
Hunterdon,NJ,"28,898","38,712"
Mercer,NJ,"104,775","46,193"
Middlesex,NJ,"193,044","122,953"
Monmouth,NJ,"137,181","166,723"
Morris,NJ,"115,249","126,071"
Ocean,NJ,"87,150","179,079"
Passaic,NJ,"116,759","72,902"
Salem,NJ,"11,904","16,381"
Somerset,NJ,"85,689","65,505"
Sussex,NJ,"24,212","46,658"
Union,NJ,"147,414","68,114"
Warren,NJ,"17,281","29,858"
New Jersey,T,"2,148,278","1,601,933"
,,,
Bernalillo,NM,"143,417","94,698"
Catron,NM,427,"1,464"
Chaves,NM,"5,534","12,872"
Cibola,NM,"3,741","3,195"
Colfax,NM,"2,129","2,585"
Curry,NM,"3,121","9,035"
De Baca,NM,193,620
Dona Ana,NM,"37,947","25,374"
Eddy,NM,"5,033","13,147"
Grant,NM,"6,276","5,288"
Guadalupe,NM,970,595
Harding,NM,156,311
Hidalgo,NM,784,910
Lea,NM,"3,930","12,495"
Lincoln,NM,"2,331","5,896"
Los Alamos,NM,"5,562","3,359"
Luna,NM,"3,195","3,478"
McKinley,NM,"13,576","5,104"
Mora,NM,"1,536",665
Otero,NM,"6,124","11,887"
Quay,NM,"1,017","2,212"
Rio Arriba,NM,"9,592","3,599"
Roosevelt,NM,"1,454","3,884"
Sandoval,NM,"27,707","25,905"
San Juan,NM,"12,865","27,946"
San Miguel,NM,"7,285","2,313"
Santa Fe,NM,"50,793","14,332"
Sierra,NM,"1,612","3,010"
Socorro,NM,"3,313","2,616"
Taos,NM,"10,668","2,727"
Torrance,NM,"1,785","3,714"
Union,NM,320,"1,216"
Valencia,NM,"10,841","13,215"
New Mexico,T,"385,234","319,667"
,,,
Albany,NY,"83,071","47,808"
Allegany,NY,"4,882","12,525"
Broome,NY,"39,212","40,943"
Cattaraugus,NY,"9,497","19,692"
Cayuga,NY,"13,522","17,384"
Chautauqua,NY,"19,091","31,594"
Chemung,NY,"13,757","20,097"
Chenango,NY,"6,775","11,921"
Clinton,NY,"15,059","14,449"
Columbia,NY,"15,284","13,756"
Cortland,NY,"8,771","9,900"
Delaware,NY,"6,627","11,942"
Dutchess,NY,"62,285","61,821"
Erie,NY,"215,456","188,303"
Essex,NY,"7,762","7,958"
Franklin,NY,"7,297","8,221"
Fulton,NY,"6,496","13,462"
Genesee,NY,"7,650","16,915"
Greene,NY,"7,405","13,073"
Hamilton,NY,949,"2,064"
Herkimer,NY,"8,083","16,699"
Jefferson,NY,"13,809","21,763"
Lewis,NY,"3,146","7,400"
Livingston,NY,"10,697","17,290"
Madison,NY,"11,667","15,936"
Monroe,NY,"188,592","136,582"
Montgomery,NY,"6,595","11,301"
Nassau,NY,"332,154","292,025"
Niagara,NY,"35,559","51,961"
Oneida,NY,"33,743","51,437"
Onondaga,NY,"112,337","83,649"
Ontario,NY,"22,233","26,029"
Orange,NY,"68,278","76,645"
Orleans,NY,"4,470","10,936"
Oswego,NY,"17,095","27,688"
Otsego,NY,"10,451","13,308"
Putnam,NY,"19,366","27,024"
Rensselaer,NY,"32,717","33,726"
Rockland,NY,"69,342","60,911"
St. Lawrence,NY,"16,488","19,942"
Saratoga,NY,"50,913","54,575"
Schenectady,NY,"33,747","28,953"
Schoharie,NY,"4,240","8,831"
Schuyler,NY,"3,091","5,050"
Seneca,NY,"5,697","7,236"
Steuben,NY,"12,526","26,831"
Suffolk,NY,"303,951","350,570"
Sullivan,NY,"12,568","15,931"
Tioga,NY,"7,526","13,260"
Tompkins,NY,"28,890","10,371"
Ulster,NY,"44,597","35,239"
Warren,NY,"13,091","15,751"
Washington,NY,"9,098","13,610"
Wayne,NY,"13,473","23,380"
Westchester,NY,"272,926","131,238"
Wyoming,NY,"3,904","12,442"
Yates,NY,"3,659","5,660"
Bronx,NY,"353,646","37,797"
Kings,NY,"640,553","141,044"
New York,NY,"579,013","64,930"
Queens,NY,"517,220","149,341"
Richmond,NY,"74,143","101,437"
New York,T,"4,556,142","2,819,557"
,,,
Alamance,NC,"29,833","38,815"
Alexander,NC,"3,767","13,893"
Alleghany,NC,"1,306","3,814"
Anson,NC,"5,859","4,506"
Ashe,NC,"3,500","9,412"
Avery,NC,"1,689","6,298"
Beaufort,NC,"8,764","14,543"
Bertie,NC,"5,778","3,456"
Bladen,NC,"7,058","8,550"
Brunswick,NC,"23,282","42,720"
Buncombe,NC,"75,452","55,716"
Burke,NC,"11,251","26,238"
Cabarrus,NC,"35,521","53,819"
Caldwell,NC,"8,425","26,621"
Camden,NC,"1,274","3,546"
Carteret,NC,"9,939","26,569"
Caswell,NC,"4,792","6,026"
Catawba,NC,"21,216","48,324"
Chatham,NC,"21,065","17,105"
Cherokee,NC,"2,860","10,844"
Chowan,NC,"2,992","4,014"
Clay,NC,"1,367","4,437"
Cleveland,NC,"14,964","28,479"
Columbus,NC,"9,063","14,272"
Craven,NC,"17,630","27,731"
Cumberland,NC,"71,605","51,265"
Currituck,NC,"2,913","9,163"
Dare,NC,"7,222","11,460"
Davidson,NC,"18,109","54,317"
Davie,NC,"5,270","15,602"
Duplin,NC,"8,283","12,217"
Durham,NC,"121,250","28,350"
Edgecombe,NC,"16,224","8,261"
Forsyth,NC,"94,464","75,975"
Franklin,NC,"12,874","16,368"
Gaston,NC,"31,177","61,798"
Gates,NC,"2,385","2,874"
Graham,NC,768,"3,283"
Granville,NC,"12,909","13,591"
Greene,NC,"3,605","4,374"
Guilford,NC,"149,248","98,062"
Halifax,NC,"15,748","9,031"
Harnett,NC,"16,737","27,614"
Haywood,NC,"10,473","18,929"
Henderson,NC,"19,827","35,809"
Hertford,NC,"6,910","3,099"
Hoke,NC,"9,726","7,760"
Hyde,NC,965,"1,288"
Iredell,NC,"24,734","54,754"
Jackson,NC,"7,713","9,870"
Johnston,NC,"28,362","54,372"
Jones,NC,"2,065","2,974"
Lee,NC,"10,469","13,712"
Lenoir,NC,"12,634","13,613"
Lincoln,NC,"9,897","28,806"
McDowell,NC,"4,667","14,568"
Macon,NC,"4,876","12,127"
Madison,NC,"3,926","6,783"
Martin,NC,"5,846","5,897"
Mecklenburg,NC,"294,562","155,518"
Mitchell,NC,"1,596","6,282"
Montgomery,NC,"4,150","7,130"
Moore,NC,"16,329","30,490"
Nash,NC,"23,235","23,319"
New Hanover,NC,"50,979","55,344"
Northampton,NC,"6,144","3,582"
Onslow,NC,"17,514","37,122"
Orange,NC,"59,923","18,557"
Pamlico,NC,"2,448","4,258"
Pasquotank,NC,"8,615","8,180"
Pender,NC,"9,354","17,639"
Perquimans,NC,"2,319","4,177"
Person,NC,"7,833","11,185"
Pitt,NC,"41,824","35,691"
Polk,NC,"3,735","6,768"
Randolph,NC,"13,194","49,430"
Richmond,NC,"8,501","10,383"
Robeson,NC,"19,016","20,762"
Rockingham,NC,"14,228","26,830"
Rowan,NC,"19,400","42,810"
Rutherford,NC,"7,512","21,871"
Sampson,NC,"10,547","14,838"
Scotland,NC,"7,319","6,256"
Stanly,NC,"7,094","21,964"
Stokes,NC,"4,665","17,116"
Surry,NC,"7,488","23,671"
Swain,NC,"2,196","3,565"
Transylvania,NC,"6,558","10,520"
Tyrrell,NC,720,975
Union,NC,"34,337","66,707"
Vance,NC,"12,229","7,332"
Wake,NC,"302,736","196,082"
Warren,NC,"6,413","3,214"
Washington,NC,"3,510","2,564"
Watauga,NC,"14,138","13,697"
Wayne,NC,"21,770","27,540"
Wilkes,NC,"6,638","23,752"
Wilson,NC,"19,663","17,531"
Yadkin,NC,"3,160","13,880"
Yancey,NC,"3,196","6,385"
North Carolina,T,"2,189,316","2,362,631"
,,,
Adams,ND,216,909
Barnes,ND,"1,597","3,160"
Benson,ND,842,929
Billings,ND,59,495
Bottineau,ND,736,"2,494"
Bowman,ND,227,"1,446"
Burke,ND,119,895
Burleigh,ND,"10,881","32,532"
Cass,ND,"31,361","39,816"
Cavalier,ND,476,"1,357"
Dickey,ND,554,"1,667"
Divide,ND,245,867
Dunn,ND,358,"1,771"
Eddy,ND,355,791
Emmons,ND,215,"1,677"
Foster,ND,347,"1,241"
Golden Valley,ND,99,796
Grand Forks,ND,"10,851","16,340"
Grant,ND,185,"1,108"
Griggs,ND,298,847
Hettinger,ND,168,"1,050"
Kidder,ND,179,"1,111"
LaMoure,ND,502,"1,481"
Logan,ND,114,888
McHenry,ND,490,"2,050"
McIntosh,ND,235,"1,100"
McKenzie,ND,698,"3,670"
McLean,ND,"1,081","3,860"
Mercer,ND,621,"3,759"
Morton,ND,"3,080","11,336"
Mountrail,ND,"1,220","2,582"
Nelson,ND,536,"1,025"
Oliver,ND,119,830
Pembina,ND,681,"2,208"
Pierce,ND,431,"1,437"
Ramsey,ND,"1,505","3,217"
Ransom,ND,838,"1,210"
Renville,ND,201,993
Richland,ND,"2,064","4,767"
Rolette,ND,"2,099","1,217"
Sargent,ND,694,"1,088"
Sheridan,ND,95,650
Sioux,ND,758,260
Slope,ND,43,362
Stark,ND,"1,753","9,755"
Steele,ND,361,538
Stutsman,ND,"2,498","6,718"
Towner,ND,305,733
Traill,ND,"1,241","2,265"
Walsh,ND,"1,167","2,995"
Ward,ND,"5,806","18,636"
Wells,ND,419,"1,796"
Williams,ND,"1,735","10,069"
North Dakota,T,"93,758","216,794"
,,,
Adams,OH,"2,326","8,659"
Allen,OH,"13,294","30,487"
Ashland,OH,"5,740","17,493"
Ashtabula,OH,"15,577","23,318"
Athens,OH,"16,370","11,354"
Auglaize,OH,"3,980","18,658"
Belmont,OH,"8,785","21,108"
Brown,OH,"4,353","14,573"
Butler,OH,"58,642","106,976"
Carroll,OH,"3,154","9,254"
Champaign,OH,"4,594","12,631"
Clark,OH,"23,328","35,205"
Clermont,OH,"26,715","67,518"
Clinton,OH,"4,066","13,838"
Columbiana,OH,"12,432","31,676"
Coshocton,OH,"4,013","10,785"
Crawford,OH,"4,625","13,611"
Cuyahoga,OH,"398,276","184,212"
Darke,OH,"4,470","20,012"
Defiance,OH,"5,368","11,688"
Delaware,OH,"40,872","57,568"
Erie,OH,"16,057","19,648"
Fairfield,OH,"24,881","44,314"
Fayette,OH,"2,739","7,995"
Franklin,OH,"351,198","199,331"
Fulton,OH,"6,069","13,709"
Gallia,OH,"2,628","9,822"
Geauga,OH,"17,569","30,227"
Greene,OH,"28,943","48,540"
Guernsey,OH,"4,359","11,445"
Hamilton,OH,"215,719","173,665"
Hancock,OH,"9,609","24,183"
Hardin,OH,"2,920","8,717"
Harrison,OH,"1,688","5,098"
Henry,OH,"3,756","9,301"
Highland,OH,"3,773","14,020"
Hocking,OH,"3,775","8,497"
Holmes,OH,"1,788","8,720"
Huron,OH,"7,192","16,226"
Jackson,OH,"3,226","9,949"
Jefferson,OH,"9,675","21,117"
Knox,OH,"8,171","19,131"
Lake,OH,"46,397","64,255"
Lawrence,OH,"6,974","18,689"
Licking,OH,"27,376","51,241"
Logan,OH,"4,647","15,957"
Lorain,OH,"66,949","66,818"
Lucas,OH,"110,833","75,698"
Madison,OH,"4,779","11,631"
Mahoning,OH,"57,381","53,616"
Marion,OH,"7,928","16,961"
Medina,OH,"32,182","54,810"
Meigs,OH,"2,260","7,309"
Mercer,OH,"3,384","17,506"
Miami,OH,"13,120","37,079"
Monroe,OH,"1,662","4,868"
Montgomery,OH,"122,016","123,909"
Morgan,OH,"1,736","4,431"
Morrow,OH,"3,761","11,948"
Muskingum,OH,"11,123","24,056"
Noble,OH,"1,221","4,549"
Ottawa,OH,"8,285","12,653"
Paulding,OH,"2,093","6,500"
Perry,OH,"4,138","10,228"
Pickaway,OH,"6,529","17,076"
Pike,OH,"3,539","7,902"
Portage,OH,"32,397","39,971"
Preble,OH,"4,325","15,446"
Putnam,OH,"2,922","14,961"
Richland,OH,"16,085","36,590"
Ross,OH,"10,356","18,652"
Sandusky,OH,"9,929","16,316"
Scioto,OH,"9,132","20,550"
Seneca,OH,"7,404","14,825"
Shelby,OH,"4,243","18,590"
Stark,OH,"68,146","98,388"
Summit,OH,"134,256","112,026"
Trumbull,OH,"43,014","49,024"
Tuscarawas,OH,"12,188","26,918"
Union,OH,"7,718","18,096"
Van Wert,OH,"2,697","10,469"
Vinton,OH,"1,351","3,883"
Warren,OH,"33,730","77,643"
Washington,OH,"8,026","20,514"
Wayne,OH,"15,031","32,270"
Williams,OH,"4,358","11,939"
Wood,OH,"27,318","32,498"
Wyandot,OH,"2,515","7,468"
Ohio,T,"2,394,169","2,841,006"
,,,
Adair,OK,"1,382","4,787"
Alfalfa,OK,216,"1,933"
Atoka,OK,795,"4,084"
Beaver,OK,176,"1,993"
Beckham,OK,960,"6,308"
Blaine,OK,711,"2,884"
Bryan,OK,"2,804","10,478"
Caddo,OK,"2,420","6,482"
Canadian,OK,"11,674","39,986"
Carter,OK,"4,002","13,752"
Cherokee,OK,"5,456","9,994"
Choctaw,OK,"1,067","4,206"
Cimarron,OK,71,963
Cleveland,OK,"38,829","62,538"
Coal,OK,411,"1,898"
Comanche,OK,"11,463","19,183"
Cotton,OK,424,"2,054"
Craig,OK,"1,252","4,283"
Creek,OK,"5,841","21,575"
Custer,OK,"2,104","7,826"
Delaware,OK,"3,311","11,826"
Dewey,OK,222,"1,965"
Ellis,OK,155,"1,611"
Garfield,OK,"4,397","16,009"
Garvin,OK,"1,855","8,253"
Grady,OK,"3,882","17,316"
Grant,OK,288,"1,827"
Greer,OK,323,"1,482"
Harmon,OK,225,715
Harper,OK,134,"1,318"
Haskell,OK,882,"3,701"
Hughes,OK,961,"3,388"
Jackson,OK,"1,473","5,969"
Jefferson,OK,365,"1,910"
Johnston,OK,786,"3,093"
Kay,OK,"3,738","12,172"
Kingfisher,OK,786,"5,156"
Kiowa,OK,767,"2,596"
Latimer,OK,797,"3,100"
Le Flore,OK,"3,250","13,362"
Lincoln,OK,"2,430","10,854"
Logan,OK,"4,248","13,633"
Love,OK,735,"2,922"
McClain,OK,"2,894","13,169"
McCurtain,OK,"1,802","8,656"
McIntosh,OK,"2,123","5,505"
Major,OK,310,"2,948"
Marshall,OK,"1,096","4,206"
Mayes,OK,"3,423","11,555"
Murray,OK,"1,087","4,175"
Muskogee,OK,"7,977","15,043"
Noble,OK,901,"3,715"
Nowata,OK,742,"3,321"
Okfuskee,OK,943,"2,800"
Oklahoma,OK,"112,813","141,569"
Okmulgee,OK,"4,385","8,944"
Osage,OK,"5,597","12,577"
Ottawa,OK,"2,584","7,631"
Pawnee,OK,"1,344","4,729"
Payne,OK,"8,788","16,651"
Pittsburg,OK,"3,711","12,753"
Pontotoc,OK,"3,637","10,431"
Pottawatomie,OK,"6,015","17,848"
Pushmataha,OK,748,"3,581"
Roger Mills,OK,151,"1,547"
Rogers,OK,"7,902","30,913"
Seminole,OK,"2,071","5,613"
Sequoyah,OK,"3,061","10,888"
Stephens,OK,"3,086","14,182"
Texas,OK,858,"4,621"
Tillman,OK,657,"1,944"
Tulsa,OK,"87,847","144,258"
Wagoner,OK,"6,723","23,005"
Washington,OK,"5,048","15,825"
Washita,OK,588,"3,854"
Woods,OK,522,"2,947"
Woodward,OK,873,"6,347"
Oklahoma,T,"420,375","949,136"
,,,
Baker,OR,"1,797","6,218"
Benton,OR,"29,193","13,445"
Clackamas,OR,"102,095","88,392"
Clatsop,OR,"9,252","8,138"
Columbia,OR,"10,167","13,217"
Coos,OR,"10,448","17,865"
Crook,OR,"2,637","8,511"
Curry,OR,"4,300","7,212"
Deschutes,OR,"42,444","45,692"
Douglas,OR,"14,096","34,582"
Gilliam,OR,239,671
Grant,OR,739,"3,210"
Harney,OR,683,"2,912"
Hood River,OR,"6,510","3,272"
Jackson,OR,"44,447","53,870"
Jefferson,OR,"2,980","5,483"
Josephine,OR,"13,453","26,923"
Klamath,OR,"7,210","20,435"
Lake,OR,639,"3,022"
Lane,OR,"102,753","67,141"
Lincoln,OR,"12,501","10,039"
Linn,OR,"17,995","33,488"
Malheur,OR,"2,246","7,194"
Marion,OR,"57,788","63,377"
Morrow,OR,"1,017","2,721"
Multnomah,OR,"292,561","67,954"
Polk,OR,"16,420","18,940"
Sherman,OR,202,732
Tillamook,OR,"5,768","6,538"
Umatilla,OR,"7,673","17,059"
Union,OR,"3,249","8,431"
Wallowa,OR,"1,116","2,848"
Wasco,OR,"4,781","5,833"
Washington,OR,"153,251","83,197"
Wheeler,OR,155,591
Yamhill,OR,"19,301","23,250"
Oregon,T,"1,002,106","782,403"
,,,
Adams,PA,"14,219","31,423"
Allegheny,PA,"367,617","259,480"
Armstrong,PA,"7,178","23,484"
Beaver,PA,"32,531","48,167"
Bedford,PA,"3,645","19,552"
Berks,PA,"78,437","96,626"
Blair,PA,"13,958","39,135"
Bradford,PA,"6,369","18,141"
Bucks,PA,"167,060","164,361"
Butler,PA,"28,584","64,428"
Cambria,PA,"18,867","42,258"
Cameron,PA,531,"1,589"
Carbon,PA,"8,936","18,743"
Centre,PA,"37,088","35,274"
Chester,PA,"141,682","116,114"
Clarion,PA,"4,273","12,576"
Clearfield,PA,"8,200","24,932"
Clinton,PA,"4,744","10,022"
Columbia,PA,"8,934","18,004"
Crawford,PA,"10,971","24,987"
Cumberland,PA,"47,085","69,076"
Dauphin,PA,"64,706","60,863"
Delaware,PA,"177,402","110,667"
Elk,PA,"3,853","10,025"
Erie,PA,"58,112","60,069"
Fayette,PA,"17,946","34,590"
Forest,PA,626,"1,683"
Franklin,PA,"17,465","49,768"
Fulton,PA,912,"5,694"
Greene,PA,"4,482","10,849"
Huntingdon,PA,"4,539","14,494"
Indiana,PA,"11,528","24,888"
Jefferson,PA,"3,650","15,192"
Juniata,PA,"1,821","8,273"
Lackawanna,PA,"51,983","48,384"
Lancaster,PA,"91,093","137,914"
Lawrence,PA,"14,009","25,428"
Lebanon,PA,"18,953","40,525"
Lehigh,PA,"81,324","73,690"
Luzerne,PA,"52,451","78,688"
Lycoming,PA,"13,020","35,627"
McKean,PA,"4,025","11,635"
Mercer,PA,"18,733","31,544"
Mifflin,PA,"3,877","14,094"
Monroe,PA,"33,918","33,386"
Montgomery,PA,"256,082","162,731"
Montour,PA,"2,857","5,288"
Northampton,PA,"66,272","71,736"
Northumberland,PA,"9,788","25,427"
Perry,PA,"4,632","15,616"
Philadelphia,PA,"584,025","108,748"
Pike,PA,"9,256","16,056"
Potter,PA,"1,302","6,251"
Schuylkill,PA,"16,770","44,001"
Snyder,PA,"4,002","11,725"
Somerset,PA,"7,376","27,379"
Sullivan,PA,750,"2,291"
Susquehanna,PA,"5,123","12,891"
Tioga,PA,"3,901","13,614"
Union,PA,"6,180","10,622"
Venango,PA,"6,309","16,021"
Warren,PA,"5,145","12,477"
Washington,PA,"36,322","61,386"
Wayne,PA,"7,008","16,244"
Westmoreland,PA,"59,669","116,522"
Wyoming,PA,"3,811","8,837"
York,PA,"68,524","128,528"
Pennsylvania,T,"2,926,441","2,970,733"
,,,
Bristol,RI,"14,609","8,965"
Kent,RI,"37,788","38,336"
Newport,RI,"22,851","15,077"
Providence,RI,"142,899","90,882"
Washington,RI,"33,741","27,230"
Federal,RI,637,53
Rhode Island,T,"252,525","180,543"
,,,
Abbeville,SC,"3,741","6,763"
Aiken,SC,"25,455","46,025"
Allendale,SC,"2,735",789
Anderson,SC,"21,097","56,232"
Bamberg,SC,"3,898","2,204"
Barnwell,SC,"4,400","4,889"
Beaufort,SC,"32,138","42,922"
Berkeley,SC,"30,705","44,587"
Calhoun,SC,"3,573","3,787"
Charleston,SC,"89,299","75,443"
Cherokee,SC,"6,092","15,167"
