county,state,Clinton,Sanders
Tioga,PA,"1,055","1,354"
Union,PA,"1,626","1,579"
Venango,PA,"2,020","2,087"
Warren,PA,"1,836","1,665"
Washington,PA,"15,872","11,262"
Wayne,PA,"1,859","2,026"
Westmoreland,PA,"25,009","20,286"
Wyoming,PA,"1,156","1,209"
York,PA,"18,459","17,544"
Pennsylvania,T,"935,107","731,881"
,,,
Bristol,RI,"3,210","3,508"
Kent,RI,"7,162","10,404"
Newport,RI,"4,433","5,891"
Providence,RI,"29,220","35,057"
Washington,RI,"6,136","9,858"
Mail Ballots,RI,"2,588","2,275"
Rhode Island,T,"52,749","66,993"
,,,
Abbeville,SC,"1,508",312
Aiken,SC,"6,889","2,877"
Allendale,SC,"1,022",95
Anderson,SC,"5,576","2,712"
Bamberg,SC,"1,710",197
Barnwell,SC,"1,561",209
Beaufort,SC,"9,970","3,575"
Berkeley,SC,"9,485","3,592"
Calhoun,SC,"1,536",241
Charleston,SC,"26,625","13,507"
Cherokee,SC,"1,877",514
Chester,SC,"1,962",492
Chesterfield,SC,"2,209",446
Clarendon,SC,"3,571",337
Colleton,SC,"2,939",584
Darlington,SC,"4,990","1,081"
Dillon,SC,"1,659",302
Dorchester,SC,"6,934","2,885"
Edgefield,SC,"1,474",301
Fairfield,SC,"3,265",440
Florence,SC,"9,433","2,594"
Georgetown,SC,"4,941","1,350"
Greenville,SC,"19,966","11,118"
Greenwood,SC,"3,623",987
Hampton,SC,"1,933",241
Horry,SC,"11,316","5,457"
Jasper,SC,"2,195",355
Kershaw,SC,"3,761","1,093"
Lancaster,SC,"3,346","1,221"
Laurens,SC,"2,978",801
Lee,SC,"2,209",288
Lexington,SC,"8,847","5,611"
McCormick,SC,973,162
Marion,SC,"3,361",553
Marlboro,SC,"2,137",253
Newberry,SC,"2,121",471
Oconee,SC,"1,960","1,304"
Orangeburg,SC,"11,872","1,473"
Pickens,SC,"2,503","1,995"
Richland,SC,"39,332","12,354"
Saluda,SC,"1,023",192
Spartanburg,SC,"10,674","4,467"
Sumter,SC,"9,830","1,443"
Union,SC,"1,690",332
Williamsburg,SC,"4,613",557
York,SC,"8,980","5,127"
South Carolina,T,"272,379","96,498"
,,,
Aurora,SD,150,132
Beadle,SD,501,373
Bennett,SD,74,95
Bon Homme,SD,225,197
Brookings,SD,955,901
Brown,SD,"1,369","1,138"
Brule,SD,182,219
Buffalo,SD,110,71
Butte,SD,167,285
Campbell,SD,20,26
Charles Mix,SD,293,277
Clark,SD,112,86
Clay,SD,623,609
Codington,SD,828,645
Corson,SD,115,148
Custer,SD,245,276
Davison,SD,542,440
Day,SD,343,203
Deuel,SD,162,111
Dewey,SD,181,342
Douglas,SD,48,37
Edmunds,SD,170,155
Fall River,SD,207,304
Faulk,SD,86,78
Grant,SD,528,419
Gregory,SD,179,164
Haakon,SD,23,53
Hamlin,SD,181,125
Hand,SD,105,98
Hanson,SD,97,83
Harding,SD,14,40
Hughes,SD,528,489
Hutchinson,SD,151,125
Hyde,SD,40,26
Jackson,SD,59,69
Jerauld,SD,96,65
Jones,SD,20,31
Kingsbury,SD,201,164
Lake,SD,484,456
Lawrence,SD,705,941
Lincoln,SD,"1,436","1,152"
Lyman,SD,115,115
McCook,SD,214,132
McPherson,SD,47,46
Marshall,SD,287,169
Meade,SD,530,696
Mellette,SD,50,76
Miner,SD,109,84
Minnehaha,SD,"6,018","5,290"
Moody,SD,262,207
Oglala Lakota,SD,426,574
Pennington,SD,"3,384","3,996"
Perkins,SD,43,93
Potter,SD,59,54
Roberts,SD,392,397
Sanborn,SD,66,45
Spink,SD,283,201
Stanley,SD,95,102
Sully,SD,37,51
Todd,SD,408,524
Tripp,SD,136,147
Turner,SD,232,178
Union,SD,380,306
Walworth,SD,121,116
Yankton,SD,706,580
Ziebach,SD,92,132
South Dakota,T,"27,047","25,959"
,,,
Anderson,TN,"2,328","1,845"
Bedford,TN,"1,208",526
Benton,TN,560,287
Bledsoe,TN,398,216
Blount,TN,"2,737","2,366"
Bradley,TN,"1,644","1,302"
Campbell,TN,656,303
Cannon,TN,439,219
Carroll,TN,721,307
Carter,TN,774,828
Cheatham,TN,"1,066",802
Chester,TN,342,145
Claiborne,TN,544,313
Clay,TN,270,103
Cocke,TN,459,361
Coffee,TN,"1,504",831
Crockett,TN,424,103
Cumberland,TN,"1,312",888
Davidson,TN,"43,973","22,887"
Decatur,TN,330,131
DeKalb,TN,641,286
Dickson,TN,"1,497",696
Dyer,TN,822,304
Fayette,TN,"2,003",363
Fentress,TN,352,191
Franklin,TN,"1,593",811
Gibson,TN,"1,549",427
Giles,TN,915,315
Grainger,TN,283,164
Greene,TN,"1,079",892
Grundy,TN,446,204
Hamblen,TN,951,683
Hamilton,TN,"15,604","8,418"
Hancock,TN,80,66
Hardeman,TN,"1,722",225
Hardin,TN,591,229
Hawkins,TN,906,588
Haywood,TN,"1,197",143
Henderson,TN,444,191
Henry,TN,957,434
Hickman,TN,543,323
Houston,TN,320,141
Humphreys,TN,737,332
Jackson,TN,407,196
Jefferson,TN,735,592
Johnson,TN,245,224
Knox,TN,"13,138","12,340"
Lake,TN,186,47
Lauderdale,TN,"1,035",194
Lawrence,TN,"1,332",893
Lewis,TN,232,228
Lincoln,TN,728,328
Loudon,TN,"1,027",638
McMinn,TN,"1,027",619
McNairy,TN,719,229
Macon,TN,343,169
Madison,TN,"4,352","1,000"
Marion,TN,"1,046",559
Marshall,TN,839,385
Maury,TN,"2,366","1,305"
Meigs,TN,354,162
Monroe,TN,"1,232",597
Montgomery,TN,"5,555","2,834"
Moore,TN,209,93
Morgan,TN,356,225
Obion,TN,760,345
Overton,TN,885,477
Perry,TN,217,108
Pickett,TN,214,64
Polk,TN,757,557
Putnam,TN,"1,917","1,692"
Rhea,TN,504,331
Roane,TN,"1,455",917
Robertson,TN,"1,918",827
Rutherford,TN,"8,246","6,022"
Scott,TN,273,180
Sequatchie,TN,273,206
Sevier,TN,"1,261","1,241"
Shelby,TN,"66,702","16,101"
Smith,TN,654,253
Stewart,TN,527,244
Sullivan,TN,"2,726","2,181"
Sumner,TN,"4,226","2,263"
Tipton,TN,"1,454",574
Trousdale,TN,321,114
Unicoi,TN,245,272
Union,TN,316,196
Van Buren,TN,242,96
Warren,TN,"1,319",671
Washington,TN,"2,445","2,833"
Wayne,TN,208,113
Weakley,TN,860,453
White,TN,689,402
Williamson,TN,"6,056","3,915"
Wilson,TN,"3,876","2,106"
Tennessee,T,"245,930","120,800"
,,,
Anderson,TX,996,299
Andrews,TX,76,38
Angelina,TX,"1,950",622
Aransas,TX,488,272
Archer,TX,99,64
Armstrong,TX,1,4
Atascosa,TX,"1,355",478
Austin,TX,492,165
Bailey,TX,84,29
Bandera,TX,378,294
Bastrop,TX,"2,896","1,950"
Baylor,TX,46,24
Bee,TX,"1,133",320
Bell,TX,"7,430","3,090"
Bexar,TX,"76,533","36,750"
Blanco,TX,284,232
Borden,TX,4,1
Bosque,TX,353,199
Bowie,TX,"2,437",687
Brazoria,TX,"9,009","3,721"
Brazos,TX,"3,561","3,589"
Brewster,TX,701,771
Briscoe,TX,16,11
Brooks,TX,"1,603",362
Brown,TX,319,212
Burleson,TX,469,149
Burnet,TX,878,580
Caldwell,TX,"1,543",742
Calhoun,TX,709,305
Callahan,TX,87,104
Cameron,TX,"20,332","8,320"
Camp,TX,484,134
Carson,TX,50,30
Cass,TX,778,265
Castro,TX,127,40
Chambers,TX,688,295
Cherokee,TX,990,324
Childress,TX,54,34
Clay,TX,120,65
Cochran,TX,4,3
Coke,TX,25,25
Coleman,TX,75,49
Collin,TX,"23,670","16,171"
Collingsworth,TX,36,24
Colorado,TX,474,150
Comal,TX,"3,112","2,027"
Comanche,TX,221,117
Concho,TX,27,11
Cooke,TX,449,334
Coryell,TX,"1,010",577
Cottle,TX,27,18
Crane,TX,62,24
Crockett,TX,266,240
Crosby,TX,131,91
Culberson,TX,358,160
Dallam,TX,24,13
Dallas,TX,"113,664","44,275"
Dawson,TX,92,34
Deaf Smith,TX,200,86
Delta,TX,110,51
Denton,TX,"16,491","15,781"
Dewitt,TX,293,113
Dickens,TX,13,11
Dimmit,TX,"1,804",534
Donley,TX,33,35
Duval,TX,"2,273",523
Eastland,TX,171,122
Ector,TX,"1,855",942
Edwards,TX,42,27
El Paso,TX,"36,140","17,234"
Ellis,TX,"3,725","1,568"
Erath,TX,427,365
Falls,TX,551,115
Fannin,TX,507,279
Fayette,TX,584,309
Fisher,TX,226,146
Floyd,TX,60,24
Foard,TX,80,112
Fort Bend,TX,"29,259","9,774"
Franklin,TX,164,73
Freestone,TX,380,102
Frio,TX,"1,864",630
Gaines,TX,91,59
Galveston,TX,"9,466","4,241"
Garza,TX,35,22
Gillespie,TX,493,314
Glasscock,TX,4,4
Goliad,TX,389,151
Gonzales,TX,368,129
Gray,TX,111,86
Grayson,TX,"1,940","1,687"
Gregg,TX,"3,423",911
Grimes,TX,584,201
Guadalupe,TX,"3,793","2,067"
Hale,TX,312,176
Hall,TX,63,28
Hamilton,TX,118,84
Hansford,TX,21,13
Hardeman,TX,71,88
Hardin,TX,625,398
Harris,TX,"157,000","63,416"
Harrison,TX,"2,046",530
Hartley,TX,29,19
Haskell,TX,159,93
Hays,TX,"6,634","7,322"
Hemphill,TX,15,8
Henderson,TX,"1,593",598
Hidalgo,TX,"40,308","15,907"
Hill,TX,718,297
Hockley,TX,183,116
Hood,TX,928,527
Hopkins,TX,628,298
Houston,TX,464,101
Howard,TX,351,192
Hudspeth,TX,99,97
Hunt,TX,"1,329",849
Hutchinson,TX,153,103
Irion,TX,28,14
Jack,TX,87,46
Jackson,TX,266,94
Jasper,TX,932,270
Jeff Davis,TX,140,132
Jefferson,TX,"16,589","4,441"
Jim Hogg,TX,"1,421",356
Jim Wells,TX,"4,697","1,436"
Johnson,TX,"2,271","1,566"
Jones,TX,173,95
Karnes,TX,726,479
Kaufman,TX,"2,234",951
Kendall,TX,641,491
Kenedy,TX,63,32
Kent,TX,22,28
Kerr,TX,"1,020",709
Kimble,TX,29,34
King,TX,2,1
Kinney,TX,211,107
Kleberg,TX,"1,740",630
Knox,TX,68,17
Lamar,TX,924,388
Lamb,TX,172,87
Lampasas,TX,324,207
La Salle,TX,557,157
Lavaca,TX,322,137
Lee,TX,367,180
Leon,TX,289,89
Liberty,TX,"1,043",383
Limestone,TX,592,144
Lipscomb,TX,22,11
Live Oak,TX,203,73
Llano,TX,519,267
Loving,TX,3,5
Lubbock,TX,"5,782","4,137"
Lynn,TX,14,10
McCulloch,TX,93,43
McLennan,TX,"5,531","2,633"
McMullen,TX,4,1
Madison,TX,227,70
Marion,TX,422,123
Martin,TX,36,17
Mason,TX,89,50
Matagorda,TX,"1,088",344
Maverick,TX,"4,343","1,508"
Medina,TX,"1,073",436
Menard,TX,23,16
Midland,TX,"1,556",854
Milam,TX,577,252
Mills,TX,50,41
Mitchell,TX,109,33
Montague,TX,153,122
Montgomery,TX,"7,540","5,040"
Moore,TX,149,81
Morris,TX,488,169
Motley,TX,13,6
Nacogdoches,TX,"1,600",829
Navarro,TX,957,334
Newton,TX,605,529
Nolan,TX,270,122
Nueces,TX,"15,671","6,175"
Ochiltree,TX,36,29
Oldham,TX,11,4
Orange,TX,"1,852",816
Palo Pinto,TX,361,230
Panola,TX,559,130
Parker,TX,"1,808","1,475"
Parmer,TX,82,26
Pecos,TX,816,488
Polk,TX,860,326
Potter,TX,"1,490","1,094"
Presidio,TX,776,447
Rains,TX,173,89
Randall,TX,"1,591","1,489"
Reagan,TX,12,7
Real,TX,28,23
Red River,TX,378,87
Reeves,TX,"1,128",563
Refugio,TX,549,254
Roberts,TX,3,2
Robertson,TX,896,289
Rockwall,TX,"1,726","1,046"
Runnels,TX,80,55
Rusk,TX,"1,114",276
Sabine,TX,192,82
San Augustine,TX,368,62
San Jacinto,TX,562,193
San Patricio,TX,"2,638",850
San Saba,TX,58,27
Schleicher,TX,58,24
Scurry,TX,154,85
Shackelford,TX,15,14
Shelby,TX,346,90
Sherman,TX,19,8
Smith,TX,"5,778","2,003"
Somervell,TX,66,67
Starr,TX,"6,936","1,635"
Stephens,TX,45,35
Sterling,TX,5,4
Stonewall,TX,59,36
Sutton,TX,27,10
Swisher,TX,141,78
Tarrant,TX,"68,044","35,733"
Taylor,TX,"1,794","1,427"
Terrell,TX,67,64
Terry,TX,141,83
Throckmorton,TX,26,16
Titus,TX,552,197
Tom Green,TX,"1,657","1,239"
Travis,TX,"69,446","74,068"
Trinity,TX,333,117
Tyler,TX,453,139
Upshur,TX,725,269
Upton,TX,91,45
Uvalde,TX,"1,744",762
Val Verde,TX,"1,776",765
Van Zandt,TX,722,377
Victoria,TX,"2,206","1,119"
Walker,TX,"1,292",789
Waller,TX,"1,221",559
Ward,TX,306,147
Washington,TX,782,278
Webb,TX,"18,559","6,177"
Wharton,TX,961,224
Wheeler,TX,37,23
Wichita,TX,"1,958","1,524"
Wilbarger,TX,136,75
Willacy,TX,"2,081",660
Williamson,TX,"16,396","14,554"
Wilson,TX,"1,282",481
Winkler,TX,30,11
Wise,TX,751,558
Wood,TX,663,285
Yoakum,TX,9,10
Young,TX,201,132
Zapata,TX,"1,973",685
Zavala,TX,"1,557",373
Texas,T,"936,004","476,547"
,,,
Addison,VT,"1,111","7,732"
Bennington,VT,"1,255","5,651"
Caledonia,VT,527,"4,598"
Chittenden,VT,"5,687","32,244"
Essex,VT,141,890
Franklin,VT,778,"6,746"
Grand Isle,VT,233,"1,529"
Lamoille,VT,574,"4,471"
Orange,VT,646,"5,402"
Orleans,VT,472,"3,540"
Rutland,VT,"1,584","9,354"
Washington,VT,"1,717","12,313"
Windham,VT,"1,416","10,085"
Windsor,VT,"2,197","11,345"
Vermont,T,"18,338","115,900"
,,,
Accomack,VA,"1,790",682
Albemarle,VA,"8,288","6,844"
Alleghany,VA,433,246
Amelia,VA,671,179
Amherst,VA,"1,044",546
Appomattox,VA,448,215
Arlington,VA,"25,582","12,566"
Augusta,VA,"1,639","1,754"
Bath,VA,148,86
Bedford,VA,"1,876","1,424"
Bland,VA,125,114
Botetourt,VA,888,695
Brunswick,VA,"1,354",153
Buchanan,VA,523,211
Buckingham,VA,902,272
Campbell,VA,"1,299",667
Caroline,VA,"1,902",642
Carroll,VA,601,446
Charles City,VA,864,141
Charlotte,VA,635,162
Chesterfield,VA,"22,617","11,514"
Clarke,VA,625,581
Craig,VA,113,106
Culpeper,VA,"1,421","1,154"
Cumberland,VA,639,158
Dickenson,VA,346,223
Dinwiddie,VA,"1,935",375
Essex,VA,643,134
Fairfax,VA,"88,147","50,930"
Fauquier,VA,"2,860","2,345"
Floyd,VA,396,936
Fluvanna,VA,"1,355",984
Franklin,VA,"1,675",980
Frederick,VA,"2,114","2,072"
Giles,VA,405,317
Gloucester,VA,"1,448",993
Goochland,VA,"1,574",624
Grayson,VA,265,269
Greene,VA,579,603
Greensville,VA,832,113
Halifax,VA,"1,756",403
Hanover,VA,"4,916","3,255"
Henrico,VA,"28,170","11,994"
Henry,VA,"1,810",664
Highland,VA,86,88
Isle of Wight,VA,"2,449",853
James City,VA,"5,213","2,752"
King George,VA,916,612
King and Queen,VA,477,126
King William,VA,843,315
Lancaster,VA,823,275
Lee,VA,317,170
Loudoun,VA,"21,180","14,730"
Louisa,VA,"1,630",849
Lunenburg,VA,736,141
Madison,VA,538,370
Mathews,VA,435,247
Mecklenburg,VA,"1,589",379
Middlesex,VA,509,280
Montgomery,VA,"3,507","5,090"
Nelson,VA,992,761
New Kent,VA,951,440
Northampton,VA,868,324
Northumberland,VA,823,265
Nottoway,VA,829,224
Orange,VA,"1,322",870
Page,VA,411,353
Patrick,VA,361,372
Pittsylvania,VA,"2,371",766
Powhatan,VA,"1,079",592
Prince Edward,VA,"1,366",420
Prince George,VA,"1,994",566
Prince William,VA,"26,443","14,701"
Pulaski,VA,837,588
Rappahannock,VA,417,411
Richmond,VA,333,80
Roanoke,VA,"3,325","2,761"
Rockbridge,VA,902,676
Rockingham,VA,"1,735","1,943"
Russell,VA,557,361
Scott,VA,305,233
Shenandoah,VA,960,929
Smyth,VA,527,361
Southampton,VA,"1,199",216
Spotsylvania,VA,"5,399","3,480"
Stafford,VA,"6,439","4,042"
Surry,VA,812,174
Sussex,VA,957,98
Tazewell,VA,683,481
Warren,VA,942,"1,008"
Washington,VA,"1,185",984
Westmoreland,VA,879,295
Wise,VA,519,579
Wythe,VA,529,423
York,VA,"3,292","2,041"
Alexandria,VA,"16,310","7,031"
Bristol,VA,428,324
Buena Vista,VA,142,100
Charlottesville,VA,"3,889","4,483"
Chesapeake,VA,"16,133","5,558"
Colonial Heights,VA,407,316
Covington,VA,237,82
Danville,VA,"2,677",656
Emporia,VA,407,50
Fairfax,VA,"1,841","1,246"
Falls Church,VA,"1,588","1,000"
Franklin,VA,804,115
Fredericksburg,VA,"1,400","1,241"
Galax,VA,129,92
Hampton,VA,"13,542","3,770"
Harrisonburg,VA,"1,482","2,914"
Hopewell,VA,"1,177",337
Lexington,VA,403,250
Lynchburg,VA,"3,105","1,923"
Manassas,VA,"1,813","1,284"
Manassas Park,VA,581,427
Martinsville,VA,834,264
Newport News,VA,"12,498","4,553"
Norfolk,VA,"15,760","6,936"
Norton,VA,86,72
Petersburg,VA,"4,100",688
Poquoson,VA,295,335
Portsmouth,VA,"9,469","2,541"
Radford,VA,472,655
Richmond,VA,"21,828","14,117"
Roanoke,VA,"4,784","3,302"
Salem,VA,765,727
Staunton,VA,"1,115","1,365"
Suffolk,VA,"7,537","1,895"
Virginia Beach,VA,"22,362","12,983"
Waynesboro,VA,788,769
Williamsburg,VA,"1,159","1,199"
Winchester,VA,950,903
Virginia,T,"504,741","276,370"
,,,
Adams,WA,398,321
Asotin,WA,"1,191",981
Benton,WA,"6,324","6,125"
Chelan,WA,"3,471","3,143"
Clallam,WA,"5,537","5,495"
Clark,WA,"24,368","25,692"
Columbia,WA,189,183
Cowlitz,WA,"6,127","5,889"
Douglas,WA,"1,369","1,085"
Ferry,WA,299,463
Franklin,WA,"2,054","1,805"
Garfield,WA,94,93
Grant,WA,"2,377","2,085"
Grays Harbor,WA,"3,652","3,610"
Island,WA,"6,518","5,920"
Jefferson,WA,"3,859","4,674"
King,WA,"160,699","119,431"
Kitsap,WA,"16,661","16,512"
Kittitas,WA,"1,687","1,884"
Klickitat,WA,"1,228","1,571"
Lewis,WA,"2,771","3,310"
Lincoln,WA,426,365
Mason,WA,"3,768","3,763"
Okanogan,WA,"1,618","2,174"
Pacific,WA,"1,600","1,542"
Pend Oreille,WA,672,780
Pierce,WA,"41,435","35,874"
San Juan,WA,"1,860","2,729"
Skagit,WA,"7,397","7,861"
Skamania,WA,603,851
Snohomish,WA,"42,135","40,355"
Spokane,WA,"25,111","25,800"
Stevens,WA,"1,753","2,092"
Thurston,WA,"16,809","18,006"
Wahkiakum,WA,302,332
Walla Walla,WA,"2,485","2,626"
Whatcom,WA,"12,306","18,521"
Whitman,WA,"1,718","2,057"
Yakima,WA,"7,590","6,293"
Washington,T,"420,461","382,293"
,,,
Barbour,WV,690,996
Berkeley,WV,"3,565","3,994"
Boone,WV,"1,252","2,423"
Braxton,WV,902,"1,330"
Brooke,WV,"1,336","1,807"
Cabell,WV,"4,437","5,408"
Calhoun,WV,313,854
Clay,WV,435,755
Doddridge,WV,116,236
Fayette,WV,"2,336","3,609"
Gilmer,WV,346,645
Grant,WV,167,187
Greenbrier,WV,"1,900","2,871"
Hampshire,WV,662,"1,056"
Hancock,WV,"1,552","2,285"
Hardy,WV,656,885
Harrison,WV,"4,214","5,406"
Jackson,WV,"1,447","1,810"
Jefferson,WV,"2,918","3,267"
Kanawha,WV,"12,863","13,654"
Lewis,WV,718,"1,240"
Lincoln,WV,"1,028","1,523"
Logan,WV,"1,497","3,216"
McDowell,WV,817,"1,488"
Marion,WV,"3,573","5,355"
Marshall,WV,"1,454","2,618"
Mason,WV,"1,226","1,781"
Mercer,WV,"2,173","3,239"
Mineral,WV,857,"1,120"
Mingo,WV,"1,078","2,432"
Monongalia,WV,"4,986","8,142"
Monroe,WV,609,834
Morgan,WV,486,682
Nicholas,WV,"1,094","1,959"
Ohio,WV,"2,490","3,377"
Pendleton,WV,470,539
Pleasants,WV,334,551
Pocahontas,WV,527,828
Preston,WV,961,"1,720"
Putnam,WV,"2,558","3,271"
Raleigh,WV,"3,285","4,986"
Randolph,WV,"1,518","2,494"
Ritchie,WV,201,356
Roane,WV,741,"1,004"
Summers,WV,781,"1,063"
Taylor,WV,766,"1,112"
Tucker,WV,330,773
Tyler,WV,204,436
Upshur,WV,744,"1,073"
Wayne,WV,"1,942","2,920"
Webster,WV,386,841
Wetzel,WV,845,"1,751"
Wirt,WV,225,438
Wood,WV,"3,193","4,560"
Wyoming,WV,710,"1,500"
West Virginia,T,"86,914","124,700"
,,,
Adams,WI,"1,375","1,515"
Ashland,WI,"1,248","2,204"
Barron,WI,"2,572","2,965"
Bayfield,WI,"1,488","2,619"
Brown,WI,"16,701","22,559"
Buffalo,WI,825,"1,149"
Burnett,WI,918,936
Calumet,WI,"3,028","4,017"
Chippewa,WI,"4,022","5,127"
Clark,WI,"1,473","1,969"
Columbia,WI,"4,187","6,460"
Crawford,WI,"1,146","1,592"
Dane,WI,"61,405","102,986"
Dodge,WI,"4,505","6,249"
Door,WI,"2,943","3,426"
Douglas,WI,"3,577","4,512"
Dunn,WI,"2,421","4,279"
Eau Claire,WI,"7,689","13,674"
Florence,WI,175,293
Fond du Lac,WI,"5,519","7,385"
Forest,WI,610,667
Grant,WI,"3,068","4,491"
Green,WI,"2,766","4,368"
Green Lake,WI,871,"1,148"
Iowa,WI,"2,164","3,202"
Iron,WI,437,563
Jackson,WI,"1,294","1,872"
Jefferson,WI,"4,775","7,555"
Juneau,WI,"1,355","1,839"
Kenosha,WI,"10,897","14,653"
Kewaunee,WI,"1,497","1,667"
La Crosse,WI,"8,908","15,156"
Lafayette,WI,"1,170","1,331"
Langlade,WI,"1,192","1,447"
Lincoln,WI,"1,732","2,442"
Manitowoc,WI,"4,999","6,458"
Marathon,WI,"8,061","11,673"
Marinette,WI,"2,580","2,698"
Marquette,WI,994,"1,321"
Menominee,WI,204,355
Milwaukee,WI,"100,798","93,668"
Monroe,WI,"2,269","3,539"
Oconto,WI,"2,422","2,590"
Oneida,WI,"2,500","3,813"
Outagamie,WI,"11,228","17,021"
Ozaukee,WI,"6,587","6,897"
Pepin,WI,435,561
Pierce,WI,"2,343","3,208"
Polk,WI,"2,165","2,476"
Portage,WI,"5,088","9,351"
Price,WI,862,"1,418"
Racine,WI,"14,111","14,681"
Richland,WI,"1,276","1,786"
Rock,WI,"11,262","17,360"
Rusk,WI,816,"1,092"
St. Croix,WI,"4,895","5,679"
Sauk,WI,"4,527","7,203"
Sawyer,WI,976,"1,654"
Shawano,WI,"2,117","3,003"
Sheboygan,WI,"7,145","8,952"
Taylor,WI,852,"1,279"
Trempealeau,WI,"1,989","2,430"
Vernon,WI,"1,936","3,481"
Vilas,WI,"1,414","2,147"
Walworth,WI,"5,188","8,426"
Washburn,WI,"1,058","1,419"
Washington,WI,"6,388","7,690"
Waukesha,WI,"24,835","26,442"
Waupaca,WI,"2,585","3,894"
Waushara,WI,"1,241","1,600"
Winnebago,WI,"11,212","17,854"
Wood,WI,"4,428","6,756"
Wisconsin,T,"433,739","570,192"
,,,
,,,
Caucuses,,,
,,,
District 1,AK,47,178
District 2,AK,17,71
District 3,AK,10,91
District 4,AK,102,525
District 5,AK,57,373
District 6,AK,0,195
District 7,AK,29,116
District 8,AK,12,98
District 9,AK,41,130
District 10,AK,21,112
District 11,AK,28,160
District 12,AK,16,121
District 13,AK,30,100
District 14,AK,71,154
District 15,AK,20,112
District 16,AK,60,232
District 17,AK,80,239
District 18,AK,86,352
District 19,AK,53,128
District 20,AK,134,294
District 21,AK,109,241
District 22,AK,50,209
District 23,AK,29,172
District 24,AK,82,153
District 25,AK,56,175
District 26,AK,69,154
District 27,AK,70,204
District 28,AK,102,257
District 29,AK,42,176
District 30,AK,49,144
District 31,AK,67,504
District 32,AK,41,271
District 33,AK,176,837
District 34,AK,88,307
District 35,AK,83,342
District 36,AK,47,229
District 37,AK,29,104
District 38,AK,13,65
District 39,AK,19,55
District 40,AK,11,67
Alaska,T,"2,146","8,447"
,,,
Adams,CO,"2,187","3,504"
Alamosa,CO,90,167
Arapahoe,CO,"5,320","6,086"
Archuleta,CO,83,156
Baca,CO,15,14
Bent,CO,26,24
Boulder,CO,"6,354","11,142"
Broomfield,CO,563,"1,010"
Chaffee,CO,210,404
Cheyenne,CO,5,4
Clear Creek,CO,159,199
Conejos,CO,73,50
Costilla,CO,64,23
Crowley,CO,15,16
Custer,CO,34,45
Delta,CO,177,417
Denver,CO,"12,097","14,624"
Dolores,CO,8,22
Douglas,CO,"2,342","2,347"
Eagle,CO,344,623
Elbert,CO,89,144
El Paso,CO,"3,384","5,339"
Fremont,CO,193,268
Garfield,CO,439,734
Gilpin,CO,74,173
Grand,CO,94,187
Gunnison,CO,141,481
Hinsdale,CO,3,10
Huerfano,CO,93,150
Jackson,CO,15,12
Jefferson,CO,"5,478","8,281"
Kiowa,CO,5,2
Kit Carson,CO,11,16
Lake,CO,53,165
La Plata,CO,837,"1,487"
Larimer,CO,"3,281","6,744"
Las Animas,CO,96,122
Lincoln,CO,20,14
Logan,CO,77,70
Mesa,CO,791,"1,095"
Mineral,CO,16,25
Moffat,CO,21,28
Montezuma,CO,198,412
Montrose,CO,210,258
Morgan,CO,70,87
Otero,CO,78,94
Ouray,CO,86,156
Park,CO,118,231
Phillips,CO,11,18
Pitkin,CO,349,421
Prowers,CO,40,18
Pueblo,CO,"1,260","1,140"
Rio Blanco,CO,8,18
Rio Grande,CO,47,59
Routt,CO,230,406
Saguache,CO,47,219
San Juan,CO,11,27
San Miguel,CO,89,329
Sedgwick,CO,13,8
Summit,CO,276,419
Teller,CO,126,219
Washington,CO,10,12
Weld,CO,"1,090","1,838"
Yuma,CO,45,33
Colorado,T,"49,789","72,846"
,,,
Guam,T,777,528
,,,
Hawaii,HI,"1,639","5,600"
Honolulu,HI,"6,686","11,458"
Kauai,HI,607,"2,050"
Maui,HI,"1,194","4,413"
Hawaii,T,"10,126","23,521"
,,,
Ada,ID,"1,663","7,336"
Adams,ID,19,48
Bannock,ID,301,"1,197"
Bear Lake,ID,12,25
Benewah,ID,20,49
Bingham,ID,55,181
Blaine,ID,249,539
Boise,ID,36,76
Bonner,ID,185,716
Bonneville,ID,217,822
Boundary,ID,27,158
Butte,ID,5,20
Camas,ID,7,11
Canyon,ID,278,"1,312"
Caribou,ID,3,7
Cassia,ID,36,57
Clark,ID,0,4
Clearwater,ID,38,53
Custer,ID,12,31
Elmore,ID,77,156
Franklin,ID,25,36
Fremont,ID,5,24
Gem,ID,50,131
Gooding,ID,28,49
Idaho,ID,48,90
Jefferson,ID,24,101
Jerome,ID,32,107
Kootenai,ID,493,"1,561"
Latah,ID,310,"1,612"
Lemhi,ID,17,71
Lewis,ID,20,19
Lincoln,ID,15,22
Madison,ID,47,216
Minidoka,ID,26,51
Nez Perce,ID,155,383
Oneida,ID,5,6
Owyhee,ID,22,40
Payette,ID,46,91
Power,ID,19,45
Shoshone,ID,45,85
Teton,ID,84,311
Twin Falls,ID,201,522
Valley,ID,73,198
Washington,ID,35,71
Idaho,T,"5,065","18,640"
,,,
Adair,IA,168,132
Adams,IA,113,87
Allamakee,IA,304,296
Appanoose,IA,273,227
Audubon,IA,188,113
Benton,IA,672,528
Black Hawk,IA,"3,220","3,647"
Boone,IA,585,715
Bremer,IA,640,544
Buchanan,IA,525,475
Buena Vista,IA,291,291
Butler,IA,250,350
Calhoun,IA,200,200
Carroll,IA,504,296
