county,state,Clinton,Sanders
Emmet,MI,"1,369","2,589"
Genesee,MI,"31,366","28,171"
Gladwin,MI,985,"1,083"
Gogebic,MI,678,790
Grand Traverse,MI,"4,140","8,091"
Gratiot,MI,"1,185","1,812"
Hillsdale,MI,977,"1,380"
Houghton,MI,"1,109","2,039"
Huron,MI,"1,050","1,184"
Ingham,MI,"17,884","22,580"
Ionia,MI,"1,491","2,812"
Iosco,MI,"1,077","1,202"
Iron,MI,527,546
Isabella,MI,"2,032","4,024"
Jackson,MI,"5,288","6,804"
Kalamazoo,MI,"12,611","20,162"
Kalkaska,MI,590,987
Kent,MI,"26,032","43,444"
Keweenaw,MI,128,188
Lake,MI,548,514
Lapeer,MI,"3,325","4,650"
Leelanau,MI,"1,459","2,360"
Lenawee,MI,"3,455","4,256"
Livingston,MI,"6,705","10,435"
Luce,MI,167,291
Mackinac,MI,500,633
Macomb,MI,"47,599","46,248"
Manistee,MI,"1,120","1,646"
Marquette,MI,"3,188","5,530"
Mason,MI,"1,223","1,741"
Mecosta,MI,"1,173","1,768"
Menominee,MI,835,805
Midland,MI,"3,097","4,568"
Missaukee,MI,401,591
Monroe,MI,"6,716","6,842"
Montcalm,MI,"1,681","2,762"
Montmorency,MI,392,383
Muskegon,MI,"8,807","10,456"
Newaygo,MI,"1,295","2,155"
Oakland,MI,"92,300","84,163"
Oceana,MI,791,"1,237"
Ogemaw,MI,862,926
Ontonagon,MI,327,362
Osceola,MI,670,953
Oscoda,MI,273,315
Otsego,MI,786,"1,228"
Ottawa,MI,"7,473","13,959"
Presque Isle,MI,592,606
Roscommon,MI,"1,163","1,187"
Saginaw,MI,"12,490","9,676"
St. Clair,MI,"5,973","8,347"
St. Joseph,MI,"1,382","2,219"
Sanilac,MI,"1,160","1,485"
Schoolcraft,MI,312,345
Shiawassee,MI,"3,031","4,452"
Tuscola,MI,"1,984","2,532"
Van Buren,MI,"2,484","3,656"
Washtenaw,MI,"30,022","38,062"
Wayne,MI,"165,819","105,487"
Wexford,MI,909,"1,793"
Michigan,T,"581,775","598,943"
,,,
Adams,MS,"3,215",451
Alcorn,MS,849,318
Amite,MS,"1,304",132
Attala,MS,"1,588",206
Benton,MS,631,107
Bolivar,MS,"3,118",519
Calhoun,MS,750,120
Carroll,MS,834,82
Chickasaw,MS,"1,492",275
Choctaw,MS,343,98
Claiborne,MS,"1,751",193
Clarke,MS,"1,117",160
Clay,MS,"2,457",360
Coahoma,MS,"2,377",463
Copiah,MS,"3,390",412
Covington,MS,"1,366",165
DeSoto,MS,"5,620","2,019"
Forrest,MS,"3,781","1,385"
Franklin,MS,720,322
George,MS,370,128
Greene,MS,374,61
Grenada,MS,"1,804",258
Hancock,MS,941,546
Harrison,MS,"6,945","2,345"
Hinds,MS,"32,207","5,899"
Holmes,MS,"3,301",231
Humphreys,MS,"1,554",90
Issaquena,MS,175,20
Itawamba,MS,389,157
Jackson,MS,"5,019","1,520"
Jasper,MS,"2,043",210
Jefferson,MS,"1,551",175
Jefferson Davis,MS,"1,806",190
Jones,MS,"2,703",512
Kemper,MS,"1,030",111
Lafayette,MS,"2,451","1,336"
Lamar,MS,"1,515",564
Lauderdale,MS,"3,687",679
Lawrence,MS,"1,159",183
Leake,MS,"1,706",271
Lee,MS,"3,110",924
Leflore,MS,"2,175",225
Lincoln,MS,"1,868",316
Lowndes,MS,"4,040",849
Madison,MS,"7,786","1,532"
Marion,MS,"1,554",204
Marshall,MS,"3,497",395
Monroe,MS,"1,916",311
Montgomery,MS,"1,079",119
Neshoba,MS,932,250
Newton,MS,"1,037",187
Noxubee,MS,"1,399",136
Oktibbeha,MS,"2,488",765
Panola,MS,"3,061",479
Pearl River,MS,"1,045",366
Perry,MS,489,96
Pike,MS,"3,015",452
Pontotoc,MS,737,272
Prentiss,MS,704,258
Quitman,MS,993,143
Rankin,MS,"4,846","1,411"
Scott,MS,"2,063",317
Sharkey,MS,667,58
Simpson,MS,"1,873",295
Smith,MS,729,150
Stone,MS,556,147
Sunflower,MS,"2,407",307
Tallahatchie,MS,"1,343",166
Tate,MS,"1,478",247
Tippah,MS,580,174
Tishomingo,MS,391,209
Tunica,MS,904,220
Union,MS,598,223
Walthall,MS,"1,053",124
Warren,MS,"3,704",650
Washington,MS,"3,546",459
Wayne,MS,"1,449",251
Webster,MS,401,79
Wilkinson,MS,"1,276",69
Winston,MS,"1,532",214
Yalobusha,MS,"1,220",218
Yazoo,MS,"2,360",208
Mississippi,T,"187,334","37,748"
,,,
Adair,MO,799,"1,155"
Andrew,MO,498,728
Atchison,MO,141,173
Audrain,MO,749,728
Barry,MO,874,796
Barton,MO,205,214
Bates,MO,518,632
Benton,MO,669,568
Bollinger,MO,242,203
Boone,MO,"9,643","15,119"
Buchanan,MO,"3,443","4,148"
Butler,MO,889,766
Caldwell,MO,244,314
Callaway,MO,"1,378","1,679"
Camden,MO,"1,388","1,419"
Cape Girardeau,MO,"2,116","2,375"
Carroll,MO,233,255
Carter,MO,138,142
Cass,MO,"3,765","4,187"
Cedar,MO,332,361
Chariton,MO,321,274
Christian,MO,"2,147","3,073"
Clark,MO,202,178
Clay,MO,"10,640","12,574"
Clinton,MO,765,852
Cole,MO,"2,799","3,307"
Cooper,MO,516,501
Crawford,MO,522,712
Dade,MO,201,213
Dallas,MO,398,515
Daviess,MO,239,221
DeKalb,MO,223,328
Dent,MO,327,449
Douglas,MO,268,384
Dunklin,MO,726,448
Franklin,MO,"3,704","4,785"
Gasconade,MO,401,507
Gentry,MO,171,176
Greene,MO,"10,913","17,416"
Grundy,MO,219,262
Harrison,MO,158,163
Henry,MO,780,696
Hickory,MO,368,307
Holt,MO,128,110
Howard,MO,413,410
Howell,MO,833,"1,209"
Iron,MO,349,426
Jackson,MO,"49,332","43,324"
Jasper,MO,"2,291","3,829"
Jefferson,MO,"9,668","11,890"
Johnson,MO,"1,473","1,944"
Knox,MO,134,94
Laclede,MO,737,927
Lafayette,MO,"1,173","1,324"
Lawrence,MO,872,"1,028"
Lewis,MO,239,239
Lincoln,MO,"1,562","1,979"
Linn,MO,436,409
Livingston,MO,397,398
McDonald,MO,364,385
Macon,MO,421,505
Madison,MO,346,334
Maries,MO,305,292
Marion,MO,925,707
Mercer,MO,69,63
Miller,MO,432,480
Mississippi,MO,486,209
Moniteau,MO,340,409
Monroe,MO,252,228
Montgomery,MO,331,325
Morgan,MO,554,507
New Madrid,MO,691,360
Newton,MO,"1,240","1,553"
Nodaway,MO,616,831
Oregon,MO,319,271
Osage,MO,314,326
Ozark,MO,217,293
Pemiscot,MO,602,250
Perry,MO,436,438
Pettis,MO,"1,265","1,510"
Phelps,MO,"1,137","1,744"
Pike,MO,661,475
Platte,MO,"4,645","5,143"
Polk,MO,744,851
Pulaski,MO,860,"1,021"
Putnam,MO,102,108
Ralls,MO,415,311
Randolph,MO,647,750
Ray,MO,943,969
Reynolds,MO,230,228
Ripley,MO,260,250
St. Charles,MO,"17,810","21,594"
St. Clair,MO,340,320
St. Francois,MO,"1,939","2,267"
St. Louis,MO,"89,559","71,279"
Ste. Genevieve,MO,842,799
Saline,MO,911,805
Schuyler,MO,124,119
Scotland,MO,108,134
Scott,MO,"1,067",834
Shannon,MO,317,291
Shelby,MO,240,200
Stoddard,MO,674,489
Stone,MO,815,888
Sullivan,MO,177,113
Taney,MO,"1,203","1,381"
Texas,MO,603,666
Vernon,MO,491,518
Warren,MO,986,"1,222"
Washington,MO,754,664
Wayne,MO,393,264
Webster,MO,943,"1,171"
Worth,MO,59,76
Wright,MO,402,385
St. Louis,MO,"35,050","28,263"
Missouri,T,"312,285","310,711"
,,,
Beaverhead,MT,244,323
Big Horn,MT,414,486
Blaine,MT,280,406
Broadwater,MT,190,257
Carbon,MT,616,689
Carter,MT,21,26
Cascade,MT,"4,851","3,744"
Chouteau,MT,267,182
Custer,MT,476,388
Daniels,MT,65,44
Dawson,MT,228,234
Deer Lodge,MT,990,797
Fallon,MT,34,21
Fergus,MT,415,358
Flathead,MT,"3,285","4,487"
Gallatin,MT,"6,002","8,543"
Garfield,MT,9,17
Glacier,MT,976,"1,140"
Golden Valley,MT,27,29
Granite,MT,138,216
Hill,MT,868,876
Jefferson,MT,716,788
Judith Basin,MT,69,69
Lake,MT,"1,350","1,629"
Lewis and Clark,MT,"5,402","5,569"
Liberty,MT,78,74
Lincoln,MT,668,847
McCone,MT,65,58
Madison,MT,312,361
Meagher,MT,56,58
Mineral,MT,174,216
Missoula,MT,"8,229","13,916"
Musselshell,MT,92,116
Park,MT,916,"1,521"
Petroleum,MT,16,16
Phillips,MT,81,91
Pondera,MT,257,237
Powder River,MT,24,34
Powell,MT,205,251
Prairie,MT,48,44
Ravalli,MT,"1,866","2,169"
Richland,MT,218,158
Roosevelt,MT,317,399
Rosebud,MT,250,363
Sanders,MT,405,593
Sheridan,MT,171,154
Silver Bow,MT,"4,103","3,523"
Stillwater,MT,291,307
Sweet Grass,MT,107,132
Teton,MT,374,460
Toole,MT,129,107
Treasure,MT,34,43
Valley,MT,344,338
Wheatland,MT,48,52
Wibaux,MT,36,16
Yellowstone,MT,"7,958","7,184"
Montana,T,"55,805","65,156"
,,,
Adams,NE,781,792
Antelope,NE,82,133
Arthur,NE,1,10
Banner,NE,5,2
Blaine,NE,9,4
Boone,NE,130,160
Box Butte,NE,194,252
Boyd,NE,35,42
Brown,NE,23,32
Buffalo,NE,686,708
Burt,NE,207,155
Butler,NE,214,320
Cass,NE,565,560
Cedar,NE,163,232
Chase,NE,29,35
Cherry,NE,65,76
Cheyenne,NE,124,135
Clay,NE,86,112
Colfax,NE,171,155
Cuming,NE,114,141
Custer,NE,168,179
Dakota,NE,478,315
Dawes,NE,150,178
Dawson,NE,291,283
Deuel,NE,12,24
Dixon,NE,136,143
Dodge,NE,902,744
Douglas,NE,"12,843","10,104"
Dundy,NE,18,18
Fillmore,NE,151,135
Franklin,NE,43,50
Frontier,NE,28,24
Furnas,NE,56,68
Gage,NE,617,482
Garden,NE,25,27
Garfield,NE,22,27
Gosper,NE,39,43
Grant,NE,2,6
Greeley,NE,72,178
Hall,NE,"1,359","1,139"
Hamilton,NE,173,160
Harlan,NE,64,90
Hayes,NE,14,8
Hitchcock,NE,32,31
Holt,NE,99,129
Hooker,NE,8,6
Howard,NE,129,154
Jefferson,NE,116,127
Johnson,NE,73,78
Kearney,NE,103,94
Keith,NE,90,127
Keya Paha,NE,10,12
Kimball,NE,23,38
Knox,NE,96,119
Lancaster,NE,"12,245","10,304"
Lincoln,NE,665,647
Logan,NE,18,12
Loup,NE,8,8
McPherson,NE,5,9
Madison,NE,325,398
Merrick,NE,120,134
Morrill,NE,59,57
Nance,NE,89,87
Nemaha,NE,129,139
Nuckolls,NE,78,87
Otoe,NE,348,353
Pawnee,NE,56,65
Perkins,NE,38,36
Phelps,NE,114,150
Pierce,NE,50,72
Platte,NE,456,579
Polk,NE,84,73
Red Willow,NE,139,149
Richardson,NE,178,183
Rock,NE,10,20
Saline,NE,345,339
Sarpy,NE,"2,569","2,095"
Saunders,NE,348,412
Scotts Bluff,NE,437,357
Seward,NE,235,208
Sheridan,NE,30,65
Sherman,NE,90,126
Sioux,NE,18,12
Stanton,NE,66,105
Thayer,NE,90,82
Thomas,NE,7,11
Thurston,NE,118,136
Valley,NE,120,103
Washington,NE,498,374
Wayne,NE,185,162
Webster,NE,71,68
Wheeler,NE,13,13
York,NE,112,118
Nebraska,T,"42,692","37,744"
,,,
Belknap,NH,"3,495","6,005"
Carroll,NH,"3,230","5,638"
Cheshire,NH,"5,132","12,441"
Coos,NH,"2,013","3,639"
Grafton,NH,"6,918","14,245"
Hillsborough,NH,"28,147","39,245"
Merrimack,NH,"12,250","18,107"
Rockingham,NH,"22,829","31,065"
Strafford,NH,"8,813","15,881"
Sullivan,NH,"2,497","5,915"
New Hampshire,T,"95,324","152,181"
,,,
Atlantic,NJ,"13,556","8,805"
Bergen,NJ,"57,319","32,994"
Burlington,NJ,"33,166","19,461"
Camden,NJ,"44,400","26,905"
Cape May,NJ,"3,969","3,269"
Cumberland,NJ,"6,894","3,847"
Essex,NJ,"77,836","28,679"
Gloucester,NJ,"18,011","14,082"
Hudson,NJ,"50,875","25,815"
Hunterdon,NJ,"5,794","5,362"
Mercer,NJ,"29,650","15,276"
Middlesex,NJ,"48,202","30,800"
Monmouth,NJ,"30,967","22,360"
Morris,NJ,"24,285","17,355"
Ocean,NJ,"19,663","16,424"
Passaic,NJ,"29,997","14,356"
Salem,NJ,"2,821","2,175"
Somerset,NJ,"19,838","12,385"
Sussex,NJ,"3,986","5,303"
Union,NJ,"41,605","18,853"
Warren,NJ,"3,413","3,552"
New Jersey,T,"566,247","328,058"
,,,
Bernalillo,NM,"37,175","38,501"
Catron,NM,116,183
Chaves,NM,"1,238",952
Cibola,NM,"1,593","1,500"
Colfax,NM,949,743
Curry,NM,677,769
De Baca,NM,96,114
Dona Ana,NM,"9,215","7,369"
Eddy,NM,"1,571","1,341"
Grant,NM,"2,274","2,270"
Guadalupe,NM,399,332
Harding,NM,75,46
Hidalgo,NM,517,323
Lea,NM,707,651
Lincoln,NM,517,527
Los Alamos,NM,"1,426","1,412"
Luna,NM,918,714
McKinley,NM,"4,865","3,361"
Mora,NM,984,603
Otero,NM,"1,341","1,210"
Quay,NM,474,445
Rio Arriba,NM,"5,043","3,360"
Roosevelt,NM,282,392
Sandoval,NM,"7,490","7,008"
San Juan,NM,"3,127","2,824"
San Miguel,NM,"3,443","2,365"
Santa Fe,NM,"16,131","15,777"
Sierra,NM,401,532
Socorro,NM,"1,055","1,027"
Taos,NM,"3,303","4,360"
Torrance,NM,651,655
Union,NM,154,190
Valencia,NM,"3,127","2,885"
New Mexico,T,"111,334","104,741"
,,,
Albany,NY,"19,914","21,798"
Allegany,NY,847,"1,209"
Broome,NY,"7,641","10,151"
Cattaraugus,NY,"1,844","2,481"
Cayuga,NY,"2,592","2,805"
Chautauqua,NY,"3,865","4,431"
Chemung,NY,"2,740","2,752"
Chenango,NY,"1,062","1,613"
Clinton,NY,"1,774","4,797"
Columbia,NY,"3,039","3,660"
Cortland,NY,"1,515","2,037"
Delaware,NY,"1,172","1,813"
Dutchess,NY,"11,701","12,395"
Erie,NY,"54,279","52,473"
Essex,NY,838,"2,145"
Franklin,NY,"1,076","2,512"
Fulton,NY,"1,010","1,475"
Genesee,NY,"1,393","1,622"
Greene,NY,"1,195","1,566"
Hamilton,NY,141,245
Herkimer,NY,"1,507","1,873"
Jefferson,NY,"2,579","2,656"
Lewis,NY,492,703
Livingston,NY,"1,685","2,516"
Madison,NY,"2,039","2,528"
Monroe,NY,"39,310","36,490"
Montgomery,NY,"1,298","1,732"
Nassau,NY,"74,870","44,731"
Niagara,NY,"8,202","9,294"
Oneida,NY,"6,586","7,739"
Onondaga,NY,"21,786","19,186"
Ontario,NY,"4,040","4,445"
Orange,NY,"12,855","12,077"
Orleans,NY,725,923
Oswego,NY,"2,631","3,273"
Otsego,NY,"1,995","2,868"
Putnam,NY,"3,718","3,832"
Rensselaer,NY,"5,068","7,003"
Rockland,NY,"17,868","11,790"
St. Lawrence,NY,"3,142","4,425"
Saratoga,NY,"7,672","9,694"
Schenectady,NY,"6,526","7,241"
Schoharie,NY,706,"1,216"
Schuyler,NY,548,876
Seneca,NY,"1,125","1,247"
Steuben,NY,"2,149","2,926"
Suffolk,NY,"53,420","44,033"
Sullivan,NY,"2,369","2,958"
Tioga,NY,"1,318","1,936"
Tompkins,NY,"6,138","10,130"
Ulster,NY,"7,642","12,435"
Warren,NY,"1,868","2,871"
Washington,NY,"1,292","2,274"
Wayne,NY,"1,988","2,436"
Westchester,NY,"74,900","36,753"
Wyoming,NY,639,958
Yates,NY,637,720
Bronx,NY,"105,719","46,189"
Kings,NY,"183,662","123,872"
New York,NY,"190,806","98,194"
Queens,NY,"133,210","81,762"
Richmond,NY,"17,612","15,471"
New York,T,"1,133,980","820,256"
,,,
Alamance,NC,"7,491","5,827"
Alexander,NC,"1,151","1,126"
Alleghany,NC,565,575
Anson,NC,"2,326",927
Ashe,NC,"1,229","1,212"
Avery,NC,330,435
Beaufort,NC,"3,054","1,849"
Bertie,NC,"2,094",772
Bladen,NC,"3,448","1,525"
Brunswick,NC,"7,244","4,288"
Buncombe,NC,"17,698","31,146"
Burke,NC,"3,527","3,469"
Cabarrus,NC,"8,233","7,154"
Caldwell,NC,"2,168","2,119"
Camden,NC,469,299
Carteret,NC,"2,957","2,724"
Caswell,NC,"1,745",899
Catawba,NC,"5,336","4,597"
Chatham,NC,"7,454","5,563"
Cherokee,NC,"1,033","1,035"
Chowan,NC,988,476
Clay,NC,494,367
Cleveland,NC,"4,898","3,123"
Columbus,NC,"3,676","2,020"
Craven,NC,"5,431","3,326"
Cumberland,NC,"22,918","11,211"
Currituck,NC,785,708
Dare,NC,"2,018","2,337"
Davidson,NC,"4,572","3,915"
Davie,NC,"1,397","1,047"
Duplin,NC,"3,067","1,462"
Durham,NC,"35,962","25,738"
Edgecombe,NC,"6,439","2,066"
Forsyth,NC,"25,036","17,087"
Franklin,NC,"4,977","2,884"
Gaston,NC,"7,755","5,814"
Gates,NC,736,347
Graham,NC,321,297
Granville,NC,"4,721","2,728"
Greene,NC,"1,675",827
Guilford,NC,"38,025","28,409"
Halifax,NC,"6,362","2,332"
Harnett,NC,"4,696","3,155"
Haywood,NC,"3,769","3,897"
Henderson,NC,"4,857","5,165"
Hertford,NC,"2,938",961
Hoke,NC,"3,576","1,856"
Hyde,NC,463,391
Iredell,NC,"5,903","5,022"
Jackson,NC,"2,070","3,070"
Johnston,NC,"8,057","6,282"
Jones,NC,911,502
Lee,NC,"3,260","2,273"
Lenoir,NC,"4,986","2,031"
Lincoln,NC,"2,821","2,302"
McDowell,NC,"1,353","1,631"
Macon,NC,"1,555","1,442"
Madison,NC,"1,214","2,062"
Martin,NC,"2,479","1,101"
Mecklenburg,NC,"71,596","45,612"
Mitchell,NC,317,454
Montgomery,NC,"1,379",890
Moore,NC,"4,715","2,983"
Nash,NC,"8,621","3,715"
New Hanover,NC,"12,370","12,483"
Northampton,NC,"3,211","1,071"
Onslow,NC,"4,634","3,284"
Orange,NC,"17,644","18,250"
Pamlico,NC,930,682
Pasquotank,NC,"2,510","1,159"
Pender,NC,"2,914","1,915"
Perquimans,NC,720,483
Person,NC,"2,966","2,161"
Pitt,NC,"12,158","7,938"
Polk,NC,"1,109","1,135"
Randolph,NC,"3,000","2,942"
Richmond,NC,"2,973","1,605"
Robeson,NC,"8,596","5,310"
Rockingham,NC,"4,483","3,029"
Rowan,NC,"5,065","4,016"
Rutherford,NC,"2,395","2,329"
Sampson,NC,"3,804","1,563"
Scotland,NC,"2,684","1,146"
Stanly,NC,"2,177","1,825"
Stokes,NC,"1,448","1,335"
Surry,NC,"2,433","2,239"
Swain,NC,670,839
Transylvania,NC,"1,818","1,978"
Tyrrell,NC,267,198
Union,NC,"7,707","5,606"
Vance,NC,"4,585","2,013"
Wake,NC,"79,234","67,429"
Warren,NC,"3,025","1,040"
Washington,NC,"1,377",599
Watauga,NC,"2,536","6,016"
Wayne,NC,"7,590","3,603"
Wilkes,NC,"2,119","1,794"
Wilson,NC,"6,437","2,950"
Yadkin,NC,833,791
Yancey,NC,"1,152","1,403"
North Carolina,T,"622,915","467,018"
,,,
Adams,OH,886,646
Allen,OH,"3,751","2,832"
Ashland,OH,"1,466","1,497"
Ashtabula,OH,"5,403","4,356"
Athens,OH,"3,616","6,365"
Auglaize,OH,"1,050",976
Belmont,OH,"4,024","3,308"
Brown,OH,"1,570","1,086"
Butler,OH,"13,230","11,714"
Carroll,OH,"1,098",998
Champaign,OH,"1,247","1,130"
Clark,OH,"7,249","5,065"
Clermont,OH,"5,778","5,981"
Clinton,OH,928,984
Columbiana,OH,"4,134","3,615"
Coshocton,OH,"1,377","1,155"
Crawford,OH,"1,359","1,192"
Cuyahoga,OH,"130,287","75,865"
Darke,OH,"1,261","1,020"
Defiance,OH,"1,520","1,464"
Delaware,OH,"9,729","7,178"
Erie,OH,"5,568","4,426"
Fairfield,OH,"6,530","5,225"
Fayette,OH,774,553
Franklin,OH,"88,257","72,505"
Fulton,OH,"1,502","1,563"
Gallia,OH,961,985
Geauga,OH,"4,223","3,606"
Greene,OH,"6,814","7,057"
Guernsey,OH,"1,463","1,253"
Hamilton,OH,"59,686","41,061"
Hancock,OH,"2,080","2,525"
Hardin,OH,783,687
Harrison,OH,828,684
Henry,OH,991,985
Highland,OH,"1,131",889
Hocking,OH,"1,219","1,080"
Holmes,OH,561,573
Huron,OH,"2,069","1,938"
Jackson,OH,"1,024",713
Jefferson,OH,"4,366","3,411"
Knox,OH,"1,923","2,036"
Lake,OH,"12,743","10,714"
Lawrence,OH,"2,552","1,938"
Licking,OH,"6,967","6,165"
Logan,OH,"1,026","1,032"
Lorain,OH,"21,632","16,776"
Lucas,OH,"32,767","24,897"
Madison,OH,"1,240",937
Mahoning,OH,"21,468","14,403"
Marion,OH,"2,644","1,988"
Medina,OH,"8,014","7,073"
Meigs,OH,807,775
Mercer,OH,"1,049",871
Miami,OH,"3,192","2,762"
Monroe,OH,"1,200","1,151"
Montgomery,OH,"34,149","23,542"
Morgan,OH,570,433
Morrow,OH,"1,175","1,052"
Muskingum,OH,"3,114","2,346"
Noble,OH,525,417
Ottawa,OH,"2,591","2,042"
Paulding,OH,730,548
Perry,OH,"1,483","1,085"
Pickaway,OH,"2,148","1,726"
Pike,OH,"1,348",960
Portage,OH,"8,831","9,236"
Preble,OH,"1,191","1,069"
Putnam,OH,820,939
Richland,OH,"5,321","4,203"
Ross,OH,"3,634","2,671"
Sandusky,OH,"2,907","2,513"
Scioto,OH,"3,546","2,985"
Seneca,OH,"2,102","2,108"
Shelby,OH,"1,297","1,156"
Stark,OH,"21,839","16,701"
Summit,OH,"39,653","30,513"
Trumbull,OH,"18,189","15,072"
Tuscarawas,OH,"4,569","4,122"
Union,OH,"1,613","1,539"
Van Wert,OH,712,634
Vinton,OH,521,512
Warren,OH,"7,089","6,294"
Washington,OH,"2,585","2,477"
Wayne,OH,"3,481","3,332"
Williams,OH,"1,018","1,182"
Wood,OH,"6,246","7,656"
Wyandot,OH,667,666
Ohio,T,"696,681","535,395"
,,,
Adair,OK,583,973
Alfalfa,OK,92,191
Atoka,OK,373,724
Beaver,OK,52,94
Beckham,OK,464,827
Blaine,OK,313,435
Bryan,OK,"1,050","1,917"
Caddo,OK,"1,060","1,548"
Canadian,OK,"3,357","4,924"
Carter,OK,"1,240","2,113"
Cherokee,OK,"2,023","2,900"
Choctaw,OK,384,745
Cimarron,OK,22,68
Cleveland,OK,"10,439","16,441"
Coal,OK,137,456
Comanche,OK,"3,523","3,805"
Cotton,OK,204,388
Craig,OK,609,926
Creek,OK,"2,303","2,791"
Custer,OK,751,"1,275"
Delaware,OK,"1,448","1,776"
Dewey,OK,134,270
Ellis,OK,70,193
Garfield,OK,"1,403","1,771"
Garvin,OK,910,"1,506"
Grady,OK,"1,629","2,679"
Grant,OK,125,224
Greer,OK,164,333
Harmon,OK,122,167
Harper,OK,69,152
Haskell,OK,475,753
Hughes,OK,537,873
Jackson,OK,505,652
Jefferson,OK,197,347
Johnston,OK,260,606
Kay,OK,"1,288","1,791"
Kingfisher,OK,268,473
Kiowa,OK,332,515
Latimer,OK,499,852
Le Flore,OK,"1,499","2,283"
Lincoln,OK,"1,162","1,624"
Logan,OK,"1,315","1,645"
Love,OK,314,502
McClain,OK,"1,157","1,865"
McCurtain,OK,712,"1,314"
McIntosh,OK,"1,023","1,263"
Major,OK,140,215
Marshall,OK,400,738
Mayes,OK,"1,659","2,144"
Murray,OK,544,909
Muskogee,OK,"3,383","3,515"
Noble,OK,363,563
Nowata,OK,406,530
Okfuskee,OK,421,601
Oklahoma,OK,"34,282","32,406"
Okmulgee,OK,"1,873","1,887"
Osage,OK,"2,390","2,327"
Ottawa,OK,972,"1,238"
Pawnee,OK,604,764
Payne,OK,"2,624","3,832"
Pittsburg,OK,"1,717","3,027"
Pontotoc,OK,"1,186","2,393"
Pottawatomie,OK,"2,303","3,401"
Pushmataha,OK,317,667
Roger Mills,OK,100,268
Rogers,OK,"2,812","3,760"
Seminole,OK,932,"1,194"
Sequoyah,OK,"1,359","1,872"
Stephens,OK,"1,174","2,108"
Texas,OK,267,393
Tillman,OK,214,346
Tulsa,OK,"25,407","26,574"
Wagoner,OK,"2,495","2,822"
Washington,OK,"1,649","2,006"
Washita,OK,294,700
Woods,OK,217,364
Woodward,OK,343,694
Oklahoma,T,"139,443","174,228"
,,,
Baker,OR,494,748
Benton,OR,"7,465","11,922"
Clackamas,OR,"28,114","31,188"
Clatsop,OR,"2,714","3,547"
Columbia,OR,"3,089","4,323"
Coos,OR,"3,487","4,505"
Crook,OR,844,"1,031"
Curry,OR,"1,439","1,594"
Deschutes,OR,"11,160","13,157"
Douglas,OR,"4,532","5,793"
Gilliam,OR,101,100
Grant,OR,215,386
Harney,OR,236,352
Hood River,OR,"1,652","2,587"
Jackson,OR,"13,035","17,175"
Jefferson,OR,807,903
Josephine,OR,"4,030","5,363"
Klamath,OR,"2,292","2,862"
Lake,OR,199,295
Lane,OR,"28,221","44,846"
Lincoln,OR,"4,057","4,757"
Linn,OR,"5,036","7,175"
Malheur,OR,572,619
Marion,OR,"15,418","19,196"
Morrow,OR,294,337
Multnomah,OR,"76,106","110,689"
Polk,OR,"4,585","5,667"
Sherman,OR,67,82
Tillamook,OR,"1,911","2,241"
Umatilla,OR,"2,022","2,329"
Union,OR,965,"1,415"
Wallowa,OR,331,499
Wasco,OR,"1,281","1,837"
Washington,OR,"37,636","44,573"
Wheeler,OR,48,86
Yamhill,OR,"5,391","6,650"
Oregon,T,"269,846","360,829"
,,,
Adams,PA,"3,863","4,101"
Allegheny,PA,"123,715","99,078"
Armstrong,PA,"2,992","3,073"
Beaver,PA,"13,531","9,873"
Bedford,PA,"1,388","1,387"
Berks,PA,"21,063","22,078"
Blair,PA,"3,965","4,360"
Bradford,PA,"1,809","1,839"
Bucks,PA,"46,917","36,173"
Butler,PA,"8,790","7,833"
Cambria,PA,"8,507","9,024"
Cameron,PA,186,240
Carbon,PA,"3,384","3,460"
Centre,PA,"8,458","10,331"
Chester,PA,"33,082","26,193"
Clarion,PA,"1,529","1,511"
Clearfield,PA,"3,194","3,414"
Clinton,PA,"1,704","1,739"
Columbia,PA,"2,504","3,601"
Crawford,PA,"3,707","3,789"
Cumberland,PA,"12,421","11,513"
Dauphin,PA,"18,474","13,787"
Delaware,PA,"46,252","30,824"
Elk,PA,"1,601","1,846"
Erie,PA,"20,395","18,362"
Fayette,PA,"9,195","6,460"
Forest,PA,251,221
Franklin,PA,"4,707","4,282"
Fulton,PA,366,365
Greene,PA,"2,268","1,927"
Huntingdon,PA,"1,304","1,666"
Indiana,PA,"4,049","3,839"
Jefferson,PA,"1,249","1,507"
Juniata,PA,664,754
Lackawanna,PA,"23,020","17,308"
Lancaster,PA,"19,840","21,321"
Lawrence,PA,"5,845","3,981"
Lebanon,PA,"4,669","4,599"
Lehigh,PA,"20,430","18,338"
Luzerne,PA,"20,542","18,543"
Lycoming,PA,"3,808","4,730"
McKean,PA,"1,053","1,190"
Mercer,PA,"6,530","4,739"
Mifflin,PA,"1,201","1,242"
Monroe,PA,"8,169","7,042"
Montgomery,PA,"75,628","52,132"
Montour,PA,846,890
Northampton,PA,"18,104","16,940"
Northumberland,PA,"3,582","3,632"
Perry,PA,"1,329","1,752"
Philadelphia,PA,"218,959","129,353"
Pike,PA,"2,009","1,894"
Potter,PA,402,560
Schuylkill,PA,"6,534","6,040"
Snyder,PA,"1,125","1,081"
Somerset,PA,"3,114","3,206"
Sullivan,PA,312,296
Susquehanna,PA,"1,680","1,610"
