"","county","state","clinton_16","trump_16","obama_08","mccain_08","obama_12","romney_12","clinton_primary","sanders_primary","miss_data","alcohol_08","alcohol_12","alcohol_16","drug_08","drug_12","drug_16","suicides_08","suicides_12","suicides_16","pop_2014","pop_2010","perc_under_18","perc_over_65","perc_females","perc_white","perc_black","perc_asian","perc_hisp","perc_immigrants","perc_high_school","perc_bachelors","perc_vets","commuting_time","perc_own_homes","per_cap_income","median_hh_income","perc_below_poverty","land_area","pop_density_2010","pop_density_2014","religious_14","civic_14","business_14","political_14","professsional_14","labor_14","bowling_14","recreation_14","golf_14","sports_14","pop_14","soc_cap_agg_14","voter_to_12","census_resp_10","non_profits_14","soc_cap_indx_14","hh_inc_change_p25","hh_inc_change_p75","diversity_idx_2016","total_votes_16","total_votes_08","total_votes_12","primary_total","suicides_16_scaled","alcohol_08_scaled","alcohol_12_scaled","alcohol_16_scaled","drug_08_scaled","drug_12_scaled","drug_16_scaled","suicides_08_scaled","suicides_12_scaled","religious_14_scaled","civic_14_scaled","business_14_scaled","political_14_scaled","professsional_14_scaled","labor_14_scaled","bowling_14_scaled","recreation_14_scaled","golf_14_scaled","sports_14_scaled","non_profits_14_scaled","total_mort_08","total_mort_12","total_mort_16","total_mort_08_scaled","total_mort_12_scaled","total_mort_16_scaled","trump_over_romney","trump_over_mccain","trump_over_hillary"
"2606","ElPaso","Texas",147843,55512,121589,61598,112273,56517,36140,17234,0,54,54,63,64,65,84,63,62,84,833487,800647,28.3,11.3,51,92.1,4,1.3,81.2,26,74,20.7,49258,23.2,61.7,18379,40157,23.3,1012.69,790.6,823.0425895,256,35,9,5,12,16,4,63,5,1,835545,0.485910394,0.449297305,0.74,1556,-2.390463978,NA,NA,0.457789,203355,183187,168790,53374,10.0781415906907,6.47880530830115,6.47880530830115,7.55860619301801,7.67858406909766,7.79856194517731,10.0781415906907,7.55860619301801,7.43862831693836,30.7143362763906,4.19922566278778,1.07980088471686,0.599889380398255,1.43973451295581,1.91964601727441,0.479911504318604,7.55860619301801,0.599889380398255,0.119977876079651,186.685575179937,181,181,231,0.000226067168177736,0.000226067168177736,0.000277148893743994,-1005,-6086,-92331
"2607","Ellis","Texas",16253,44941,15315,38046,13803,39353,3725,1568,0,6,7,7,10,10,14,11,12,13,159317,149610,27,11.9,50.6,87,9.7,0.7,25.1,7.8,83.6,20.7,9986,29,74.6,25662,61952,11.9,935.49,159.9,170.3032635,122,8,10,1,0,0,2,13,4,0,159365,1.003984564,0.60753032,0.76,586,-0.96664343,0.29,0.23,0.458456,61194,53361,53156,5293,8.15983228406259,3.76607643879812,4.39375584526447,4.39375584526447,6.27679406466353,6.27679406466353,8.78751169052894,6.90447347112988,7.53215287759624,76.5768875888951,5.02143525173083,6.27679406466353,0.627679406466353,0,0,1.25535881293271,8.15983228406259,2.51071762586541,0,367.820132189283,27,29,34,0.000180469219971927,0.000193837310340218,0.00021341099819856,5588,6895,28688
"2608","Erath","Texas",2160,11210,3126,10757,1965,10325,427,365,0,2,1,3,4,4,3,8,5,5,40147,37890,20.8,13.7,50.9,94.6,1.7,0.8,20.1,8.5,82,24.3,2299,18.2,59.9,21670,39586,22.3,1083.07,35,37.06777955,38,3,4,0,0,0,1,3,2,0,40617,1.255631878,0.599634633,0.71,188,-0.59072654,0.62,0.24,0.456246,13370,13883,12290,792,12.4542307021695,4.98169228086781,2.49084614043391,7.47253842130172,9.96338456173562,9.96338456173562,7.47253842130172,19.9267691234712,12.4542307021695,94.6521533364884,7.47253842130172,9.96338456173562,0,0,0,2.49084614043391,7.47253842130172,4.98169228086781,0,468.279074401574,14,10,11,0.000369490630773291,0.000263921879123779,0.00027399307544773,885,453,9050
"2609","Falls","Texas",1684,3441,1958,2975,2033,3356,551,115,0,1,2,3,1,1,0,0,2,1,16989,17866,21.2,17.3,52.3,71.8,24.8,0.5,22.5,5.7,74.4,10.7,1359,27,72,16486,32908,20.9,765.48,23.3,22.19391754,19,2,2,1,0,0,0,0,1,0,17176,1.455519329,0.559168553,0.59,89,-0.440218462,-0.16,0.21,0.449114,5125,4933,5389,666,5.88616163399847,5.88616163399847,11.7723232679969,17.6584849019954,5.88616163399847,5.88616163399847,0,0,11.7723232679969,111.837071045971,11.7723232679969,11.7723232679969,5.88616163399847,0,0,0,0,5.88616163399847,0,523.868385425864,2,5,4,0.000111944475540132,0.00027986118885033,0.000235446465359939,85,466,1757
"2610","Fannin","Texas",2132,9548,3464,8090,2482,8143,507,279,0,3,5,4,3,3,3,8,7,10,33752,33915,21,18.8,47,89,7,0.5,10.5,4.5,82.4,15,3299,28.2,74.6,20337,44355,17.2,890.84,38.1,37.8878362,38,2,2,0,0,2,0,2,3,0,33776,1.450734249,0.557022066,0.71,160,-0.572354662,0.39,0.25,0.448628,11680,11554,10625,786,29.6278739037687,8.8883621711306,14.8139369518843,11.8511495615075,8.8883621711306,8.8883621711306,8.8883621711306,23.7022991230149,20.7395117326381,112.585920834321,5.92557478075373,5.92557478075373,0,0,5.92557478075373,0,5.92557478075373,8.8883621711306,0,474.045982460299,14,15,17,0.000412796697626419,0.000442282176028306,0.000503673856364067,1405,1458,7416
"2611","Fayette","Texas",2144,8743,3009,7572,2311,8098,584,309,0,1,0,2,5,3,1,10,3,1,24833,24554,20.9,23.8,50.8,90.4,6.9,0.4,19.9,7.9,80.2,16.8,2071,23,76.4,27032,48015,11.6,950.01,25.8,26.13972485,39,2,6,0,0,0,2,1,2,0,24870,2.090872537,0.666729858,0.73,339,1.98486944,0.65,0.47,0.447005,10887,10581,10409,893,4.02689968992872,4.02689968992872,0,8.05379937985745,20.1344984496436,12.0806990697862,4.02689968992872,40.2689968992872,12.0806990697862,157.04908790722,8.05379937985745,24.1613981395723,0,0,0,8.05379937985745,4.02689968992872,8.05379937985745,0,1365.11899488584,16,6,4,0.000651624989818359,0.000244359371181885,0.000161075987597149,645,1171,6599
"2612","Fisher","Texas",403,1265,687,1083,512,1094,226,146,-1,0.210186885,0.35113162,0.466305875,0.312200809,0.21018946,0.385149938,0.449380237,0.651884717,0.798313298,3831,3974,20.7,23.1,50.4,92.8,3.8,0.4,27.9,2.1,80.8,15.2,293,20.9,71.1,22709,42125,17.1,898.94,4.4,4.261685986,8,0,1,0,0,1,0,0,1,0,3828,2.873563218,0.579509072,0.64,17,0.770912267,NA,NA,0.444622,1668,1770,1606,372,20.8382484468807,5.48647572435395,9.16553432524145,12.1719100756982,8.14932939180371,5.48654293918037,10.0535092143044,11.7301027669016,17.016045862699,208.822761681023,0,26.1028452101279,0,0,26.1028452101279,0,0,26.1028452101279,0,443.748368572174,0.971767931,1.213205797,1.649769111,0.000244531437091092,0.000305285806995471,0.000430636677368833,171,182,862
"2613","Floyd","Texas",435,1474,729,1784,551,1523,60,24,-1,0.350271157,0.585152014,0.777087015,0.521390118,0.350393792,0.641842686,0,0,0,5949,6446,27.2,18.7,50.3,93.2,4.2,0.4,56.2,5.6,74.6,17.1,312,18.1,69.3,21655,42279,20.3,992.14,6.5,5.996129578,11,2,2,0,0,0,0,0,1,0,5972,2.679169457,0.483758701,0.66,51,0.903048467,0.15,0.44,0.443172,1909,2513,2074,84,0,5.88789976466633,9.83614076315347,13.0624813414019,8.76433212304589,5.88996120356362,10.7890853252648,0,0,184.905026054799,33.6190956463271,33.6190956463271,0,0,0,0,0,16.8095478231636,0,857.286938981341,0.871661275,0.935545806,1.418929701,0.000135225143499845,0.000145135868135278,0.000238515666666667,-49,-310,1039
"2614","Foard","Texas",113,383,208,327,140,346,80,112,-1,0.072772173,0.12157091,0.161447237,0.108424575,0.072845697,0.133348938,0.156065775,0.225924728,0.245045312,1275,1336,21.4,24.9,51.4,92.2,5.3,0.8,18.7,1.5,78,21.8,93,12.7,69.5,20202,33750,15.4,704.4,1.9,1.810051107,2,0,1,0,1,0,0,0,0,0,1268,3.154574132,0.460037175,0.52,25,3.213665437,NA,NA,0.442237,496,535,486,192,19.2192401568627,5.70762141176471,9.53497333333333,12.6625283921569,8.50388823529412,5.713388,10.4587402352941,12.2404529411765,17.7195865098039,156.862745098039,0,78.4313725490196,0,78.4313725490196,0,0,0,0,0,1960.78431372549,0.337262523,0.420341335,0.539841487,0.000252442008233533,0.000314626747754491,0.000423405087843137,37,56,270
"2615","FortBend","Texas",134686,117291,98136,102846,101043,116028,29259,9774,0,10,13,21,20,19,50,44,41,70,685345,585375,27.9,9.4,50.9,57.2,21.1,19,24,25.9,88.5,41.4,26189,30.6,78.7,34084,85297,8.4,861.48,679.5,795.5437155,232,12,8,3,4,1,2,49,14,0,686650,0.473312459,0.646137406,0.77,1892,-1.446432091,NA,NA,0.439377,251977,200982,217071,39033,10.2138339084695,1.45911912978135,1.89685486871576,3.06415017254084,2.9182382595627,2.77232634658457,7.29559564890676,6.42012417103794,5.98238843210354,33.8515638109273,1.75094295573762,1.16729530382508,0.437735738934405,0.58364765191254,0.145911912978135,0.29182382595627,7.14968373592862,2.04276678169389,0,276.065339354632,74,73,141,0.000126414691437113,0.000124706384796071,0.000205735797299171,1263,14445,-17395
"2616","Franklin","Texas",665,3585,1094,3394,750,3446,164,73,0,0,1,1.18246844,0,0,0,0,3,1,10600,10605,24.2,20.3,51,91.9,4.5,0.8,13.7,6.9,83.5,20.3,995,22.4,77,28189,45523,14.4,284.39,37.3,37.27275924,9,3,2,0,0,0,0,0,0,0,10593,1.32162749,0.638901396,0.67,55,-0.257912903,0.11,0.41,0.436011,4250,4488,4196,237,9.43396226415094,0,9.43396226415094,11.1553626415094,0,0,0,0,28.3018867924528,84.9056603773585,28.3018867924528,18.8679245283019,0,0,0,0,0,0,0,518.867924528302,0,4,2.18246844,0,0.000377180575200377,0.000205893249056604,139,191,2920
"2617","Freestone","Texas",1471,6026,2032,5201,1848,5644,380,102,0,0,1.651921116,0,2,0,1,4,2,4,19762,19816,23.1,18.2,48.2,79.7,16.5,0.8,14.8,7.2,78.8,11.7,1756,24.3,79.4,22876,44502,15.6,877.74,22.6,22.51463987,19,2,1,0,0,2,0,2,1,0,19647,1.374255612,0.66420988,0.63,97,-0.136375864,0.43,0.49,0.428644,7497,7233,7492,482,20.240866309078,0,8.35907861552474,0,10.120433154539,0,5.06021657726951,20.240866309078,10.120433154539,96.1441149681206,10.120433154539,5.06021657726951,0,0,10.120433154539,0,10.120433154539,5.06021657726951,0,490.841007995142,6,3.651921116,5,0.000302785627775535,0.000184291537949132,0.000253010828863475,382,825,4555
"2618","Frio","Texas",2444,1856,2405,1644,2376,1559,1864,630,0,2,0,2,0,0,1,0,4,1,18531,17217,24.4,11.6,41.3,92,3.9,2.3,77.8,9.7,63.9,6.5,935,17.4,65.8,15863,35849,24,1133.5,15.2,16.34847816,11,0,2,0,0,0,0,1,0,0,18577,0.753620068,0.382716049,0.49,47,-2.220877412,0.16,0.02,0.427547,4300,4049,3935,2494,5.39636285143813,10.7927257028763,0,10.7927257028763,0,0,5.39636285143813,0,21.5854514057525,59.3599913658194,0,10.7927257028763,0,0,0,0,5.39636285143813,0,0,253.629054017592,2,4,4,0.000116164256258349,0.000232328512516699,0.000215854514057525,297,212,-588
"2619","Gaines","Texas",597,3907,650,3385,535,3484,91,59,-1,0.868171733,0,1.926064896,2,3,1,1,2,4,19425,17526,35.1,9.3,49.4,94.9,2.2,0.5,39.5,19.2,59.3,11.9,472,16.7,76.9,21572,52910,16.8,1502.38,11.7,12.92948522,24,0,3,0,0,0,0,0,0,0,19279,1.400487577,0.529496028,0.69,45,-1.13976305,0.91,0.41,0.42533,4504,4035,4019,150,20.5920205920206,4.46935255083655,0,9.915392,10.2960102960103,15.4440154440154,5.14800514800515,5.14800514800515,10.2960102960103,123.552123552124,0,15.4440154440154,0,0,0,0,0,0,0,231.660231660232,3.868171733,5,6.926064896,0.000220710472041538,0.000285290425653315,0.000356554177400257,423,522,3310
"2620","Galveston","Texas",43658,73757,41543,61844,39162,68594,9466,4241,0,23,23,42,47,40,51,47,33,47,314198,291309,24.7,12.8,50.6,80.1,13.6,3.4,23.7,9.7,87.1,28.5,21663,26.7,68.7,30926,61877,13.3,378.36,769.9,830.4207633,154,25,13,3,2,11,1,27,7,0,314283,0.773188496,0.593799729,0.68,1267,-1.14046966,-0.42,-0.13,0.423247,117415,103387,107756,13707,14.9587202973921,7.32022482638336,7.32022482638336,13.3673670742653,14.9587202973921,12.7308257850145,16.2318028758935,14.9587202973921,10.502931272637,49.013679272306,7.95676611563409,4.13751838012973,0.954811933876091,0.636541289250727,3.500977090879,0.318270644625364,8.59330740488482,2.22789451237755,0,403.248906740336,117,96,140,0.000401635376867862,0.000329546975891579,0.000445578902475509,5163,11913,30099
"2621","Garza","Texas",230,1225,375,1355,276,1262,35,22,-1,0.308304047,0.515043075,0.683981728,0.457053794,0.305956184,0.564941457,0.657880878,0.948897058,1.334388755,6435,6461,18.4,11.4,35.4,90.2,7.4,0.7,50,39.5,62.3,9.5,268,15,75.9,16175,47540,15.5,893.41,7.2,7.202740063,7,0,1,0,0,0,0,0,0,0,6445,1.241272304,0.552407932,0.77,31,-0.788577535,NA,NA,0.4194,1455,1730,1538,57,20.736421989122,4.79104968142968,8.00377738927739,10.6290866822067,7.10262306138306,4.75456385392385,8.77919902097902,10.2234790675991,14.745875027195,108.780108780109,0,15.5400155400155,0,0,0,0,0,0,0,481.740481740482,1.423238719,1.769896317,2.58331194,0.000220281491874323,0.0002739353531961,0.000401447076923077,-37,-130,995
"2622","Gillespie","Texas",2288,10446,2570,9559,2055,10305,493,314,0,3,2,3,0,1,2,2,3,8,25520,24837,19.4,28.5,51.5,96.7,0.6,0.4,21.6,7.8,86.5,29.2,2666,19.2,74.7,30117,53668,12,1058.21,23.5,24.11619622,31,7,4,0,0,0,0,1,0,0,25509,1.685679564,0.692566635,0.73,245,1.031651613,0.59,0.17,0.415404,12734,12129,12360,807,31.3479623824451,11.7554858934169,7.83699059561129,11.7554858934169,0,3.91849529780564,7.83699059561129,7.83699059561129,11.7554858934169,121.473354231975,27.4294670846395,15.6739811912226,0,0,0,0,3.91849529780564,0,0,960.031347962382,5,6,13,0.00020131255787736,0.000241575069452832,0.000509404388714734,141,887,8158
"2623","Glasscock","Texas",34,553,52,502,44,526,4,4,-1,0.066566236,0.111203466,0.14767918,0.099188374,0.066440577,0.121977076,0.142771235,0.206059795,0.272180507,1291,1226,25.9,14.4,45.8,96.4,1.7,0.1,34.1,14,77.9,18.8,39,22,69.2,31135,69107,4.2,900.22,1.4,1.434093888,1,0,0,0,0,0,0,0,0,0,1291,0.774593338,0.744845361,0.54,7,-0.226822033,NA,NA,0.413556,587,554,570,8,21.0829207591015,5.15617629744384,8.61374639814098,11.4391309062742,7.68306537567777,5.14644283501162,9.44826305189775,11.0589647560031,15.9612544539117,77.4593338497289,0,0,0,0,0,0,0,0,0,542.215336948102,0.308525845,0.383703838,0.541836763,0.000251652402120718,0.000312972135399674,0.000419703147172734,27,51,519
"2624","Goliad","Texas",973,2620,1329,2298,1127,2294,389,151,-1,0.372978264,0.623085794,0.827463408,0,0.371372307,0.683451566,0,3,4,7549,7210,21.7,20.3,50.1,92.3,5.2,0.4,35.7,2.1,85.7,14.2,704,29.4,81.1,30031,50923,14.7,852.01,8.5,8.860224645,9,1,1,0,0,0,0,0,1,0,7507,1.598508059,0.627130939,0.62,47,0.144148582,0.42,0.26,0.410927,3593,3627,3421,540,52.9871506159756,4.94076386276328,8.25388520333819,10.9612320572261,0,4.91949009140284,9.0535377665916,0,39.7403629619817,119.221088885945,13.2467876539939,13.2467876539939,0,0,0,0,0,13.2467876539939,0,622.599019737714,0.372978264,3.994458101,5.510914974,5.17306884882108e-05,0.000554016380166435,0.000730019204397934,326,322,1647
"2625","Gonzales","Texas",1571,4587,2158,4062,1773,4213,368,129,0,0,2,2,4,1,1,3,3,2,20462,19807,26.5,16.1,49.5,89,7.6,0.5,49.4,13.2,69.3,14.5,1083,21.4,69.5,20288,39248,21.9,1066.69,18.6,19.18270538,21,3,2,0,0,0,0,3,0,0,20413,1.420663303,0.486975398,0.6,116,-0.686118984,0.03,0.18,0.410254,6158,6220,5986,497,9.77421561919656,0,9.77421561919656,9.77421561919656,19.5484312383931,4.88710780959828,4.88710780959828,14.6613234287948,14.6613234287948,102.629264001564,14.6613234287948,9.77421561919656,0,0,0,0,14.6613234287948,0,0,566.9045059134,7,6,5,0.000353410410460948,0.000302923208966527,0.000244355390479914,374,525,3016
"2626","Gray","Texas",701,6500,1153,6920,885,6428,111,86,0,1,3,1,3,2,1,2,5,3,23044,22535,25.7,15.3,47.5,90.6,5.2,0.7,27.1,7.3,80.2,13.5,1467,19.5,74.4,21738,43504,14.6,925.97,24.3,24.88633541,29,4,3,0,0,0,0,2,1,0,23419,1.665314488,0.575915822,0.71,144,-0.057942077,0.6,0.33,0.400875,7201,8073,7313,197,13.0185731643812,4.33952438812706,13.0185731643812,4.33952438812706,13.0185731643812,8.67904877625412,4.33952438812706,8.67904877625412,21.6976219406353,125.846207255685,17.3580975525082,13.0185731643812,0,0,0,0,8.67904877625412,4.33952438812706,0,624.891511890297,6,10,5,0.000266252496117151,0.000443754160195252,0.000216976219406353,72,-420,5799
"2627","Grayson","Texas",10301,35325,13892,31122,10665,30907,1940,1687,0,8,12,6,15,23,21,29,25,24,123534,120877,23.8,17,51.2,88.3,6.2,1.2,12.6,5.7,86.3,19.6,9787,24.8,67.4,24003,46429,15.7,932.8,129.6,132.4335334,113,18,6,1,1,1,0,11,2,0,123419,1.239679466,0.569396168,0.72,525,-0.798470084,0.09,0.06,0.399805,45626,45014,41572,3627,19.4278498227209,6.47594994090696,9.71392491136044,4.85696245568022,12.1424061392005,18.6183560801075,16.9993685948808,23.4753185357877,20.2373435653342,91.4727929153108,14.5708873670407,4.85696245568022,0.80949374261337,0.80949374261337,0.80949374261337,0,8.90443116874706,1.61898748522674,0,424.984214872019,52,60,51,0.000430189366049786,0.000496372345442061,0.000412841808732819,4418,4203,25024
"2628","Gregg","Texas",11677,28764,13130,29159,12336,28665,3423,911,0,10,9,6,5,6,11,19,12,17,123204,121730,25.8,14.2,51,75.2,20.5,1.3,18,9.1,82.5,19.9,8642,20.2,62.4,24064,45525,17.6,273.3,445.4,450.8013172,142,7,8,1,1,1,2,13,6,0,123159,1.469644931,0.608955268,0.7,678,-0.204917101,-0.05,0.1,0.391267,40441,42289,41001,4334,13.7982533034642,8.11661959027304,7.30495763124574,4.86997175416383,4.05830979513652,4.86997175416383,8.92828154930035,15.4215772215188,9.73994350832765,115.255998181877,5.68163371319113,6.49329567221843,0.811661959027304,0.811661959027304,0.811661959027304,1.62332391805461,10.551605467355,4.86997175416383,0,550.306808220512,34,27,34,0.000279306662285386,0.000221802349461924,0.000275965066069283,99,-395,17087
"2629","Grimes","Texas",2194,7065,2704,5561,2339,6141,584,201,0,1,3,1,5,0,2,1,3,5,27172,26604,22,16,45.5,80.4,16.5,0.7,22.8,8.5,78.5,11.1,2462,33.8,76.3,20307,43994,19.1,787.46,33.8,34.50587966,18,0,2,0,0,0,0,0,1,0,27069,0.77579519,0.574971589,0.6,104,-1.220316669,-0.01,0.22,0.389537,9259,8265,8480,785,18.4012954511998,3.68025909023995,11.0407772707199,3.68025909023995,18.4012954511998,0,7.36051818047991,3.68025909023995,11.0407772707199,66.2446636243191,0,7.36051818047991,0,0,0,0,0,3.68025909023995,0,382.746945384955,7,6,8,0.000263118328070967,0.0002255299954894,0.000294420727219196,924,1504,4871
"2630","Guadalupe","Texas",18391,36632,16070,30750,15654,32959,3793,2067,0,2,5,12,11,12,11,11,16,24,147250,131533,26.2,13,50.6,86.8,7.9,1.7,37,6.9,86,24.6,15646,25.4,77.8,26184,61958,9.7,711.3,184.9,207.0153241,59,12,4,1,0,1,3,5,2,0,147272,0.590743658,0.623021365,0.78,420,-1.423113938,-0.12,-0.01,0.387933,55023,46820,48613,5860,16.2988115449915,1.35823429541596,3.3955857385399,8.14940577249576,7.47028862478778,8.14940577249576,7.47028862478778,7.47028862478778,10.8658743633277,40.0679117147708,8.14940577249576,2.71646859083192,0.67911714770798,0,0.67911714770798,2.03735144312394,3.3955857385399,1.35823429541596,0,285.229202037351,24,33,47,0.000182463716329742,0.000250887609953396,0.00031918505942275,3673,5882,18241
"2631","Hale","Texas",2101,6366,2693,7139,2228,6417,312,176,0,1,0,2,1,2,3,3,2,5,34720,36273,27.7,13,48.1,90.5,5.9,0.6,58.2,9.5,70.2,13.2,1884,14.8,63.9,18004,41191,22.3,1004.68,36.1,34.55826731,41,3,3,0,1,0,0,5,1,0,34602,1.560603433,0.444611831,0.69,158,-0.960283933,0.27,0.15,0.385703,8467,9832,8645,488,14.4009216589862,2.88018433179723,0,5.76036866359447,2.88018433179723,5.76036866359447,8.6405529953917,8.6405529953917,5.76036866359447,118.087557603687,8.6405529953917,8.6405529953917,0,2.88018433179723,0,0,14.4009216589862,2.88018433179723,0,455.069124423963,5,4,10,0.000137843575110964,0.000110274860088771,0.000288018433179724,-51,-773,4265
"2632","Hall","Texas",164,893,324,930,265,832,63,28,0,0,1,0,0.267523687,0.179854059,0.329583483,0.385072218,0.557802054,0.650001849,3147,3353,23.6,23.6,51.2,89.4,7.5,0.4,34.4,12.4,71.8,14.1,231,15.7,67.4,19004,33006,23.8,883.49,3.8,3.562009757,5,0,1,0,0,0,0,0,1,0,3105,2.254428341,0.54097561,0.54,26,0.771618878,NA,NA,0.383902,1057,1254,1097,91,20.65465042898,0,31.7762948840165,0,8.50091156657134,5.71509561487131,10.4729419447092,12.2361683508103,17.7248825548141,158.881474420083,0,31.7762948840165,0,0,0,0,0,31.7762948840165,0,826.18366698443,0.652595905,1.737656113,0.979585332,0.000194630451834178,0.000518239222487325,0.000311275923736892,61,-37,729
"2633","Hamilton","Texas",479,3060,862,2875,591,2918,118,84,-1,0.430213995,0.718702012,0.954442586,0,2,1,0,2,2,8199,8517,20.8,25.8,50.9,95.5,1,0.6,11.3,3,81.7,17.8,710,21.5,73.4,23067,40655,12.6,835.91,10.2,9.808472204,14,0,2,0,0,0,0,0,1,0,8190,2.075702076,0.638389648,0.62,85,1.330547937,0.63,0.4,0.381897,3539,3737,3509,202,24.3932186852055,5.24715203073546,8.7657276741066,11.6409633613855,0,24.3932186852055,12.1966093426028,0,24.3932186852055,170.752530796439,0,24.3932186852055,0,0,0,0,0,12.1966093426028,0,1036.71179412123,0.430213995,4.718702012,3.954442586,5.05123864036633e-05,0.000554033346483504,0.000482307913891938,142,185,2581
"2634","Hansford","Texas",171,1730,239,1847,158,1787,21,13,-1,0.281193749,0.469753461,0.623836723,0.417336771,0.280046912,0.515264096,0.600712399,0.868541657,1.147135195,5509,5613,29,14.5,49.3,96.1,1,0.3,45.4,16.4,76.4,21.8,268,16.8,76.7,23969,49150,17,919.81,6.1,5.989280395,8,1,1,0,0,0,0,0,1,0,5537,1.986635362,0.637634059,0.69,32,0.428206081,1.14,0.72,0.375931,1901,2086,1945,34,20.8229296605555,5.10426119077873,8.52701871483028,11.3239557632964,7.57554494463605,5.08344367398802,9.35313298239245,10.9042003811944,15.7658677981485,145.21691777092,18.152114721365,18.152114721365,0,0,0,0,0,18.152114721365,0,580.867671083681,1.299242919,1.61834203,2.286236014,0.000231470322287547,0.000288320333155175,0.000415000184062443,-57,-117,1559
"2635","Hardeman","Texas",249,1207,373,1199,302,1176,71,88,-1,0.222011283,0.370885088,0.492538656,0.330247412,0.221947886,0.406817162,0.475356425,0.688352474,0.80908452,3928,4139,23.6,19.8,49.1,89.9,6.1,0.7,22.8,3.6,80.2,18.6,318,15.1,69.6,19829,36377,26.6,695.11,6,5.650904173,4,1,2,0,0,0,0,0,1,0,3934,2.033553635,0.572358346,0.73,26,0.330693805,0.38,0.11,0.374213,1456,1572,1478,159,20.5978747454175,5.65201840631365,9.44208472505092,12.5391714867617,8.40752067209776,5.65040442973523,10.3568523930754,12.1017419806517,17.5242483197556,101.83299389002,25.4582484725051,50.9164969450102,0,0,0,0,0,25.4582484725051,0,661.914460285132,1.02761512,1.281185448,1.708440338,0.000248276182652815,0.000309539852138198,0.000434938986252546,31,8,958
"2636","Hardin","Texas",2780,19606,3935,16589,3358,17744,625,398,0,2,6,7,8,13,7,6,6,10,55621,54635,24.8,15.2,50.6,91.9,5.7,0.7,5.6,1.5,86.3,15.6,4159,27.8,78.5,25559,53013,10.9,890.57,61.3,62.45550602,53,1,3,0,0,3,0,5,2,0,55540,1.206337775,0.601219547,0.7,159,-0.929899673,0.51,0.26,0.374067,22386,20524,21102,1023,17.9788209489222,3.59576418978443,10.7872925693533,12.5851746642455,14.3830567591377,23.3724672335988,12.5851746642455,10.7872925693533,10.7872925693533,95.2877510292875,1.79788209489222,5.39364628467665,0,0,5.39364628467665,0,8.98941047446108,3.59576418978443,0,285.863253087863,16,25,24,0.000292852567035783,0.000457582135993411,0.000431491702774132,1862,3017,16826
"2637","Harris","Texas",707914,545955,588611,570143,585451,584866,157000,63416,0,232,253,309,328,375,532,392,429,491,4441370,4092459,27.1,9.2,50.2,70.5,19.5,7,41.8,25,78.7,28.4,181514,27.4,56.5,27899,53137,18.5,1703.48,2402.4,2607.233428,1607,120,103,22,47,89,18,342,47,7,4447577,0.540069346,0.594289231,0.72,14764,-1.485295679,0.03,0.15,0.369438,1253869,1158754,1170317,220416,11.0551473982127,5.22361343459338,5.69644051272468,6.9573127210748,7.38510864890788,8.44334068091602,11.9782859793262,8.82610545845088,9.65918173896793,36.1825292646188,2.70186901789313,2.31910424035827,0.495342653280407,1.05823203200814,2.00388618827074,0.405280352683969,7.70032670099541,1.05823203200814,0.157609026043766,332.419951501451,952,1057,1332,0.000232622978018839,0.000258279924123858,0.000299907460986137,-38911,-24188,-161959
