county,state,Religious2014,Civic2014,Business2014,Political2014,Professional2014,Labor2014,Bowling2014,Recreational2014,Golf2014,Sports2014,pop2014,assn2014,pvote2012,respn2010,nccs2014,sk2014
Ellis , OK,11,0,1,0,0,0,0,0,1,0,4129,3.148462097,0.683491461,0.53,27,1.847786965
Adams , ND,2,0,1,0,0,0,0,0,0,0,2359,1.271725307,0.695095949,0.62,38,1.833654751
Washington , VT,39,23,17,7,15,6,1,12,4,1,58940,2.120800814,0.654729458,0.64,744,1.819522537
Alpine , CA,0,0,1,0,0,0,0,0,0,0,1107,0.903342367,0.844760673,0.22,15,1.818815927
Oliver , ND,3,1,0,0,0,0,0,1,1,0,1848,3.246753247,0.714884696,0.68,10,1.818109316
Langlade , WI,25,3,4,0,0,3,2,5,3,0,19369,2.323300119,0.838367737,0.84,147,1.818109316
Nantucket , MA,6,3,2,0,0,1,0,3,4,0,10821,1.755845116,0.724860831,0.75,140,1.796910995
Cameron , PA,7,4,1,0,0,0,0,0,1,0,4785,2.716823406,0.578197754,0.68,54,1.794084552
Russell , KS,11,4,2,0,0,0,0,0,0,0,7001,2.428224539,0.716845878,0.67,66,1.789138277
Mercer , ND,12,0,2,0,1,3,0,3,2,0,8763,2.624671916,0.679873456,0.66,81,1.784192003
Alexandria city, VA,71,25,96,20,104,9,1,23,0,0,151440,2.304543053,0.683306185,0.76,1670,1.784192003
Chase , NE,5,1,0,0,0,0,1,0,1,0,3973,2.013591744,0.726176585,0.7,45,1.772886231
Morris , KS,12,0,2,0,0,0,0,1,1,0,5678,2.817893625,0.643395279,0.64,51,1.769353178
Koochiching , MN,10,4,1,0,0,5,1,2,1,0,12883,1.862920127,0.782977692,0.65,137,1.769353178
Falls Church city, VA,9,3,5,0,2,1,1,5,0,0,13481,1.928640309,0.773877898,0.79,145,1.762993682
Valley , NE,7,1,0,0,0,0,0,0,0,0,4211,1.899786274,0.713357166,0.69,51,1.756634186
Lake , MN,14,3,1,0,0,0,1,0,2,0,10681,1.966108042,0.823472591,0.71,98,1.755927575
Montgomery , IA,15,2,3,0,0,0,0,1,2,0,10438,2.203487258,0.641025641,0.81,130,1.748154857
Fall River , SD,11,2,1,0,0,1,0,1,0,0,6864,2.331002331,0.594622019,0.63,86,1.748154857
Converse , WY,11,4,1,0,0,1,0,2,2,0,14172,1.481795089,1.027539284,0.64,94,1.747448246
Treasure , MT,0,0,0,0,0,0,0,0,0,0,696,0,0.781786942,0.61,14,1.745328414
Grundy , IA,24,1,2,0,0,0,1,0,5,0,12377,2.66623576,0.765307244,0.83,87,1.731196201
Cheyenne , CO,3,0,0,0,0,0,0,0,0,0,1854,1.618122977,0.744550409,0.56,23,1.729076368
Bon Homme , SD,12,3,0,0,0,0,1,0,3,0,7008,2.711187215,0.728090952,0.85,54,1.728369758
Martin , MN,27,7,2,0,1,1,2,3,3,0,20206,2.276551519,0.798427604,0.82,166,1.726956536
Blaine , OK,23,1,3,0,0,0,0,1,1,0,9896,2.93047696,0.684361549,0.5,68,1.724130094
Clayton , IA,29,2,5,0,0,1,1,0,4,0,17702,2.372613264,0.734034862,0.75,159,1.704344994
Fremont , WY,31,5,3,0,0,0,1,8,3,0,40717,1.252548076,1.04432799,0.64,292,1.704344994
Meagher , MT,1,0,0,0,0,0,0,0,0,0,1865,0.536193029,0.6740638,0.45,36,1.697985498
Los Alamos , NM,15,6,0,0,1,1,0,8,0,0,17718,1.749633141,0.771805274,0.84,202,1.687386337
Valdez-Cordova Census Area, AK,9,5,2,0,0,0,0,2,0,0,9493,1.896133993,0.569739953,0.57,141,1.677493788
Stanton , KS,5,0,2,0,0,0,0,0,0,0,2127,3.291020216,0.615072934,0.62,14,1.66972107
Laramie , WY,59,19,12,3,7,17,1,12,3,0,96469,1.378681234,1.013728509,0.77,705,1.669014459
Spink , SD,11,2,1,0,0,0,1,1,1,0,6580,2.583586626,0.657797967,0.87,64,1.666188017
Douglas , MN,48,12,4,0,2,0,0,4,9,1,36798,2.174031197,0.801783186,0.77,302,1.664774795
Brule , SD,7,1,1,0,0,0,1,1,1,0,5329,2.251829612,0.649822453,0.69,60,1.663361574
Palo Alto , IA,18,0,1,0,0,0,0,0,2,0,9105,2.306425041,0.713743245,0.71,86,1.655588856
Plumas , CA,13,2,5,0,1,1,2,3,8,0,18570,1.884760366,0.759467836,0.54,189,1.652055803
Otter Tail , MN,80,21,5,0,2,1,2,5,7,0,57622,2.134601368,0.80871275,0.68,460,1.650642581
Grant , ND,2,0,0,0,0,0,0,0,0,0,2358,0.848176421,0.754440961,0.56,37,1.646402917
Nemaha , NE,10,2,2,0,0,0,1,1,1,0,7154,2.376292983,0.656722517,0.69,74,1.645696307
Dickinson , IA,22,2,2,0,0,1,1,4,7,0,16928,2.303875236,0.754698759,0.64,140,1.643576474
Fayette , IA,28,1,4,0,0,0,2,3,2,0,20370,1.963672067,0.842558726,0.82,169,1.641456642
Emmons , ND,3,2,0,0,0,0,0,0,1,0,3424,1.752336449,0.68057041,0.62,44,1.641456642
Miner , SD,5,0,0,0,1,0,0,0,0,0,2309,2.598527501,0.636871508,0.85,23,1.640750032
Sublette , WY,4,2,1,0,1,0,0,1,0,0,10039,0.896503636,0.981385961,0.46,98,1.636510368
Beaver , OK,12,1,1,0,0,0,0,0,1,0,5483,2.735728616,0.681240768,0.52,41,1.633683925
Scott , KS,8,2,1,0,0,0,0,1,1,0,4976,2.612540193,0.663862828,0.79,45,1.627324428
Green Lake , WI,26,3,3,0,0,0,2,2,3,0,18836,2.070503292,0.815080034,0.78,155,1.626617818
Valley , ID,10,2,2,0,0,0,0,3,2,0,9804,1.937984496,0.725516224,0.32,99,1.623791375
Winnebago , IA,16,0,2,0,0,0,1,1,2,0,10606,2.074297567,0.753309572,0.76,102,1.622378154
Hettinger , ND,4,0,0,0,0,0,0,0,1,0,2656,1.88253012,0.681123706,0.62,32,1.622378154
Franklin , IA,20,1,2,0,0,0,0,1,4,0,10423,2.686366689,0.719079312,0.78,76,1.621671543
Price , WI,14,2,3,0,0,2,2,0,2,0,13679,1.827618978,0.821480557,0.82,128,1.616018657
Brown , MN,25,7,5,0,0,0,2,7,3,0,25290,1.937524713,0.814323297,0.88,229,1.611778993
Dixon , NE,11,0,0,0,1,0,1,0,1,0,5783,2.420888812,0.719914232,0.73,49,1.60895255
Kent , MD,21,6,1,0,1,0,0,2,1,0,19793,1.616733189,0.795934572,0.7,213,1.606126108
Sullivan , PA,5,7,1,0,0,0,0,0,1,0,6336,2.20959596,0.695190948,0.42,60,1.599060001
Worth , IA,13,0,1,0,0,0,1,0,2,0,7608,2.234490011,0.728351955,0.81,71,1.596233558
Rooks , KS,9,0,1,0,0,0,2,0,1,0,5171,2.514020499,0.658634538,0.7,48,1.590580672
Fergus , MT,8,7,0,0,0,0,1,0,1,0,11433,1.486923817,0.772883514,0.68,135,1.582807955
Lipscomb , TX,9,0,1,1,0,0,0,0,0,0,3565,3.085553997,0.606438214,0.59,26,1.582807955
Franklin , NE,5,0,0,0,0,0,0,1,0,0,3050,1.967213115,0.667535854,0.68,36,1.578568291
Harney , OR,7,1,2,0,0,0,0,1,1,0,7160,1.675977654,0.834808947,0.63,66,1.57786168
Adams , IA,4,0,2,0,1,0,0,0,1,0,3871,2.066649445,0.705521472,0.8,41,1.572915405
Audubon , IA,10,0,2,0,0,0,0,0,1,0,5793,2.244087692,0.74296153,0.82,51,1.570795573
Harper , OK,8,1,1,0,0,0,0,0,0,0,3840,2.604166667,0.695778748,0.57,29,1.570795573
Oldham , TX,3,0,1,0,0,0,0,0,1,0,2072,2.413127413,0.630624093,0.6,21,1.566555909
Marion , IA,50,4,3,0,0,1,2,5,3,0,33257,2.044682323,0.719217632,0.82,345,1.565142687
Shelby , MO,12,0,0,0,0,0,0,1,0,0,6129,2.121063795,0.691632784,0.73,64,1.563022855
Staunton city, VA,39,9,3,0,0,2,1,5,1,0,24427,2.456298358,0.709898043,0.78,203,1.553836916
Harrison , IA,19,2,2,1,0,2,0,0,3,0,14337,2.022738369,0.826970861,0.77,111,1.552423695
McLean , ND,14,2,1,0,0,1,0,0,2,0,9587,2.086158339,0.682221313,0.56,100,1.551010474
Walworth , SD,8,1,3,0,0,0,0,0,2,0,5508,2.541757444,0.584659226,0.63,58,1.550303863
Wayne , IA,8,0,1,0,0,0,1,2,0,0,6387,1.878816346,0.734735242,0.76,68,1.548184031
Denali Borough, AK,1,1,1,0,0,0,0,0,1,0,1903,2.101944298,0.613884108,0.37,22,1.546064199
Clearwater , MN,13,3,0,0,0,0,0,1,1,0,8796,2.04638472,0.802946241,0.68,70,1.543237756
Pierce , ND,7,1,1,0,0,0,0,1,1,0,4386,2.507979936,0.641099855,0.87,43,1.542531145
Worth , MO,3,1,0,0,0,0,0,0,0,0,2062,1.93986421,0.666242848,0.62,24,1.541824535
Ashland , WI,14,3,2,1,1,2,1,2,3,0,16076,1.803931326,0.797713197,0.82,154,1.535465038
Roberts , TX,2,0,0,0,0,0,0,0,0,0,921,2.17155266,0.736231884,0.6,8,1.534758428
Humboldt , IA,15,2,3,0,1,0,0,1,1,0,9624,2.389858687,0.734548562,0.76,76,1.531225374
Holt , MO,9,0,0,0,0,0,0,1,1,0,4520,2.433628319,0.645792564,0.63,43,1.529812153
Custer , NE,16,2,2,1,1,0,1,0,2,0,10743,2.327096714,0.661055669,0.71,106,1.529812153
Collingsworth , TX,4,1,1,0,0,0,0,1,1,0,3024,2.645502646,0.606860158,0.59,28,1.529812153
Stillwater , MT,9,1,1,0,0,2,0,0,1,0,9287,1.507483579,0.793452582,0.62,100,1.527692321
Washburn , WI,17,1,3,0,0,1,1,3,3,0,15678,1.84972573,0.822222222,0.82,135,1.510027053
Columbia , WA,5,0,1,0,0,0,0,0,0,0,3974,1.50981379,0.848928974,0.74,38,1.50720061
Irion , TX,4,0,0,0,0,0,0,1,0,0,1568,3.18877551,0.602907422,0.58,10,1.506494
Burnett , WI,23,2,1,0,0,0,1,1,5,0,15320,2.154046997,0.814206625,0.82,110,1.502960946
Toole , MT,5,1,1,0,0,0,1,0,0,0,5135,1.557935735,0.760492041,0.6,57,1.501547725
Carroll , IA,31,5,2,0,0,0,3,3,4,0,20554,2.335311861,0.703950406,0.83,182,1.49660145
Clay , KS,17,3,3,0,0,0,1,0,1,0,8337,2.998680581,0.625487867,0.79,60,1.49660145
Big Horn , WY,7,2,2,0,0,1,1,1,2,0,11919,1.342394496,0.989407173,0.65,81,1.490241954
White , IL,31,6,2,0,0,1,0,1,2,0,14346,2.997351178,0.647004946,0.79,94,1.472576686
Goodhue , MN,60,14,4,0,0,3,0,6,7,0,46375,2.026954178,0.814579782,0.84,357,1.472576686
Winneshiek , IA,29,3,3,0,1,0,0,3,5,0,20750,2.120481928,0.729690586,0.85,192,1.471870076
Mitchell , IA,14,5,2,0,0,0,1,1,1,0,10788,2.224694105,0.753642742,0.84,87,1.462684137
Nobles , MN,32,8,0,0,0,1,1,1,3,0,21653,2.12441694,0.795666791,0.8,162,1.459151083
Clay , NE,9,1,0,0,0,0,0,0,2,0,6326,1.896933291,0.67576244,0.73,72,1.459151083
Sherman , KS,9,3,1,0,0,0,0,1,1,0,6063,2.474022761,0.666074149,0.64,51,1.45561803
Hamilton , NE,17,1,0,0,0,0,0,1,2,0,9109,2.30541223,0.755662426,0.87,69,1.447845312
Pacific , WA,21,7,2,0,1,1,0,1,2,0,20551,1.703080142,0.78356042,0.56,193,1.44572548
Shelby , IA,18,2,1,0,0,0,1,0,2,0,11962,2.006353453,0.700183605,0.78,122,1.43583293
McMullen , TX,1,0,0,0,0,0,0,0,0,0,804,1.243781095,0.685286104,0.41,11,1.422407327
Major , OK,16,0,1,0,0,0,0,1,0,0,7758,2.320185615,0.705064993,0.66,63,1.420994106
Wabasha , MN,24,11,2,0,0,1,3,2,4,0,21314,2.205123393,0.803538493,0.84,142,1.408275113
Cass , MN,33,13,6,0,0,1,0,0,6,0,28559,2.065898666,0.791768861,0.58,203,1.403328838
Edwards , TX,3,0,1,0,0,0,0,0,0,0,1879,2.128791911,0.56485623,0.35,22,1.400502396
Hitchcock , NE,5,0,0,0,0,0,0,0,0,0,2890,1.730103806,0.739001483,0.57,29,1.393436289
Richland , MT,15,4,2,0,0,0,1,1,1,0,11573,2.073792448,0.728755096,0.68,100,1.380010686
Hood River , OR,23,6,3,1,0,1,1,4,2,0,22854,1.793996675,0.843956421,0.77,172,1.379304075
Carbon , MT,6,3,1,0,0,0,1,1,1,0,10413,1.248439451,0.814799331,0.56,110,1.368704914
Page , IA,32,3,2,0,0,0,1,1,3,0,15543,2.702181046,0.645128953,0.76,116,1.367998304
Pratt , KS,16,3,2,0,0,1,0,2,2,0,9770,2.661207779,0.619964117,0.82,82,1.366585082
Cass , IA,21,2,2,0,2,0,0,3,3,0,13424,2.458283671,0.677288964,0.79,107,1.358812365
Washington , IA,32,4,5,0,0,0,0,4,3,0,22087,2.173224068,0.752564629,0.79,169,1.358105754
Grant , OK,10,0,0,0,0,0,0,0,0,0,4496,2.224199288,0.681608438,0.59,39,1.358105754
Washington , IL,27,6,2,0,0,0,0,2,1,0,14394,2.639988884,0.735133525,0.82,82,1.356692533
Franklin city, VA,8,2,4,0,0,1,1,0,0,0,8423,1.899560727,0.720185002,0.74,82,1.356692533
Missoula , MT,62,16,12,5,6,9,2,21,6,2,112681,1.251320098,0.685980031,0.75,1570,1.355279311
Rosebud , MT,10,3,0,0,0,3,1,0,1,0,9335,1.928227102,0.689027968,0.63,94,1.350333036
Washington , CO,7,1,0,0,0,0,0,0,1,0,4786,1.880484747,0.783489568,0.62,38,1.332667769
Hamilton , TX,14,0,2,0,0,0,0,0,1,0,8190,2.075702076,0.638389648,0.62,85,1.330547937
Elk , KS,5,0,1,0,0,0,0,0,0,0,2693,2.227998515,0.726645435,0.6,20,1.328428105
Wheeler , TX,12,1,2,0,0,0,0,1,1,0,5678,2.994011976,0.605061132,0.6,36,1.327014883
Donley , TX,7,0,1,0,0,0,0,0,1,0,3522,2.555366269,0.621961102,0.5,28,1.316415723
Emmet , IA,16,2,3,0,0,0,1,2,2,0,9866,2.635313197,0.619973545,0.72,79,1.312176059
Freeborn , MN,38,10,2,0,0,6,1,1,3,0,30789,1.981227062,0.815244974,0.83,214,1.308643005
Houston , MN,22,6,1,0,0,0,0,1,2,0,18743,1.70730406,0.793166287,0.83,166,1.300870288
Greeley , NE,4,0,0,0,0,0,0,0,0,0,2481,1.612253124,0.683391003,0.7,29,1.298750456
Granite , MT,2,1,0,1,0,0,0,0,0,0,3215,1.244167963,0.785352372,0.41,34,1.298043845
Cherokee , IA,17,1,2,0,0,0,0,0,2,0,11817,1.861724634,0.709859467,0.74,116,1.293804181
Kearney , NE,12,0,1,0,0,0,0,0,2,0,6588,2.276867031,0.715893742,0.85,51,1.293804181
Briscoe , TX,2,0,0,0,0,0,0,1,0,0,1535,1.954397394,0.615249781,0.52,17,1.28249841
Roseau , MN,17,7,1,0,0,0,1,1,2,0,15740,1.842439644,0.765753567,0.74,134,1.281791799
Harper , KS,13,0,2,0,0,0,0,0,1,0,5832,2.743484225,0.562912347,0.78,51,1.280378578
Hemphill , TX,7,0,1,0,0,0,0,1,0,0,4163,2.161902474,0.682496608,0.67,36,1.273312471
Boone , NE,4,4,1,0,0,0,0,0,1,0,5351,1.868809568,0.716547497,0.76,51,1.271192639
Lewis , ID,2,0,1,0,0,0,2,0,0,0,3822,1.308215594,0.736434109,0.67,45,1.269779417
Haskell , KS,8,1,0,0,0,0,1,0,1,0,4073,2.700712006,0.57377723,0.64,34,1.267659585
Blaine , MT,7,3,0,0,0,0,0,0,1,0,6635,1.657874906,0.70436068,0.59,70,1.267659585
Steele , ND,2,0,0,0,0,0,0,0,0,0,1953,1.02406554,0.680492547,0.56,28,1.265539753
Becker , MN,40,13,3,1,1,1,2,4,5,0,33246,2.105516453,0.777282217,0.7,222,1.26271331
Powell , MT,5,1,0,0,0,0,1,1,1,0,6906,1.303214596,0.762912088,0.61,76,1.26271331
Lyon , MN,27,5,3,0,0,0,2,3,5,0,25713,1.750087504,0.767296377,0.82,231,1.258473646
Windham , VT,28,14,7,0,1,3,2,6,3,0,43766,1.462322351,0.673823566,0.63,538,1.253527371
Huerfano , CO,5,1,0,0,0,0,0,1,2,0,6433,1.399036219,0.735154394,0.42,69,1.252820761
San Saba , TX,10,0,2,0,0,0,0,0,0,0,5830,2.058319039,0.594004733,0.52,63,1.24151499
Nance , NE,6,1,0,0,0,0,0,0,1,0,3555,2.250351617,0.654949495,0.7,31,1.240808379
Franklin , KY,43,8,21,5,15,7,1,4,2,0,49992,2.120339254,0.679804247,0.78,448,1.240101768
Mille Lacs , MN,34,8,2,0,0,0,3,3,7,0,25794,2.209816236,0.768161014,0.8,165,1.234448883
Mathews , VA,15,1,0,0,0,0,0,2,0,0,8794,2.046850125,0.764438122,0.83,65,1.234448883
Bayfield , WI,14,0,4,0,0,1,0,1,2,0,14964,1.470195135,0.839307151,0.82,128,1.229502608
Woods , OK,18,1,1,0,0,0,1,0,1,0,9264,2.374784111,0.649837445,0.74,76,1.228089386
Rio Grande , CO,11,3,2,0,0,0,1,1,1,0,11611,1.636379295,0.697818136,0.56,122,1.224556333
McCulloch , TX,13,2,2,0,0,0,0,0,0,0,8200,2.073170732,0.575466256,0.66,93,1.22172989
Union , OR,31,4,2,0,1,7,0,0,1,1,25688,1.829648085,0.771246006,0.76,209,1.221023279
Charles Mix , SD,15,2,1,1,0,0,1,1,2,0,9248,2.487024221,0.569354107,0.61,85,1.213957172
Shackelford , TX,6,0,1,0,0,0,0,0,0,0,3323,2.106530244,0.58,0.57,36,1.213957172
Clark , SD,4,0,1,0,0,0,1,0,0,0,3662,1.638448935,0.623416638,0.87,47,1.213250562
Talbot , MD,32,8,2,0,0,0,2,7,1,0,37560,1.384451544,0.814983198,0.75,350,1.209010898
Wibaux , MT,1,0,0,0,0,0,0,0,0,0,1125,0.888888889,0.743169399,0.62,15,1.208304287
Sierra , CA,1,0,0,1,0,0,0,0,0,0,2979,0.67136623,0.771711092,0.45,40,1.206891066
Blaine , ID,9,5,4,0,2,0,1,8,3,1,21443,1.538963764,0.737573258,0.58,214,1.203358012
Pennington , MN,16,8,2,0,0,0,0,0,1,0,14079,1.91774984,0.778335125,0.83,106,1.199824959
Richland , ND,28,6,1,0,0,1,1,1,2,0,16396,2.439619419,0.604590834,0.81,146,1.196291905
Brown , KS,16,0,3,0,0,0,0,1,1,0,9804,2.141982864,0.598381538,0.77,103,1.194878684
Juneau City and Borough, AK,22,8,8,2,3,6,1,9,1,0,32625,1.83908046,0.654436451,0.75,349,1.194172073
Clatsop , OR,31,11,6,0,1,3,2,4,2,0,37425,1.603206413,0.82156031,0.72,294,1.19063902
Floyd , IA,23,4,1,0,0,0,1,2,1,0,16027,1.996630686,0.746699222,0.82,125,1.189932409
Gosper , NE,3,0,0,0,0,0,0,0,1,0,1961,2.039775625,0.656816655,0.56,18,1.188519187
Red Willow , NE,10,6,1,0,0,0,1,2,1,0,10860,1.933701657,0.675331783,0.71,104,1.185692745
Galax city, VA,10,3,2,0,0,0,1,0,0,0,6912,2.314814815,0.594361785,0.72,66,1.184986134
Gray , KS,14,0,1,0,0,0,1,0,0,0,6095,2.625102543,0.659259259,0.73,39,1.183572913
Marshall , IL,21,2,1,0,0,0,0,2,2,0,11998,2.333722287,0.691980128,0.75,86,1.182866302
Baca , CO,4,0,1,0,0,0,0,0,0,0,3635,1.375515818,0.710766115,0.55,41,1.18074647
Knox , NE,12,0,0,0,0,0,2,0,2,0,8498,1.882795952,0.699965314,0.64,77,1.176506806
Garfield , WA,3,0,0,0,0,0,0,0,0,0,2212,1.356238698,0.83474853,0.66,19,1.171560531
Adair , IA,8,1,2,0,0,0,1,1,2,0,7417,2.022381017,0.705134992,0.81,63,1.165201035
Pierce , NE,12,0,1,0,0,0,2,0,1,0,7196,2.223457476,0.704951716,0.77,53,1.164494424
Perry , IL,39,9,3,0,0,5,0,1,1,0,21602,2.68493658,0.673793395,0.79,124,1.162374592
Morrison , MN,38,17,2,0,0,1,0,2,2,0,32844,1.887711606,0.812898205,0.83,218,1.16096137
York , NE,24,3,2,0,0,0,1,0,2,0,13909,2.300668632,0.6094754,0.83,130,1.16096137
Todd , MN,34,13,1,0,0,0,0,3,2,0,24269,2.183855948,0.798633196,0.71,126,1.16025476
Sitka City and Borough, AK,7,5,2,0,0,0,0,1,1,0,8881,1.801598919,0.610732433,0.63,102,1.158841538
Cuming , NE,14,2,1,1,0,0,1,1,1,0,9023,2.32738557,0.678151117,0.82,68,1.158841538
Danville city, VA,74,4,2,1,1,4,1,9,3,0,42280,2.34153264,0.685345997,0.75,302,1.158134928
Carroll , NH,34,4,4,0,2,1,0,7,5,0,47372,1.203242422,0.813064984,0.51,449,1.151068821
Waseca , MN,23,9,1,0,0,0,0,3,2,0,18965,2.00369101,0.794959628,0.83,120,1.137643217
Kandiyohi , MN,57,8,3,0,0,3,1,3,5,1,42465,1.907453197,0.801321537,0.76,277,1.135523385
Custer , SD,9,2,1,0,0,0,0,1,1,0,8445,1.657785672,0.725405232,0.63,79,1.134110164
Stutsman , ND,20,6,4,0,1,1,1,4,1,0,21174,1.794653821,0.576396332,0.81,266,1.133403553
Hinds , MS,213,28,40,7,23,17,1,17,5,1,244406,1.440226508,0.623837894,0.72,3197,1.131990332
Bath , VA,6,1,1,0,0,0,0,0,0,0,4549,1.75862827,0.660427807,0.62,47,1.129163889
Sweetwater , WY,19,6,2,1,0,8,2,3,1,0,44925,0.934891486,1.114887159,0.76,181,1.124217614
Yuma , CO,11,1,1,1,0,0,0,0,2,0,10257,1.559910305,0.717848181,0.67,103,1.119271339
Wilson , KS,15,1,4,0,0,1,0,0,1,0,8988,2.447708055,0.635928144,0.62,65,1.110792011
Keith , NE,11,3,1,0,0,0,1,0,1,0,8109,2.096436059,0.634657491,0.58,73,1.1100854
Merrimack , NH,88,26,31,8,18,14,1,21,8,1,147461,1.464794081,0.788718873,0.76,1320,1.106552347
McLeod , MN,40,14,2,0,1,0,1,6,3,0,35891,1.866763255,0.791645332,0.85,250,1.104432515
Edwards , KS,2,0,1,0,0,0,0,0,1,0,3022,1.323626737,0.720978657,0.75,34,1.100899461
Salem city, VA,33,4,2,1,0,7,1,3,1,1,25350,2.090729783,0.716329379,0.81,190,1.100192851
Gentry , MO,12,1,0,0,0,0,0,1,1,0,6816,2.200704225,0.619628099,0.75,62,1.098073019
Cedar , IA,23,0,1,0,0,1,2,2,4,0,18380,1.795429815,0.770379242,0.79,141,1.095953187
Tillamook , OR,25,6,0,0,0,0,1,1,5,0,25378,1.497359918,0.834766953,0.62,186,1.094539965
Custer , ID,2,1,0,0,0,0,1,0,0,0,4145,0.965018094,0.745489079,0.55,50,1.091006912
Cerro Gordo , IA,47,10,4,0,1,3,2,7,6,0,43211,1.851380436,0.724111729,0.81,367,1.090300301
Mackinac , MI,11,2,5,0,0,1,1,0,2,0,11060,1.98915009,0.629996901,0.42,102,1.08959369
Ohio , WV,45,21,2,1,4,19,1,2,1,1,43185,2.246150284,0.538521658,0.75,464,1.08959369
Polk , NC,38,4,1,0,0,0,0,2,2,0,20337,2.311058662,0.679641502,0.73,142,1.086767248
Seward , NE,24,2,2,0,0,1,1,2,3,0,17098,2.047023044,0.700814362,0.84,138,1.086060637
Hubbard , MN,19,4,2,0,0,0,1,2,4,0,20586,1.554454484,0.811553364,0.54,151,1.07899453
Jefferson , WA,19,2,2,0,1,1,0,5,3,0,30206,1.092498179,0.871374583,0.8,267,1.07899453
Rabun , GA,22,3,2,0,0,0,0,0,2,0,16230,1.786814541,0.769064303,0.61,118,1.076874698
Wilkin , MN,9,0,0,0,0,0,0,0,0,0,6494,1.385894672,0.803892216,0.81,58,1.076874698
Middlesex , VA,13,1,0,0,0,0,0,1,1,0,10621,1.506449487,0.768064679,0.8,97,1.075461476
Chickasaw , IA,20,0,2,0,0,0,1,1,3,0,12197,2.213659096,0.699989204,0.83,87,1.073341644
Pawnee , KS,9,3,1,0,0,0,0,0,1,0,6884,2.033701336,0.657921292,0.81,62,1.069808591
Edwards , IL,11,3,1,0,0,0,0,0,0,0,6621,2.265518804,0.711640212,0.8,43,1.068395369
Kit Carson , CO,13,1,0,0,0,0,1,0,2,0,7813,2.175860745,0.721075185,0.64,50,1.066982148
Wayne , IL,35,3,2,0,0,1,0,2,1,0,16515,2.664244626,0.593829738,0.76,118,1.066982148
Mercer , MO,5,0,0,0,0,1,0,1,1,0,3711,2.155753166,0.645224172,0.54,30,1.062742484
Brewster , TX,12,3,1,0,0,0,0,1,1,1,9148,2.076956712,0.570185786,0.55,94,1.057796209
Barron , WI,49,4,4,1,0,1,2,5,7,0,45503,1.604289827,0.799802622,0.82,355,1.057089598
Furnas , NE,5,0,0,0,0,0,0,0,1,0,4883,1.228752816,0.636182903,0.66,65,1.054263156
Sherman , TX,5,0,1,1,0,0,0,0,1,0,3077,2.599935002,0.687872763,0.62,15,1.054263156
Lincoln , MT,18,4,2,0,0,0,2,2,2,0,19139,1.567480015,0.71154154,0.56,181,1.03801111
Grafton , NH,63,14,12,1,3,2,0,21,7,0,89575,1.373150991,0.757171767,0.61,847,1.033771445
Knox , TX,6,0,2,0,0,0,0,0,2,0,3850,2.597402597,0.654529692,0.57,21,1.032358224
Gillespie , TX,31,7,4,0,0,0,0,1,0,0,25509,1.685679564,0.692566635,0.73,245,1.031651613
Merrick , NE,10,3,2,0,0,0,0,1,0,0,7767,2.059997425,0.72071886,0.84,56,1.030945003
Jefferson , IA,16,3,2,0,0,2,1,3,2,0,17486,1.658469633,0.660165622,0.77,185,1.02811856
Bennington , VT,26,12,3,0,0,0,1,13,7,0,36412,1.702735362,0.676679872,0.67,355,1.027411949
Kimble , TX,6,0,2,0,0,0,0,1,1,0,4435,2.254791432,0.642008823,0.44,32,1.023172285
Gage , NE,25,5,3,0,1,1,2,3,3,0,21662,1.985042932,0.677062163,0.75,182,1.021759064
Grand , CO,14,1,5,0,1,0,0,3,0,0,14477,1.657802031,0.676108679,0.33,134,1.019639232
Holt , NE,16,0,1,0,0,0,1,1,2,0,10390,2.021174206,0.696713218,0.69,79,1.01822601
Gunnison , CO,15,3,4,0,0,1,0,2,2,0,15727,1.716792777,0.643764391,0.41,155,1.014692957
Campbell , WY,22,8,2,1,0,3,2,5,1,1,48243,0.932777812,1.10025047,0.7,175,1.013986346
Baylor , TX,6,0,2,0,0,0,0,0,0,0,3586,2.230897936,0.628751975,0.82,30,1.011866514
Clarke , VA,18,5,2,0,0,0,0,0,1,0,14365,1.809954751,0.756677715,0.8,107,1.010453293
San Miguel , CO,1,4,2,0,0,0,0,1,0,0,7782,1.028013364,0.642415094,0.33,103,1.002680575
Union , AR,76,5,2,0,0,6,1,2,3,0,40175,2.364654636,0.708943828,0.71,220,1.001973964
Kingman , KS,12,2,3,0,0,0,1,0,1,0,7708,2.464971458,0.590460526,0.78,61,1.000560743
Roger Mills , OK,6,0,1,1,0,0,0,0,0,0,3776,2.118644068,0.707224335,0.5,24,1.000560743
Knox , ME,27,4,3,2,3,0,2,6,5,0,39798,1.306598322,0.734147315,0.72,413,0.999854132
Dodge , MN,25,3,1,0,0,0,0,3,3,0,20347,1.720155305,0.814046981,0.8,132,0.999854132
Lemhi , ID,4,2,1,0,0,0,1,1,1,0,7725,1.294498382,0.774157092,0.65,72,0.995614468
Sawyer , WI,13,0,2,0,2,1,1,1,5,1,16435,1.581989656,0.777347115,0.82,133,0.994907857
Meeker , MN,26,8,2,0,0,0,1,3,1,0,23148,1.771211336,0.805407188,0.82,149,0.994201247
Richardson , NE,12,2,1,0,0,0,0,0,2,0,8151,2.085633665,0.608759362,0.69,75,0.989254972
